targets,layer,filename_conf,filename_prep,isequal
CW pressure,cw_po_lbspurbanrunoff,po_lbspurbanrunoff_mhi2017.csv,NA,NA
CW pressure,cw_po_marinedebris,po_marinedebris_mhi2017.csv,NA,NA
CW pressure,cw_po_shipbased_shipp,po_shipbased_shipp_mhi2017.csv,NA,NA
FIS,fis_b_bmsy,fis_b_bmsy_gl2016.csv,NA,NA
FIS,fis_meancatch,fis_meancatch_gl2016.csv,NA,NA
FIS,fis_coast_pelagic_catch,fis_coast_pelagic_catch_mhi2017.csv,fis_coast_pelagic_updated_mhi2017.csv,FALSE
FIS,fis_pelagic_catch,fis_pelagic_updated_mhi2017.csv,fis_pelagic_catch_mhi2017.csv,FALSE
FIS,fis_sus_score,fis_sus_score_mhi2017.csv,fis_sus_updated_mhi2017.csv,FALSE
FIS,fis_sus_score,fis_sus_score_mhi2017.csv,fis_sus_updated_mhi2017.csv,FALSE
FIS,fis_sus_score,fis_sus_score_mhi2017.csv,fis_sus_updated_mhi2017.csv,FALSE
FIS,fis_sus_scores_updated,fis_sus_scores_updated_mhi2017.csv,NA,NA
FIS,fis_sus,fis_sus_updated_mhi2017.csv,NA,NA
FP,fp_wildcaught_weight_mhi,fp_wildcaught_weight_mhi2017.csv,NA,NA
CP,cp_hab_condition_mhi2017,cp_hab_condition_mhi2017.csv,NA,NA
CP,cp_hab_trend_mhi2017,cp_hab_trend_mhi2017.csv,NA,NA
LE,le_popn,le_popn_gl2016.csv,le_pop_mhi2017.csv,FALSE
LE,le_sector_weight,le_sector_weight_mhi2017.csv,NA,NA
LE,le_unemployment,le_unemployment_rate_mhi2017.csv,le_unemployment_mhi2017.csv,FALSE
LE,le_wage,le_wages_mhi2017.csv,NA,NA
LE,liv_a_wage,liv_a_wage_mhi2017.csv,NA,NA
LSP,lsp_mpa_3nm,lsp_mpa_3nm_mhi2017.csv,NA,NA
LSP,lsp_mpa_nearshore,lsp_mpa_nearshore_mhi2017.csv,NA,NA
LSP,lsp_coastal_conservation,lsp_coastal_conservation_mhi2017.csv,NA,NA
LSP,lsp_historic_sites,lsp_historic_sites_mhi2017.csv,NA,NA
MAR,mar_coastalpopn_inland25mi,mar_coastalpopn_inland25mi_gl2016.csv,NA,NA
spatial,rgn_georegions,rgn_georegions_gl2016.csv,NA,NA
spatial,rgn_global,rgn_global.csv,NA,NA
spatial,rgn_labels,rgn_labels.csv,NA,NA
SPP,spp_status,spp_status_gl2016.csv,spp_status_mhi_mhi2017.csv,FALSE
SPP,spp_status,spp_status_gl2016.csv,spp_status_mhi_mhi2017.csv,FALSE
SPP,spp_status,spp_status_gl2016.csv,spp_status_mhi_mhi2017.csv,FALSE
SPP,spp_trend,spp_trend_gl2016.csv,NA,NA
SPP,spp_status_mhi,spp_status_mhi2017.csv,NA,NA
TR,tr_jobs_pct_tourism,tr_jobs_pct_tourism_gl2016.csv,NA,NA
TR,tr_sustainability,tr_sustainability_gl2016.csv,NA,NA
TR,t_visitor_gdp,t_visitor_gdp_mhi2017.csv,NA,NA
CON,con_participation,con_participation_mhi2017.csv,NA,NA
