rgn_id,year,species,category,type,Family,stock,score,ref
3,2014,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,1.25,
3,2015,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,1.263,
3,2016,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,1.283,
4,2010,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,1.13,
4,2011,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,1.17,
4,2012,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,1.18,
4,2013,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,1.25,
4,2014,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,1.25,
4,2015,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,1.263,
4,2016,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,1.283,
1,2010,Ehu,bottom,bottom,bottom,deep7,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,2011,Ehu,bottom,bottom,bottom,deep7,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,2012,Ehu,bottom,bottom,bottom,deep7,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,2013,Ehu,bottom,bottom,bottom,deep7,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,2014,Ehu,bottom,bottom,bottom,deep7,0.83,ten year average
1,2015,Ehu,bottom,bottom,bottom,deep7,0.83,ten year average
1,2016,Ehu,bottom,bottom,bottom,deep7,0.83,ten year average
2,2010,Ehu,bottom,bottom,bottom,deep7,0.84,
2,2011,Ehu,bottom,bottom,bottom,deep7,0.85,
2,2012,Ehu,bottom,bottom,bottom,deep7,0.85,
2,2013,Ehu,bottom,bottom,bottom,deep7,0.86,
2,2014,Ehu,bottom,bottom,bottom,deep7,0.83,
2,2015,Ehu,bottom,bottom,bottom,deep7,0.83,
2,2016,Ehu,bottom,bottom,bottom,deep7,0.83,
3,2010,Ehu,bottom,bottom,bottom,deep7,0.84,
3,2011,Ehu,bottom,bottom,bottom,deep7,0.85,
3,2012,Ehu,bottom,bottom,bottom,deep7,0.85,
3,2013,Ehu,bottom,bottom,bottom,deep7,0.86,
3,2014,Ehu,bottom,bottom,bottom,deep7,0.83,
3,2015,Ehu,bottom,bottom,bottom,deep7,0.83,
3,2016,Ehu,bottom,bottom,bottom,deep7,0.83,
4,2010,Ehu,bottom,bottom,bottom,deep7,0.84,
4,2011,Ehu,bottom,bottom,bottom,deep7,0.85,
4,2012,Ehu,bottom,bottom,bottom,deep7,0.85,
4,2013,Ehu,bottom,bottom,bottom,deep7,0.86,
4,2014,Ehu,bottom,bottom,bottom,deep7,0.83,
4,2015,Ehu,bottom,bottom,bottom,deep7,0.83,
4,2016,Ehu,bottom,bottom,bottom,deep7,0.83,
1,2010,Gindai,bottom,bottom,bottom,deep7,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,2011,Gindai,bottom,bottom,bottom,deep7,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,2012,Gindai,bottom,bottom,bottom,deep7,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,2013,Gindai,bottom,bottom,bottom,deep7,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,2014,Gindai,bottom,bottom,bottom,deep7,0.83,ten year average
1,2015,Gindai,bottom,bottom,bottom,deep7,0.83,ten year average
1,2016,Gindai,bottom,bottom,bottom,deep7,0.83,ten year average
2,2010,Gindai,bottom,bottom,bottom,deep7,0.84,
2,2011,Gindai,bottom,bottom,bottom,deep7,0.85,
2,2012,Gindai,bottom,bottom,bottom,deep7,0.85,
2,2013,Gindai,bottom,bottom,bottom,deep7,0.86,
2,2014,Gindai,bottom,bottom,bottom,deep7,0.83,
2,2015,Gindai,bottom,bottom,bottom,deep7,0.83,
2,2016,Gindai,bottom,bottom,bottom,deep7,0.83,
3,2010,Gindai,bottom,bottom,bottom,deep7,0.84,
3,2011,Gindai,bottom,bottom,bottom,deep7,0.85,
3,2012,Gindai,bottom,bottom,bottom,deep7,0.85,
3,2013,Gindai,bottom,bottom,bottom,deep7,0.86,
3,2014,Gindai,bottom,bottom,bottom,deep7,0.83,
3,2015,Gindai,bottom,bottom,bottom,deep7,0.83,
3,2016,Gindai,bottom,bottom,bottom,deep7,0.83,
4,2010,Gindai,bottom,bottom,bottom,deep7,0.84,
4,2011,Gindai,bottom,bottom,bottom,deep7,0.85,
4,2012,Gindai,bottom,bottom,bottom,deep7,0.85,
4,2013,Gindai,bottom,bottom,bottom,deep7,0.86,
4,2014,Gindai,bottom,bottom,bottom,deep7,0.83,
4,2015,Gindai,bottom,bottom,bottom,deep7,0.83,
4,2016,Gindai,bottom,bottom,bottom,deep7,0.83,
1,2010,Hapuupuu,bottom,bottom,bottom,deep7,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,2011,Hapuupuu,bottom,bottom,bottom,deep7,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,2012,Hapuupuu,bottom,bottom,bottom,deep7,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,2013,Hapuupuu,bottom,bottom,bottom,deep7,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,2014,Hapuupuu,bottom,bottom,bottom,deep7,0.83,ten year average
1,2015,Hapuupuu,bottom,bottom,bottom,deep7,0.83,ten year average
1,2016,Hapuupuu,bottom,bottom,bottom,deep7,0.83,ten year average
2,2010,Hapuupuu,bottom,bottom,bottom,deep7,0.84,
2,2011,Hapuupuu,bottom,bottom,bottom,deep7,0.85,
2,2012,Hapuupuu,bottom,bottom,bottom,deep7,0.85,
2,2013,Hapuupuu,bottom,bottom,bottom,deep7,0.86,
2,2014,Hapuupuu,bottom,bottom,bottom,deep7,0.83,
2,2015,Hapuupuu,bottom,bottom,bottom,deep7,0.83,
2,2016,Hapuupuu,bottom,bottom,bottom,deep7,0.83,
3,2010,Hapuupuu,bottom,bottom,bottom,deep7,0.84,
3,2011,Hapuupuu,bottom,bottom,bottom,deep7,0.85,
3,2012,Hapuupuu,bottom,bottom,bottom,deep7,0.85,
3,2013,Hapuupuu,bottom,bottom,bottom,deep7,0.86,
3,2014,Hapuupuu,bottom,bottom,bottom,deep7,0.83,
3,2015,Hapuupuu,bottom,bottom,bottom,deep7,0.83,
3,2016,Hapuupuu,bottom,bottom,bottom,deep7,0.83,
4,2010,Hapuupuu,bottom,bottom,bottom,deep7,0.84,
4,2011,Hapuupuu,bottom,bottom,bottom,deep7,0.85,
4,2012,Hapuupuu,bottom,bottom,bottom,deep7,0.85,
4,2013,Hapuupuu,bottom,bottom,bottom,deep7,0.86,
4,2014,Hapuupuu,bottom,bottom,bottom,deep7,0.83,
4,2015,Hapuupuu,bottom,bottom,bottom,deep7,0.83,
4,2016,Hapuupuu,bottom,bottom,bottom,deep7,0.83,
1,2012,Kala,reef,Reef,Acanthuridae,Naso brevirostris,0.47,
1,2012,Kala,reef,Reef,Acanthuridae,Naso unicornis,0.1,
1,2013,Kala,reef,Reef,Acanthuridae,Naso brevirostris,0.47,
1,2013,Kala,reef,Reef,Acanthuridae,Naso unicornis,0.1,
1,2014,Kala,reef,Reef,Acanthuridae,Naso brevirostris,0.47,
1,2014,Kala,reef,Reef,Acanthuridae,Naso unicornis,0.1,
1,2015,Kala,reef,Reef,Acanthuridae,Naso brevirostris,0.47,
1,2015,Kala,reef,Reef,Acanthuridae,Naso unicornis,0.1,
1,2016,Kala,reef,Reef,Acanthuridae,Naso brevirostris,0.47,
1,2016,Kala,reef,Reef,Acanthuridae,Naso unicornis,0.1,
2,2012,Kala,reef,Reef,Acanthuridae,Naso brevirostris,0.47,
2,2012,Kala,reef,Reef,Acanthuridae,Naso unicornis,0.1,
2,2013,Kala,reef,Reef,Acanthuridae,Naso brevirostris,0.47,
2,2013,Kala,reef,Reef,Acanthuridae,Naso unicornis,0.1,
2,2014,Kala,reef,Reef,Acanthuridae,Naso brevirostris,0.47,
2,2014,Kala,reef,Reef,Acanthuridae,Naso unicornis,0.1,
2,2015,Kala,reef,Reef,Acanthuridae,Naso brevirostris,0.47,
2,2015,Kala,reef,Reef,Acanthuridae,Naso unicornis,0.1,
2,2016,Kala,reef,Reef,Acanthuridae,Naso brevirostris,0.47,
2,2016,Kala,reef,Reef,Acanthuridae,Naso unicornis,0.1,
3,2012,Kala,reef,Reef,Acanthuridae,Naso brevirostris,0.47,
3,2012,Kala,reef,Reef,Acanthuridae,Naso unicornis,0.1,
3,2013,Kala,reef,Reef,Acanthuridae,Naso brevirostris,0.47,
3,2013,Kala,reef,Reef,Acanthuridae,Naso unicornis,0.1,
3,2014,Kala,reef,Reef,Acanthuridae,Naso brevirostris,0.47,
3,2014,Kala,reef,Reef,Acanthuridae,Naso unicornis,0.1,
3,2015,Kala,reef,Reef,Acanthuridae,Naso brevirostris,0.47,
3,2015,Kala,reef,Reef,Acanthuridae,Naso unicornis,0.1,
3,2016,Kala,reef,Reef,Acanthuridae,Naso brevirostris,0.47,
3,2016,Kala,reef,Reef,Acanthuridae,Naso unicornis,0.1,
4,2012,Kala,reef,Reef,Acanthuridae,Naso brevirostris,0.47,
4,2012,Kala,reef,Reef,Acanthuridae,Naso unicornis,0.1,
4,2013,Kala,reef,Reef,Acanthuridae,Naso brevirostris,0.47,
4,2013,Kala,reef,Reef,Acanthuridae,Naso unicornis,0.1,
4,2014,Kala,reef,Reef,Acanthuridae,Naso brevirostris,0.47,
4,2014,Kala,reef,Reef,Acanthuridae,Naso unicornis,0.1,
4,2015,Kala,reef,Reef,Acanthuridae,Naso brevirostris,0.47,
4,2015,Kala,reef,Reef,Acanthuridae,Naso unicornis,0.1,
4,2016,Kala,reef,Reef,Acanthuridae,Naso brevirostris,0.47,
4,2016,Kala,reef,Reef,Acanthuridae,Naso unicornis,0.1,
1,2010,Kalekale,bottom,bottom,bottom,deep7,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,2011,Kalekale,bottom,bottom,bottom,deep7,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,2012,Kalekale,bottom,bottom,bottom,deep7,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,2013,Kalekale,bottom,bottom,bottom,deep7,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,2014,Kalekale,bottom,bottom,bottom,deep7,0.83,ten year average
1,2015,Kalekale,bottom,bottom,bottom,deep7,0.83,ten year average
1,2016,Kalekale,bottom,bottom,bottom,deep7,0.83,ten year average
2,2010,Kalekale,bottom,bottom,bottom,deep7,0.84,
2,2011,Kalekale,bottom,bottom,bottom,deep7,0.85,
2,2012,Kalekale,bottom,bottom,bottom,deep7,0.85,
2,2013,Kalekale,bottom,bottom,bottom,deep7,0.86,
2,2014,Kalekale,bottom,bottom,bottom,deep7,0.83,
2,2015,Kalekale,bottom,bottom,bottom,deep7,0.83,
2,2016,Kalekale,bottom,bottom,bottom,deep7,0.83,
3,2010,Kalekale,bottom,bottom,bottom,deep7,0.84,
3,2011,Kalekale,bottom,bottom,bottom,deep7,0.85,
3,2012,Kalekale,bottom,bottom,bottom,deep7,0.85,
3,2013,Kalekale,bottom,bottom,bottom,deep7,0.86,
3,2014,Kalekale,bottom,bottom,bottom,deep7,0.83,
3,2015,Kalekale,bottom,bottom,bottom,deep7,0.83,
3,2016,Kalekale,bottom,bottom,bottom,deep7,0.83,
4,2010,Kalekale,bottom,bottom,bottom,deep7,0.84,
4,2011,Kalekale,bottom,bottom,bottom,deep7,0.85,
4,2012,Kalekale,bottom,bottom,bottom,deep7,0.85,
4,2013,Kalekale,bottom,bottom,bottom,deep7,0.86,
4,2014,Kalekale,bottom,bottom,bottom,deep7,0.83,
4,2015,Kalekale,bottom,bottom,bottom,deep7,0.83,
4,2016,Kalekale,bottom,bottom,bottom,deep7,0.83,
1,2012,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,0.5,
1,2013,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,0.5,
1,2014,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,0.5,
1,2015,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,0.5,
1,2016,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,0.5,
2,2012,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,0.5,
2,2013,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,0.5,
2,2014,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,0.5,
2,2015,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,0.5,
2,2016,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,0.5,
3,2012,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,0.5,
3,2013,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,0.5,
3,2014,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,0.5,
3,2015,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,0.5,
3,2016,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,0.5,
4,2012,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,0.5,
4,2013,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,0.5,
4,2014,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,0.5,
4,2015,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,0.5,
4,2016,Kumu,reef,Reef,Mullidae,Parupeneus porphyreus,0.5,
1,2010,Lehi,bottom,bottom,bottom,deep7,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,2011,Lehi,bottom,bottom,bottom,deep7,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,2012,Lehi,bottom,bottom,bottom,deep7,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,2013,Lehi,bottom,bottom,bottom,deep7,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,2014,Lehi,bottom,bottom,bottom,deep7,0.83,ten year average
1,2015,Lehi,bottom,bottom,bottom,deep7,0.83,ten year average
1,2016,Lehi,bottom,bottom,bottom,deep7,0.83,ten year average
2,2010,Lehi,bottom,bottom,bottom,deep7,0.84,
2,2011,Lehi,bottom,bottom,bottom,deep7,0.85,
2,2012,Lehi,bottom,bottom,bottom,deep7,0.85,
2,2013,Lehi,bottom,bottom,bottom,deep7,0.86,
2,2014,Lehi,bottom,bottom,bottom,deep7,0.83,
2,2015,Lehi,bottom,bottom,bottom,deep7,0.83,
2,2016,Lehi,bottom,bottom,bottom,deep7,0.83,
3,2010,Lehi,bottom,bottom,bottom,deep7,0.84,
3,2011,Lehi,bottom,bottom,bottom,deep7,0.85,
3,2012,Lehi,bottom,bottom,bottom,deep7,0.85,
3,2013,Lehi,bottom,bottom,bottom,deep7,0.86,
3,2014,Lehi,bottom,bottom,bottom,deep7,0.83,
3,2015,Lehi,bottom,bottom,bottom,deep7,0.83,
3,2016,Lehi,bottom,bottom,bottom,deep7,0.83,
4,2010,Lehi,bottom,bottom,bottom,deep7,0.84,
4,2011,Lehi,bottom,bottom,bottom,deep7,0.85,
4,2012,Lehi,bottom,bottom,bottom,deep7,0.85,
4,2013,Lehi,bottom,bottom,bottom,deep7,0.86,
4,2014,Lehi,bottom,bottom,bottom,deep7,0.83,
4,2015,Lehi,bottom,bottom,bottom,deep7,0.83,
4,2016,Lehi,bottom,bottom,bottom,deep7,0.83,
1,2012,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,1.97,
1,2013,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,1.97,
1,2014,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,1.97,
1,2015,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,1.97,
1,2016,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,1.97,
2,2012,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,1.97,
2,2013,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,1.97,
2,2014,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,1.97,
2,2015,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,1.97,
2,2016,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,1.97,
3,2012,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,1.97,
3,2013,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,1.97,
3,2014,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,1.97,
3,2015,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,1.97,
3,2016,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,1.97,
4,2012,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,1.97,
4,2013,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,1.97,
4,2014,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,1.97,
4,2015,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,1.97,
4,2016,Menpachi,Reef,Reef,Holocentridae,Myripristis berndti,1.97,
1,2012,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,0.8,
1,2013,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,0.8,
1,2014,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,0.8,
1,2015,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,0.8,
1,2016,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,0.8,
2,2012,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,0.8,
2,2013,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,0.8,
2,2014,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,0.8,
2,2015,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,0.8,
2,2016,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,0.8,
3,2012,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,0.8,
3,2013,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,0.8,
3,2014,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,0.8,
3,2015,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,0.8,
3,2016,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,0.8,
4,2012,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,0.8,
4,2013,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,0.8,
4,2014,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,0.8,
4,2015,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,0.8,
4,2016,Moana kale,Reef,Reef,Mullidae,Parupeneus cyclostomus,0.8,
1,2012,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,1.27,
1,2013,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,1.27,
1,2014,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,1.27,
1,2015,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,1.27,
1,2016,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,1.27,
2,2012,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,1.27,
2,2013,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,1.27,
2,2014,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,1.27,
2,2015,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,1.27,
2,2016,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,1.27,
3,2012,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,1.27,
3,2013,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,1.27,
3,2014,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,1.27,
3,2015,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,1.27,
3,2016,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,1.27,
4,2012,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,1.27,
4,2013,Mu,Reef,Reef,Lethrinidae,Monotaxis grandoculis,1.27,
