year,rgn_id,stock_key,licenses,catch,island,mus,family,species
2015,4,Moana kale_CHCR,7,117,Kauai County,CHCR,Mullidae,Moana kale
2016,4,Moana kale_CHCR,8,68,Kauai County,CHCR,Mullidae,Moana kale
2016,4,Moi_CHCR,3,137,Kauai County,CHCR,Polynemidae,Moi
2012,4,Nenue_CHCR,5,99,Kauai County,CHCR,Kyphosidae,Nenue
2014,4,Nenue_CHCR,7,54,Kauai County,CHCR,Kyphosidae,Nenue
2015,4,Nenue_CHCR,3,72,Kauai County,CHCR,Kyphosidae,Nenue
2016,4,Nenue_CHCR,3,27,Kauai County,CHCR,Kyphosidae,Nenue
2012,4,Opelu_CHCR,32,12550,Kauai County,CHCR,Carangidae,Opelu
2013,4,Opelu_CHCR,33,14508,Kauai County,CHCR,Carangidae,Opelu
2014,4,Opelu_CHCR,36,11851,Kauai County,CHCR,Carangidae,Opelu
2015,4,Opelu_CHCR,26,5768,Kauai County,CHCR,Carangidae,Opelu
2016,4,Opelu_CHCR,20,8801,Kauai County,CHCR,Carangidae,Opelu
2014,4,Palani_CHCR,3,52,Kauai County,CHCR,Acanthuridae,Palani
2015,4,Palani_CHCR,3,28,Kauai County,CHCR,Acanthuridae,Palani
2012,4,Shark-misc._CHCR,4,4,Kauai County,CHCR,Carcharhinidae,Shark-misc.
2014,4,Shark-misc._CHCR,4,95,Kauai County,CHCR,Carcharhinidae,Shark-misc.
2015,4,Shark-misc._CHCR,4,40,Kauai County,CHCR,Carcharhinidae,Shark-misc.
2016,4,Shark-misc._CHCR,3,5,Kauai County,CHCR,Carcharhinidae,Shark-misc.
2012,4,Uhu parrot-misc._CHCR,4,1506,Kauai County,CHCR,Scaridae,Uhu parrot-misc.
2014,4,Uhu parrot-misc._CHCR,4,1820,Kauai County,CHCR,Scaridae,Uhu parrot-misc.
2015,4,Uhu parrot-misc._CHCR,7,766,Kauai County,CHCR,Scaridae,Uhu parrot-misc.
2016,4,Uhu parrot-misc._CHCR,4,1346,Kauai County,CHCR,Scaridae,Uhu parrot-misc.
2012,4,Weke nono_CHCR,12,1502,Kauai County,CHCR,Mullidae,Weke nono
2013,4,Weke nono_CHCR,7,1198,Kauai County,CHCR,Mullidae,Weke nono
2014,4,Weke nono_CHCR,13,1477,Kauai County,CHCR,Mullidae,Weke nono
2015,4,Weke nono_CHCR,10,1540,Kauai County,CHCR,Mullidae,Weke nono
2016,4,Weke nono_CHCR,11,2026,Kauai County,CHCR,Mullidae,Weke nono
2012,4,Weke ula_CHCR,15,420,Kauai County,CHCR,Mullidae,Weke ula
2013,4,Weke ula_CHCR,11,429,Kauai County,CHCR,Mullidae,Weke ula
2014,4,Weke ula_CHCR,8,204,Kauai County,CHCR,Mullidae,Weke ula
2015,4,Weke ula_CHCR,6,63,Kauai County,CHCR,Mullidae,Weke ula
2016,4,Weke ula_CHCR,8,1038,Kauai County,CHCR,Mullidae,Weke ula
2013,4,Aweoweo (deepsea)_CHCR,3,13,Kauai County,CHCR,Priacanthidae,Aweoweo (deepsea)
2015,4,Aweoweo (deepsea)_CHCR,3,16,Kauai County,CHCR,Priacanthidae,Aweoweo (deepsea)
2016,4,Aweoweo (deepsea)_CHCR,3,31,Kauai County,CHCR,Priacanthidae,Aweoweo (deepsea)
2012,4,Golden kali_CHCR,7,26,Kauai County,CHCR,Emmelichthyidae,Golden kali
2013,4,Golden kali_CHCR,7,38,Kauai County,CHCR,Emmelichthyidae,Golden kali
2014,4,Golden kali_CHCR,4,22,Kauai County,CHCR,Emmelichthyidae,Golden kali
2015,4,Golden kali_CHCR,3,21,Kauai County,CHCR,Emmelichthyidae,Golden kali
2016,4,Golden kali_CHCR,4,36,Kauai County,CHCR,Emmelichthyidae,Golden kali
2012,4,Hogo_CHCR,19,245,Kauai County,CHCR,Scorpaenidae,Hogo
2013,4,Hogo_CHCR,10,191,Kauai County,CHCR,Scorpaenidae,Hogo
2014,4,Hogo_CHCR,14,240,Kauai County,CHCR,Scorpaenidae,Hogo
2015,4,Hogo_CHCR,14,373,Kauai County,CHCR,Scorpaenidae,Hogo
2016,4,Hogo_CHCR,17,362,Kauai County,CHCR,Scorpaenidae,Hogo
2012,4,Kamanu_CHCR,10,570,Kauai County,CHCR,Carangidae,Kamanu
2013,4,Kamanu_CHCR,12,917,Kauai County,CHCR,Carangidae,Kamanu
2014,4,Kamanu_CHCR,18,909,Kauai County,CHCR,Carangidae,Kamanu
2015,4,Kamanu_CHCR,14,963,Kauai County,CHCR,Carangidae,Kamanu
2016,4,Kamanu_CHCR,16,982,Kauai County,CHCR,Carangidae,Kamanu
2012,4,Mu_CHCR,4,164,Kauai County,CHCR,Lethrinidae,Mu
2015,4,Mu_CHCR,3,230,Kauai County,CHCR,Lethrinidae,Mu
2016,4,Mu_CHCR,3,381,Kauai County,CHCR,Lethrinidae,Mu
2014,4,Oio_CHCR,5,1848,Kauai County,CHCR,Albulidae,Oio
2016,4,Oio_CHCR,4,434,Kauai County,CHCR,Albulidae,Oio
2012,4,Omilu_CHCR,25,2423,Kauai County,CHCR,Carangidae,Omilu
2013,4,Omilu_CHCR,20,2546,Kauai County,CHCR,Carangidae,Omilu
2014,4,Omilu_CHCR,26,2093,Kauai County,CHCR,Carangidae,Omilu
2015,4,Omilu_CHCR,20,2138,Kauai County,CHCR,Carangidae,Omilu
2016,4,Omilu_CHCR,20,2175,Kauai County,CHCR,Carangidae,Omilu
2012,4,Papa ulua_CHCR,11,302,Kauai County,CHCR,Carangidae,Papa ulua
2013,4,Papa ulua_CHCR,4,207,Kauai County,CHCR,Carangidae,Papa ulua
2014,4,Papa ulua_CHCR,11,567,Kauai County,CHCR,Carangidae,Papa ulua
2015,4,Papa ulua_CHCR,7,150,Kauai County,CHCR,Carangidae,Papa ulua
2016,4,Papa ulua_CHCR,7,160,Kauai County,CHCR,Carangidae,Papa ulua
2014,4,Sasa ulua_CHCR,3,89,Kauai County,CHCR,Carangidae,Sasa ulua
2012,4,Toau_CHCR,14,99,Kauai County,CHCR,Lutjanidae,Toau
2013,4,Toau_CHCR,12,122,Kauai County,CHCR,Lutjanidae,Toau
2014,4,Toau_CHCR,9,418,Kauai County,CHCR,Lutjanidae,Toau
2015,4,Toau_CHCR,7,113,Kauai County,CHCR,Lutjanidae,Toau
2016,4,Toau_CHCR,9,126,Kauai County,CHCR,Lutjanidae,Toau
2014,4,Ulua-misc._CHCR,12,348,Kauai County,CHCR,Carangidae,Ulua-misc.
2015,4,Ulua-misc._CHCR,5,189,Kauai County,CHCR,Carangidae,Ulua-misc.
2015,4,Wahanui_CHCR,3,56,Kauai County,CHCR,Lutjanidae,Wahanui
2012,4,Aku_PMUS,138,39484,Kauai County,PMUS,Scombridae,Aku
2013,4,Aku_PMUS,131,48602,Kauai County,PMUS,Scombridae,Aku
2014,4,Aku_PMUS,105,19654,Kauai County,PMUS,Scombridae,Aku
2015,4,Aku_PMUS,110,31712,Kauai County,PMUS,Scombridae,Aku
2016,4,Aku_PMUS,91,29065,Kauai County,PMUS,Scombridae,Aku
2012,4,Bigeye tuna_PMUS,29,79056,Kauai County,PMUS,Scombridae,Bigeye tuna
2013,4,Bigeye tuna_PMUS,28,55497,Kauai County,PMUS,Scombridae,Bigeye tuna
2014,4,Bigeye tuna_PMUS,24,27384,Kauai County,PMUS,Scombridae,Bigeye tuna
2015,4,Bigeye tuna_PMUS,23,7105,Kauai County,PMUS,Scombridae,Bigeye tuna
2016,4,Bigeye tuna_PMUS,10,2361,Kauai County,PMUS,Scombridae,Bigeye tuna
2012,4,Black marlin_PMUS,4,1071,Kauai County,PMUS,Istiophoridae,Black marlin
2013,4,Black marlin_PMUS,4,1338,Kauai County,PMUS,Istiophoridae,Black marlin
2014,4,Black marlin_PMUS,3,1230,Kauai County,PMUS,Istiophoridae,Black marlin
2015,4,Black marlin_PMUS,12,3649,Kauai County,PMUS,Istiophoridae,Black marlin
2012,4,Blue marlin_PMUS,60,26281,Kauai County,PMUS,Istiophoridae,Blue marlin
2013,4,Blue marlin_PMUS,58,26797,Kauai County,PMUS,Istiophoridae,Blue marlin
2014,4,Blue marlin_PMUS,69,32867,Kauai County,PMUS,Istiophoridae,Blue marlin
2015,4,Blue marlin_PMUS,94,48378,Kauai County,PMUS,Istiophoridae,Blue marlin
2016,4,Blue marlin_PMUS,61,34613,Kauai County,PMUS,Istiophoridae,Blue marlin
2012,4,Kawakawa_PMUS,30,913,Kauai County,PMUS,Scombridae,Kawakawa
2013,4,Kawakawa_PMUS,34,1850,Kauai County,PMUS,Scombridae,Kawakawa
2014,4,Kawakawa_PMUS,46,2152,Kauai County,PMUS,Scombridae,Kawakawa
2015,4,Kawakawa_PMUS,43,2844,Kauai County,PMUS,Scombridae,Kawakawa
2016,4,Kawakawa_PMUS,30,1304,Kauai County,PMUS,Scombridae,Kawakawa
2012,4,Mahimahi_PMUS,170,79011,Kauai County,PMUS,Coryphaenidae,Mahimahi
2013,4,Mahimahi_PMUS,152,44972,Kauai County,PMUS,Coryphaenidae,Mahimahi
2014,4,Mahimahi_PMUS,162,47099,Kauai County,PMUS,Coryphaenidae,Mahimahi
2015,4,Mahimahi_PMUS,145,52909,Kauai County,PMUS,Coryphaenidae,Mahimahi
2016,4,Mahimahi_PMUS,122,35253,Kauai County,PMUS,Coryphaenidae,Mahimahi
2012,4,Monchong_PMUS,4,222,Kauai County,PMUS,Bramidae,Monchong
2013,4,Monchong_PMUS,5,195,Kauai County,PMUS,Bramidae,Monchong
2014,4,Monchong_PMUS,6,262,Kauai County,PMUS,Bramidae,Monchong
2015,4,Monchong_PMUS,8,2013,Kauai County,PMUS,Bramidae,Monchong
2016,4,Monchong_PMUS,7,1898,Kauai County,PMUS,Bramidae,Monchong
2012,4,Ono_PMUS,167,72748,Kauai County,PMUS,Scombridae,Ono
2013,4,Ono_PMUS,163,65391,Kauai County,PMUS,Scombridae,Ono
2014,4,Ono_PMUS,177,74367,Kauai County,PMUS,Scombridae,Ono
2015,4,Ono_PMUS,178,58438,Kauai County,PMUS,Scombridae,Ono
2016,4,Ono_PMUS,154,39628,Kauai County,PMUS,Scombridae,Ono
2012,4,S.N. spearfish_PMUS,20,1261,Kauai County,PMUS,Istiophoridae,S.N. spearfish
2013,4,S.N. spearfish_PMUS,27,3314,Kauai County,PMUS,Istiophoridae,S.N. spearfish
2014,4,S.N. spearfish_PMUS,15,636,Kauai County,PMUS,Istiophoridae,S.N. spearfish
2015,4,S.N. spearfish_PMUS,23,1540,Kauai County,PMUS,Istiophoridae,S.N. spearfish
2016,4,S.N. spearfish_PMUS,35,2210,Kauai County,PMUS,Istiophoridae,S.N. spearfish
2012,4,Sailfish_PMUS,3,197,Kauai County,PMUS,Istiophoridae,Sailfish
2013,4,Sailfish_PMUS,3,295,Kauai County,PMUS,Istiophoridae,Sailfish
2014,4,Sailfish_PMUS,6,457,Kauai County,PMUS,Istiophoridae,Sailfish
2015,4,Sailfish_PMUS,6,551,Kauai County,PMUS,Istiophoridae,Sailfish
2016,4,Sailfish_PMUS,8,726,Kauai County,PMUS,Istiophoridae,Sailfish
2012,4,Striped marlin_PMUS,17,2771,Kauai County,PMUS,Istiophoridae,Striped marlin
2013,4,Striped marlin_PMUS,14,2118,Kauai County,PMUS,Istiophoridae,Striped marlin
2014,4,Striped marlin_PMUS,14,2531,Kauai County,PMUS,Istiophoridae,Striped marlin
2015,4,Striped marlin_PMUS,27,3454,Kauai County,PMUS,Istiophoridae,Striped marlin
2016,4,Striped marlin_PMUS,22,2361,Kauai County,PMUS,Istiophoridae,Striped marlin
2012,4,Swordfish_PMUS,5,749,Kauai County,PMUS,Xiphiidae,Swordfish
2014,4,Swordfish_PMUS,7,882,Kauai County,PMUS,Xiphiidae,Swordfish
2015,4,Swordfish_PMUS,5,591,Kauai County,PMUS,Xiphiidae,Swordfish
2012,4,Tombo_PMUS,5,1048,Kauai County,PMUS,Scombridae,Tombo
2013,4,Tombo_PMUS,3,418,Kauai County,PMUS,Scombridae,Tombo
2014,4,Tombo_PMUS,11,2946,Kauai County,PMUS,Scombridae,Tombo
2016,4,Tombo_PMUS,3,177,Kauai County,PMUS,Scombridae,Tombo
2012,4,Yellowfin tuna_PMUS,201,480378,Kauai County,PMUS,Scombridae,Yellowfin tuna
2013,4,Yellowfin tuna_PMUS,188,408168,Kauai County,PMUS,Scombridae,Yellowfin tuna
2014,4,Yellowfin tuna_PMUS,197,391518,Kauai County,PMUS,Scombridae,Yellowfin tuna
2015,4,Yellowfin tuna_PMUS,185,406625,Kauai County,PMUS,Scombridae,Yellowfin tuna
2016,4,Yellowfin tuna_PMUS,171,392557,Kauai County,PMUS,Scombridae,Yellowfin tuna
