rgn_id,species,category,type,Family,stock,year,value,ref
1,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,2012,1.2,
2,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,2012,1.2,
3,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,2012,1.2,
4,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,2012,1.2,
1,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,2013,1.2,
2,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,2013,1.2,
3,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,2013,1.2,
4,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,2013,1.2,
1,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,2014,1.2,
2,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,2014,1.2,
3,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,2014,1.2,
4,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,2014,1.2,
1,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,2015,1.2,
2,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,2015,1.2,
3,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,2015,1.2,
4,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,2015,1.2,
1,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,2016,1.2,
2,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,2016,1.2,
3,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,2016,1.2,
4,Palani,Reef,Reef,Acanthuridae,Acanthurus dussmieri,2016,1.2,
1,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,2012,0.43,
2,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,2012,0.43,
3,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,2012,0.43,
4,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,2012,0.43,
1,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,2013,0.43,
2,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,2013,0.43,
3,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,2013,0.43,
4,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,2013,0.43,
1,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,2014,0.43,
2,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,2014,0.43,
3,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,2014,0.43,
4,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,2014,0.43,
1,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,2015,0.43,
2,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,2015,0.43,
3,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,2015,0.43,
4,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,2015,0.43,
1,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,2016,0.43,
2,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,2016,0.43,
3,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,2016,0.43,
4,Panuhunuhu,Reef,Reef,Scaridae,Calotomus carolinus,2016,0.43,
1,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,2012,0.77,
2,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,2012,0.77,
3,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,2012,0.77,
4,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,2012,0.77,
1,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,2013,0.77,
2,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,2013,0.77,
3,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,2013,0.77,
4,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,2013,0.77,
1,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,2014,0.77,
2,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,2014,0.77,
3,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,2014,0.77,
4,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,2014,0.77,
1,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,2015,0.77,
2,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,2015,0.77,
3,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,2015,0.77,
4,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,2015,0.77,
1,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,2016,0.77,
2,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,2016,0.77,
3,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,2016,0.77,
4,Panunu,Reef,Reef,Scaridae,Chlorurus spilurus,2016,0.77,
1,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,2012,1.37,
2,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,2012,1.37,
3,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,2012,1.37,
4,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,2012,1.37,
1,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,2013,1.37,
2,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,2013,1.37,
3,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,2013,1.37,
4,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,2013,1.37,
1,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,2014,1.37,
2,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,2014,1.37,
3,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,2014,1.37,
4,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,2014,1.37,
1,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,2015,1.37,
2,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,2015,1.37,
3,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,2015,1.37,
4,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,2015,1.37,
1,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,2016,1.37,
2,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,2016,1.37,
3,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,2016,1.37,
4,Papa ulua,coastal_pelagic,Reef,Scombridae,Carangoides orthogrammus,2016,1.37,
1,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,2012,0.4,
2,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,2012,0.4,
3,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,2012,0.4,
4,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,2012,0.4,
1,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,2013,0.4,
2,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,2013,0.4,
3,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,2013,0.4,
4,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,2013,0.4,
1,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,2014,0.4,
2,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,2014,0.4,
3,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,2014,0.4,
4,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,2014,0.4,
1,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,2015,0.4,
2,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,2015,0.4,
3,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,2015,0.4,
4,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,2015,0.4,
1,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,2016,0.4,
2,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,2016,0.4,
3,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,2016,0.4,
4,Pualu,Reef,Reef,Acanthuridae,Acanthurus blochii,2016,0.4,
1,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2012,2.67,
2,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2012,2.67,
3,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2012,2.67,
4,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2012,2.67,
1,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2013,2.67,
2,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2013,2.67,
3,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2013,2.67,
4,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2013,2.67,
1,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2014,2.67,
2,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2014,2.67,
3,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2014,2.67,
4,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2014,2.67,
1,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2015,2.67,
2,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2015,2.67,
3,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2015,2.67,
4,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2015,2.67,
1,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2016,2.67,
2,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2016,2.67,
3,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2016,2.67,
4,Roi,Reef,Reef,Serranidae,Cephalophilis argus,2016,2.67,
1,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,2010,0.35,ISC
2,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,2010,0.35,ISC
3,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,2010,0.35,ISC
4,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,2010,0.35,ISC
1,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,2011,0.31,ISC
2,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,2011,0.31,ISC
3,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,2011,0.31,ISC
4,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,2011,0.31,ISC
1,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,2012,0.36,ISC
2,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,2012,0.36,ISC
3,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,2012,0.36,ISC
4,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,2012,0.36,ISC
1,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,2013,0.39,ISC
2,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,2013,0.39,ISC
3,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,2013,0.39,ISC
4,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,2013,0.39,ISC
1,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,2014,0.36,regression gap fill
2,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,2014,0.36,regression gap fill
3,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,2014,0.36,regression gap fill
4,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,2014,0.36,regression gap fill
1,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,2015,0.36,regression gap fill
2,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,2015,0.36,regression gap fill
3,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,2015,0.36,regression gap fill
4,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,2015,0.36,regression gap fill
1,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,2016,0.36,regression gap fill
2,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,2016,0.36,regression gap fill
3,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,2016,0.36,regression gap fill
4,Striped marlin,pel_other,pelagic,Istiophoridae,Kajikia audax,2016,0.36,regression gap fill
1,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,2010,1.14,2014 stock assessment ISCT for West and Central North Pacific
2,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,2010,1.14,2014 stock assessment ISCT for West and Central North Pacific
3,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,2010,1.14,2014 stock assessment ISCT for West and Central North Pacific
4,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,2010,1.14,2014 stock assessment ISCT for West and Central North Pacific
1,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,2011,1.13,2014 stock assessment ISCT for West and Central North Pacific
2,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,2011,1.13,2014 stock assessment ISCT for West and Central North Pacific
3,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,2011,1.13,2014 stock assessment ISCT for West and Central North Pacific
4,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,2011,1.13,2014 stock assessment ISCT for West and Central North Pacific
1,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,2012,1.2,2014 stock assessment ISCT for West and Central North Pacific
2,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,2012,1.2,2014 stock assessment ISCT for West and Central North Pacific
3,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,2012,1.2,2014 stock assessment ISCT for West and Central North Pacific
4,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,2012,1.2,2014 stock assessment ISCT for West and Central North Pacific
1,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,2013,1.3,regression gap fill
2,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,2013,1.3,regression gap fill
3,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,2013,1.3,regression gap fill
4,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,2013,1.3,regression gap fill
1,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,2014,1.14,regression gap fill
2,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,2014,1.14,regression gap fill
3,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,2014,1.14,regression gap fill
4,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,2014,1.14,regression gap fill
1,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,2015,0.99,regression gap fill
2,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,2015,0.99,regression gap fill
3,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,2015,0.99,regression gap fill
4,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,2015,0.99,regression gap fill
1,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,2016,1.173,regression gap fill
2,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,2016,1.173,regression gap fill
3,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,2016,1.173,regression gap fill
4,Swordfish,pel_other,pelagic,Xiphiidae,Xiphias gladius,2016,1.173,regression gap fill
1,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2012,2.07,
2,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2012,2.07,
3,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2012,2.07,
4,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2012,2.07,
1,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2013,2.07,
2,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2013,2.07,
3,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2013,2.07,
4,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2013,2.07,
1,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2014,2.07,
2,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2014,2.07,
3,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2014,2.07,
4,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2014,2.07,
1,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2015,2.07,
2,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2015,2.07,
3,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2015,2.07,
4,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2015,2.07,
1,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2016,2.07,
2,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2016,2.07,
3,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2016,2.07,
4,Taape,Reef,Reef,Lutjanidae,Lutjanus kasmira,2016,2.07,
1,Toau,Reef,Reef,Lutjanidae,Lutjanus fulvus,2012,1.1,
2,Toau,Reef,Reef,Lutjanidae,Lutjanus fulvus,2012,1.1,
3,Toau,Reef,Reef,Lutjanidae,Lutjanus fulvus,2012,1.1,
4,Toau,Reef,Reef,Lutjanidae,Lutjanus fulvus,2012,1.1,
1,Toau,Reef,Reef,Lutjanidae,Lutjanus fulvus,2013,1.1,
2,Toau,Reef,Reef,Lutjanidae,Lutjanus fulvus,2013,1.1,
3,Toau,Reef,Reef,Lutjanidae,Lutjanus fulvus,2013,1.1,
4,Toau,Reef,Reef,Lutjanidae,Lutjanus fulvus,2013,1.1,
1,Toau,Reef,Reef,Lutjanidae,Lutjanus fulvus,2014,1.1,
2,Toau,Reef,Reef,Lutjanidae,Lutjanus fulvus,2014,1.1,
3,Toau,Reef,Reef,Lutjanidae,Lutjanus fulvus,2014,1.1,
4,Toau,Reef,Reef,Lutjanidae,Lutjanus fulvus,2014,1.1,
1,Toau,Reef,Reef,Lutjanidae,Lutjanus fulvus,2015,1.1,
2,Toau,Reef,Reef,Lutjanidae,Lutjanus fulvus,2015,1.1,
3,Toau,Reef,Reef,Lutjanidae,Lutjanus fulvus,2015,1.1,
4,Toau,Reef,Reef,Lutjanidae,Lutjanus fulvus,2015,1.1,
1,Toau,Reef,Reef,Lutjanidae,Lutjanus fulvus,2016,1.1,
2,Toau,Reef,Reef,Lutjanidae,Lutjanus fulvus,2016,1.1,
3,Toau,Reef,Reef,Lutjanidae,Lutjanus fulvus,2016,1.1,
4,Toau,Reef,Reef,Lutjanidae,Lutjanus fulvus,2016,1.1,
1,Tombo,tunas,pelagic,Scombridae,Thunnus alalunga,2010,2.2,ISC; http://isc.fra.go.jp/pdf/ISC14/Annex%2011-%20NPALB%20Stock%20Assessment%20Report_revsied%2029Aug14.pdf
2,Tombo,tunas,pelagic,Scombridae,Thunnus alalunga,2010,2.2,ISC; http://isc.fra.go.jp/pdf/ISC14/Annex%2011-%20NPALB%20Stock%20Assessment%20Report_revsied%2029Aug14.pdf
3,Tombo,tunas,pelagic,Scombridae,Thunnus alalunga,2010,2.2,ISC; http://isc.fra.go.jp/pdf/ISC14/Annex%2011-%20NPALB%20Stock%20Assessment%20Report_revsied%2029Aug14.pdf
4,Tombo,tunas,pelagic,Scombridae,Thunnus alalunga,2010,2.2,ISC; http://isc.fra.go.jp/pdf/ISC14/Annex%2011-%20NPALB%20Stock%20Assessment%20Report_revsied%2029Aug14.pdf
1,Tombo,tunas,pelagic,Scombridae,Thunnus alalunga,2011,2.23,ISC; http://isc.fra.go.jp/pdf/ISC14/Annex%2011-%20NPALB%20Stock%20Assessment%20Report_revsied%2029Aug14.pdf
2,Tombo,tunas,pelagic,Scombridae,Thunnus alalunga,2011,2.23,ISC; http://isc.fra.go.jp/pdf/ISC14/Annex%2011-%20NPALB%20Stock%20Assessment%20Report_revsied%2029Aug14.pdf
3,Tombo,tunas,pelagic,Scombridae,Thunnus alalunga,2011,2.23,ISC; http://isc.fra.go.jp/pdf/ISC14/Annex%2011-%20NPALB%20Stock%20Assessment%20Report_revsied%2029Aug14.pdf
4,Tombo,tunas,pelagic,Scombridae,Thunnus alalunga,2011,2.23,ISC; http://isc.fra.go.jp/pdf/ISC14/Annex%2011-%20NPALB%20Stock%20Assessment%20Report_revsied%2029Aug14.pdf
1,Tombo,tunas,pelagic,Scombridae,Thunnus alalunga,2012,2.22,ISC; http://isc.fra.go.jp/pdf/ISC14/Annex%2011-%20NPALB%20Stock%20Assessment%20Report_revsied%2029Aug14.pdf
2,Tombo,tunas,pelagic,Scombridae,Thunnus alalunga,2012,2.22,ISC; http://isc.fra.go.jp/pdf/ISC14/Annex%2011-%20NPALB%20Stock%20Assessment%20Report_revsied%2029Aug14.pdf
3,Tombo,tunas,pelagic,Scombridae,Thunnus alalunga,2012,2.22,ISC; http://isc.fra.go.jp/pdf/ISC14/Annex%2011-%20NPALB%20Stock%20Assessment%20Report_revsied%2029Aug14.pdf
4,Tombo,tunas,pelagic,Scombridae,Thunnus alalunga,2012,2.22,ISC; http://isc.fra.go.jp/pdf/ISC14/Annex%2011-%20NPALB%20Stock%20Assessment%20Report_revsied%2029Aug14.pdf
1,Tombo,tunas,pelagic,Scombridae,Thunnus alalunga,2013,2.19,10 year mean
2,Tombo,tunas,pelagic,Scombridae,Thunnus alalunga,2013,2.19,10 year mean
3,Tombo,tunas,pelagic,Scombridae,Thunnus alalunga,2013,2.19,10 year mean
4,Tombo,tunas,pelagic,Scombridae,Thunnus alalunga,2013,2.19,10 year mean
1,Tombo,tunas,pelagic,Scombridae,Thunnus alalunga,2014,2.19,10 year mean
2,Tombo,tunas,pelagic,Scombridae,Thunnus alalunga,2014,2.19,10 year mean
3,Tombo,tunas,pelagic,Scombridae,Thunnus alalunga,2014,2.19,10 year mean
4,Tombo,tunas,pelagic,Scombridae,Thunnus alalunga,2014,2.19,10 year mean
1,Tombo,tunas,pelagic,Scombridae,Thunnus alalunga,2015,2.19,10 year mean
2,Tombo,tunas,pelagic,Scombridae,Thunnus alalunga,2015,2.19,10 year mean
3,Tombo,tunas,pelagic,Scombridae,Thunnus alalunga,2015,2.19,10 year mean
4,Tombo,tunas,pelagic,Scombridae,Thunnus alalunga,2015,2.19,10 year mean
1,Tombo,tunas,pelagic,Scombridae,Thunnus alalunga,2016,2.19,10 year mean
2,Tombo,tunas,pelagic,Scombridae,Thunnus alalunga,2016,2.19,10 year mean
3,Tombo,tunas,pelagic,Scombridae,Thunnus alalunga,2016,2.19,10 year mean
4,Tombo,tunas,pelagic,Scombridae,Thunnus alalunga,2016,2.19,10 year mean
1,Uhu parrot-misc.,reef,Reef,Scaridae,Chlorurus perspicullatus,2012,1.8,
1,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus dubius,2012,1.5,
1,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus psittacus ,2012,1.37,
1,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus rubroviolaceus,2012,0.87,
2,Uhu parrot-misc.,reef,Reef,Scaridae,Chlorurus perspicullatus,2012,1.8,
2,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus dubius,2012,1.5,
2,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus psittacus ,2012,1.37,
2,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus rubroviolaceus,2012,0.87,
3,Uhu parrot-misc.,reef,Reef,Scaridae,Chlorurus perspicullatus,2012,1.8,
3,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus dubius,2012,1.5,
3,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus psittacus ,2012,1.37,
3,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus rubroviolaceus,2012,0.87,
4,Uhu parrot-misc.,reef,Reef,Scaridae,Chlorurus perspicullatus,2012,1.8,
4,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus dubius,2012,1.5,
4,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus psittacus ,2012,1.37,
4,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus rubroviolaceus,2012,0.87,
1,Uhu parrot-misc.,reef,Reef,Scaridae,Chlorurus perspicullatus,2013,1.8,
1,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus dubius,2013,1.5,
1,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus psittacus ,2013,1.37,
1,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus rubroviolaceus,2013,0.87,
2,Uhu parrot-misc.,reef,Reef,Scaridae,Chlorurus perspicullatus,2013,1.8,
2,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus dubius,2013,1.5,
2,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus psittacus ,2013,1.37,
2,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus rubroviolaceus,2013,0.87,
3,Uhu parrot-misc.,reef,Reef,Scaridae,Chlorurus perspicullatus,2013,1.8,
3,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus dubius,2013,1.5,
3,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus psittacus ,2013,1.37,
3,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus rubroviolaceus,2013,0.87,
4,Uhu parrot-misc.,reef,Reef,Scaridae,Chlorurus perspicullatus,2013,1.8,
4,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus dubius,2013,1.5,
4,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus psittacus ,2013,1.37,
4,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus rubroviolaceus,2013,0.87,
1,Uhu parrot-misc.,reef,Reef,Scaridae,Chlorurus perspicullatus,2014,1.8,
1,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus dubius,2014,1.5,
1,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus psittacus ,2014,1.37,
1,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus rubroviolaceus,2014,0.87,
2,Uhu parrot-misc.,reef,Reef,Scaridae,Chlorurus perspicullatus,2014,1.8,
2,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus dubius,2014,1.5,
2,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus psittacus ,2014,1.37,
2,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus rubroviolaceus,2014,0.87,
3,Uhu parrot-misc.,reef,Reef,Scaridae,Chlorurus perspicullatus,2014,1.8,
3,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus dubius,2014,1.5,
3,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus psittacus ,2014,1.37,
3,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus rubroviolaceus,2014,0.87,
4,Uhu parrot-misc.,reef,Reef,Scaridae,Chlorurus perspicullatus,2014,1.8,
4,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus dubius,2014,1.5,
4,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus psittacus ,2014,1.37,
4,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus rubroviolaceus,2014,0.87,
1,Uhu parrot-misc.,reef,Reef,Scaridae,Chlorurus perspicullatus,2015,1.8,
1,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus dubius,2015,1.5,
1,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus psittacus ,2015,1.37,
