rgn_id,species,category,type,Family,stock,year,value,ref
3,Bigeye tuna,tunas,pelagic,Scombridae,Thunnus obesus,2015,0.82,regression gap fill
4,Bigeye tuna,tunas,pelagic,Scombridae,Thunnus obesus,2015,0.82,regression gap fill
1,Bigeye tuna,tunas,pelagic,Scombridae,Thunnus obesus,2016,0.7508,regression gap fill
2,Bigeye tuna,tunas,pelagic,Scombridae,Thunnus obesus,2016,0.7508,regression gap fill
3,Bigeye tuna,tunas,pelagic,Scombridae,Thunnus obesus,2016,0.7508,regression gap fill
4,Bigeye tuna,tunas,pelagic,Scombridae,Thunnus obesus,2016,0.7508,regression gap fill
1,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,2010,1.13,ICS; http://isc.fra.go.jp/pdf/ISC16/ISC16_Annex_10_Stock%20Assessment%20Update%20for%20Blue%20Marlin%20in%20the%20Pacific%20Ocean%20through%202014%20(ISC%202016).pdf
2,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,2010,1.13,ICS; http://isc.fra.go.jp/pdf/ISC16/ISC16_Annex_10_Stock%20Assessment%20Update%20for%20Blue%20Marlin%20in%20the%20Pacific%20Ocean%20through%202014%20(ISC%202016).pdf
3,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,2010,1.13,ICS; http://isc.fra.go.jp/pdf/ISC16/ISC16_Annex_10_Stock%20Assessment%20Update%20for%20Blue%20Marlin%20in%20the%20Pacific%20Ocean%20through%202014%20(ISC%202016).pdf
4,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,2010,1.13,ICS; http://isc.fra.go.jp/pdf/ISC16/ISC16_Annex_10_Stock%20Assessment%20Update%20for%20Blue%20Marlin%20in%20the%20Pacific%20Ocean%20through%202014%20(ISC%202016).pdf
1,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,2011,1.17,ICS; http://isc.fra.go.jp/pdf/ISC16/ISC16_Annex_10_Stock%20Assessment%20Update%20for%20Blue%20Marlin%20in%20the%20Pacific%20Ocean%20through%202014%20(ISC%202016).pdf
2,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,2011,1.17,ICS; http://isc.fra.go.jp/pdf/ISC16/ISC16_Annex_10_Stock%20Assessment%20Update%20for%20Blue%20Marlin%20in%20the%20Pacific%20Ocean%20through%202014%20(ISC%202016).pdf
3,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,2011,1.17,ICS; http://isc.fra.go.jp/pdf/ISC16/ISC16_Annex_10_Stock%20Assessment%20Update%20for%20Blue%20Marlin%20in%20the%20Pacific%20Ocean%20through%202014%20(ISC%202016).pdf
4,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,2011,1.17,ICS; http://isc.fra.go.jp/pdf/ISC16/ISC16_Annex_10_Stock%20Assessment%20Update%20for%20Blue%20Marlin%20in%20the%20Pacific%20Ocean%20through%202014%20(ISC%202016).pdf
1,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,2012,1.18,ICS; http://isc.fra.go.jp/pdf/ISC16/ISC16_Annex_10_Stock%20Assessment%20Update%20for%20Blue%20Marlin%20in%20the%20Pacific%20Ocean%20through%202014%20(ISC%202016).pdf
2,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,2012,1.18,ICS; http://isc.fra.go.jp/pdf/ISC16/ISC16_Annex_10_Stock%20Assessment%20Update%20for%20Blue%20Marlin%20in%20the%20Pacific%20Ocean%20through%202014%20(ISC%202016).pdf
3,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,2012,1.18,ICS; http://isc.fra.go.jp/pdf/ISC16/ISC16_Annex_10_Stock%20Assessment%20Update%20for%20Blue%20Marlin%20in%20the%20Pacific%20Ocean%20through%202014%20(ISC%202016).pdf
4,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,2012,1.18,ICS; http://isc.fra.go.jp/pdf/ISC16/ISC16_Annex_10_Stock%20Assessment%20Update%20for%20Blue%20Marlin%20in%20the%20Pacific%20Ocean%20through%202014%20(ISC%202016).pdf
1,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,2013,1.25,ICS; http://isc.fra.go.jp/pdf/ISC16/ISC16_Annex_10_Stock%20Assessment%20Update%20for%20Blue%20Marlin%20in%20the%20Pacific%20Ocean%20through%202014%20(ISC%202016).pdf
2,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,2013,1.25,ICS; http://isc.fra.go.jp/pdf/ISC16/ISC16_Annex_10_Stock%20Assessment%20Update%20for%20Blue%20Marlin%20in%20the%20Pacific%20Ocean%20through%202014%20(ISC%202016).pdf
3,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,2013,1.25,ICS; http://isc.fra.go.jp/pdf/ISC16/ISC16_Annex_10_Stock%20Assessment%20Update%20for%20Blue%20Marlin%20in%20the%20Pacific%20Ocean%20through%202014%20(ISC%202016).pdf
4,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,2013,1.25,ICS; http://isc.fra.go.jp/pdf/ISC16/ISC16_Annex_10_Stock%20Assessment%20Update%20for%20Blue%20Marlin%20in%20the%20Pacific%20Ocean%20through%202014%20(ISC%202016).pdf
1,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,2014,1.25,ICS; http://isc.fra.go.jp/pdf/ISC16/ISC16_Annex_10_Stock%20Assessment%20Update%20for%20Blue%20Marlin%20in%20the%20Pacific%20Ocean%20through%202014%20(ISC%202016).pdf
2,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,2014,1.25,ICS; http://isc.fra.go.jp/pdf/ISC16/ISC16_Annex_10_Stock%20Assessment%20Update%20for%20Blue%20Marlin%20in%20the%20Pacific%20Ocean%20through%202014%20(ISC%202016).pdf
3,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,2014,1.25,ICS; http://isc.fra.go.jp/pdf/ISC16/ISC16_Annex_10_Stock%20Assessment%20Update%20for%20Blue%20Marlin%20in%20the%20Pacific%20Ocean%20through%202014%20(ISC%202016).pdf
4,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,2014,1.25,ICS; http://isc.fra.go.jp/pdf/ISC16/ISC16_Annex_10_Stock%20Assessment%20Update%20for%20Blue%20Marlin%20in%20the%20Pacific%20Ocean%20through%202014%20(ISC%202016).pdf
1,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,2015,1.263,regression gap fill
2,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,2015,1.263,regression gap fill
3,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,2015,1.263,regression gap fill
4,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,2015,1.263,regression gap fill
1,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,2016,1.283,regression gap fill
2,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,2016,1.283,regression gap fill
3,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,2016,1.283,regression gap fill
4,Blue marlin,pel_other,pelagic,Istiophoridae,Makaira nigricans,2016,1.283,regression gap fill
1,Ehu,bottom,bottom,,deep7,2010,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
2,Ehu,bottom,bottom,,deep7,2010,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Ehu,bottom,bottom,,deep7,2010,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Ehu,bottom,bottom,,deep7,2010,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,Ehu,bottom,bottom,,deep7,2011,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
2,Ehu,bottom,bottom,,deep7,2011,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Ehu,bottom,bottom,,deep7,2011,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Ehu,bottom,bottom,,deep7,2011,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,Ehu,bottom,bottom,,deep7,2012,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
2,Ehu,bottom,bottom,,deep7,2012,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Ehu,bottom,bottom,,deep7,2012,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Ehu,bottom,bottom,,deep7,2012,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,Ehu,bottom,bottom,,deep7,2013,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
2,Ehu,bottom,bottom,,deep7,2013,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Ehu,bottom,bottom,,deep7,2013,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Ehu,bottom,bottom,,deep7,2013,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,Ehu,bottom,bottom,,deep7,2014,0.83,ten year average
2,Ehu,bottom,bottom,,deep7,2014,0.83,ten year average
3,Ehu,bottom,bottom,,deep7,2014,0.83,ten year average
4,Ehu,bottom,bottom,,deep7,2014,0.83,ten year average
1,Ehu,bottom,bottom,,deep7,2015,0.83,ten year average
2,Ehu,bottom,bottom,,deep7,2015,0.83,ten year average
3,Ehu,bottom,bottom,,deep7,2015,0.83,ten year average
4,Ehu,bottom,bottom,,deep7,2015,0.83,ten year average
1,Ehu,bottom,bottom,,deep7,2016,0.83,ten year average
2,Ehu,bottom,bottom,,deep7,2016,0.83,ten year average
3,Ehu,bottom,bottom,,deep7,2016,0.83,ten year average
4,Ehu,bottom,bottom,,deep7,2016,0.83,ten year average
1,Gindai,bottom,bottom,,deep7,2010,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
2,Gindai,bottom,bottom,,deep7,2010,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Gindai,bottom,bottom,,deep7,2010,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Gindai,bottom,bottom,,deep7,2010,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,Gindai,bottom,bottom,,deep7,2011,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
2,Gindai,bottom,bottom,,deep7,2011,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Gindai,bottom,bottom,,deep7,2011,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Gindai,bottom,bottom,,deep7,2011,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,Gindai,bottom,bottom,,deep7,2012,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
2,Gindai,bottom,bottom,,deep7,2012,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Gindai,bottom,bottom,,deep7,2012,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Gindai,bottom,bottom,,deep7,2012,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,Gindai,bottom,bottom,,deep7,2013,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
2,Gindai,bottom,bottom,,deep7,2013,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Gindai,bottom,bottom,,deep7,2013,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Gindai,bottom,bottom,,deep7,2013,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,Gindai,bottom,bottom,,deep7,2014,0.83,ten year average
2,Gindai,bottom,bottom,,deep7,2014,0.83,ten year average
3,Gindai,bottom,bottom,,deep7,2014,0.83,ten year average
4,Gindai,bottom,bottom,,deep7,2014,0.83,ten year average
1,Gindai,bottom,bottom,,deep7,2015,0.83,ten year average
2,Gindai,bottom,bottom,,deep7,2015,0.83,ten year average
3,Gindai,bottom,bottom,,deep7,2015,0.83,ten year average
4,Gindai,bottom,bottom,,deep7,2015,0.83,ten year average
1,Gindai,bottom,bottom,,deep7,2016,0.83,ten year average
2,Gindai,bottom,bottom,,deep7,2016,0.83,ten year average
3,Gindai,bottom,bottom,,deep7,2016,0.83,ten year average
4,Gindai,bottom,bottom,,deep7,2016,0.83,ten year average
1,Hapuupuu,bottom,bottom,,deep7,2010,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
2,Hapuupuu,bottom,bottom,,deep7,2010,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Hapuupuu,bottom,bottom,,deep7,2010,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Hapuupuu,bottom,bottom,,deep7,2010,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,Hapuupuu,bottom,bottom,,deep7,2011,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
2,Hapuupuu,bottom,bottom,,deep7,2011,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Hapuupuu,bottom,bottom,,deep7,2011,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Hapuupuu,bottom,bottom,,deep7,2011,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,Hapuupuu,bottom,bottom,,deep7,2012,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
2,Hapuupuu,bottom,bottom,,deep7,2012,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Hapuupuu,bottom,bottom,,deep7,2012,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Hapuupuu,bottom,bottom,,deep7,2012,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,Hapuupuu,bottom,bottom,,deep7,2013,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
2,Hapuupuu,bottom,bottom,,deep7,2013,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Hapuupuu,bottom,bottom,,deep7,2013,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Hapuupuu,bottom,bottom,,deep7,2013,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,Hapuupuu,bottom,bottom,,deep7,2014,0.83,ten year average
2,Hapuupuu,bottom,bottom,,deep7,2014,0.83,ten year average
3,Hapuupuu,bottom,bottom,,deep7,2014,0.83,ten year average
4,Hapuupuu,bottom,bottom,,deep7,2014,0.83,ten year average
1,Hapuupuu,bottom,bottom,,deep7,2015,0.83,ten year average
2,Hapuupuu,bottom,bottom,,deep7,2015,0.83,ten year average
3,Hapuupuu,bottom,bottom,,deep7,2015,0.83,ten year average
4,Hapuupuu,bottom,bottom,,deep7,2015,0.83,ten year average
1,Hapuupuu,bottom,bottom,,deep7,2016,0.83,ten year average
2,Hapuupuu,bottom,bottom,,deep7,2016,0.83,ten year average
3,Hapuupuu,bottom,bottom,,deep7,2016,0.83,ten year average
4,Hapuupuu,bottom,bottom,,deep7,2016,0.83,ten year average
1,Kala,reef,Reef,Acanthuridae,Naso brevirostris,2012,0.47,
1,Kala,reef,Reef,Acanthuridae,Naso unicornis,2012,0.1,
2,Kala,reef,Reef,Acanthuridae,Naso brevirostris,2012,0.47,
2,Kala,reef,Reef,Acanthuridae,Naso unicornis,2012,0.1,
3,Kala,reef,Reef,Acanthuridae,Naso brevirostris,2012,0.47,
3,Kala,reef,Reef,Acanthuridae,Naso unicornis,2012,0.1,
4,Kala,reef,Reef,Acanthuridae,Naso brevirostris,2012,0.47,
4,Kala,reef,Reef,Acanthuridae,Naso unicornis,2012,0.1,
1,Kala,reef,Reef,Acanthuridae,Naso brevirostris,2013,0.47,
1,Kala,reef,Reef,Acanthuridae,Naso unicornis,2013,0.1,
2,Kala,reef,Reef,Acanthuridae,Naso brevirostris,2013,0.47,
2,Kala,reef,Reef,Acanthuridae,Naso unicornis,2013,0.1,
3,Kala,reef,Reef,Acanthuridae,Naso brevirostris,2013,0.47,
3,Kala,reef,Reef,Acanthuridae,Naso unicornis,2013,0.1,
4,Kala,reef,Reef,Acanthuridae,Naso brevirostris,2013,0.47,
4,Kala,reef,Reef,Acanthuridae,Naso unicornis,2013,0.1,
1,Kala,reef,Reef,Acanthuridae,Naso brevirostris,2014,0.47,
1,Kala,reef,Reef,Acanthuridae,Naso unicornis,2014,0.1,
2,Kala,reef,Reef,Acanthuridae,Naso brevirostris,2014,0.47,
2,Kala,reef,Reef,Acanthuridae,Naso unicornis,2014,0.1,
3,Kala,reef,Reef,Acanthuridae,Naso brevirostris,2014,0.47,
3,Kala,reef,Reef,Acanthuridae,Naso unicornis,2014,0.1,
4,Kala,reef,Reef,Acanthuridae,Naso brevirostris,2014,0.47,
4,Kala,reef,Reef,Acanthuridae,Naso unicornis,2014,0.1,
1,Kala,reef,Reef,Acanthuridae,Naso brevirostris,2015,0.47,
1,Kala,reef,Reef,Acanthuridae,Naso unicornis,2015,0.1,
2,Kala,reef,Reef,Acanthuridae,Naso brevirostris,2015,0.47,
2,Kala,reef,Reef,Acanthuridae,Naso unicornis,2015,0.1,
3,Kala,reef,Reef,Acanthuridae,Naso brevirostris,2015,0.47,
3,Kala,reef,Reef,Acanthuridae,Naso unicornis,2015,0.1,
4,Kala,reef,Reef,Acanthuridae,Naso brevirostris,2015,0.47,
4,Kala,reef,Reef,Acanthuridae,Naso unicornis,2015,0.1,
1,Kala,reef,Reef,Acanthuridae,Naso brevirostris,2016,0.47,
1,Kala,reef,Reef,Acanthuridae,Naso unicornis,2016,0.1,
2,Kala,reef,Reef,Acanthuridae,Naso brevirostris,2016,0.47,
2,Kala,reef,Reef,Acanthuridae,Naso unicornis,2016,0.1,
3,Kala,reef,Reef,Acanthuridae,Naso brevirostris,2016,0.47,
3,Kala,reef,Reef,Acanthuridae,Naso unicornis,2016,0.1,
4,Kala,reef,Reef,Acanthuridae,Naso brevirostris,2016,0.47,
4,Kala,reef,Reef,Acanthuridae,Naso unicornis,2016,0.1,
1,Kalekale,bottom,bottom,,deep7,2010,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
2,Kalekale,bottom,bottom,,deep7,2010,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Kalekale,bottom,bottom,,deep7,2010,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Kalekale,bottom,bottom,,deep7,2010,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
1,Kalekale,bottom,bottom,,deep7,2011,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
2,Kalekale,bottom,bottom,,deep7,2011,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Kalekale,bottom,bottom,,deep7,2011,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Kalekale,bottom,bottom,,deep7,2011,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
