rgn_id,species,catch,year
1,Swordfish,2379133,2012
1,Swordfish,2757027,2011
1,Swordfish,3147772,2010
1,Tombo,500924,2014
1,Tombo,823808,2013
1,Tombo,1985953,2012
1,Tombo,1669566,2011
1,Tombo,915137,2010
1,Unclassified,3025,2014
1,Unclassified,779,2013
1,Unclassified,2561,2012
1,Unclassified,1714,2011
1,Unclassified,16603,2010
1,Unclassified,1980,2013
1,Unclassified,1002,2012
1,Unclassified,1541,2011
1,Unclassified,421,2010
1,Walu,518367,2014
1,Walu,623987,2013
1,Walu,637179,2012
1,Walu,667637,2011
1,Walu,575260,2010
1,Yellowfin tuna,3533959,2014
1,Yellowfin tuna,3765030,2013
1,Yellowfin tuna,4190340,2012
1,Yellowfin tuna,3929867,2011
1,Yellowfin tuna,2774639,2010
1,Opelu,297458,2010
1,Akule,555652,2010
1,Opelu,284346,2011
1,Akule,280252,2011
1,Opelu,247123,2012
1,Akule,270004,2012
1,Opelu,244520,2013
1,Akule,245257,2013
1,Opelu,243557,2014
1,Akule,255489,2014
2,Aku,576250,2014
2,Aku,1190750,2013
2,Aku,901655,2012
2,Aku,1101922,2011
2,Aku,412473,2010
2,Bigeye tuna,15764381,2014
2,Bigeye tuna,15788071,2013
2,Bigeye tuna,14318575,2012
2,Bigeye tuna,13280975,2011
2,Bigeye tuna,13114533,2010
2,Black marlin,24783,2014
2,Black marlin,12317,2013
2,Black marlin,9098,2012
2,Black marlin,10030,2011
2,Black marlin,5010,2010
2,Blue marlin,1265348,2014
2,Blue marlin,1254163,2013
2,Blue marlin,994685,2012
2,Blue marlin,1332934,2011
2,Blue marlin,1000036,2010
2,Bluefin,1016,2014
2,Bluefin,1447,2013
2,Bluefin,1226,2012
2,Bluefin,430,2011
2,Kaku,18076,2014
2,Kaku,24469,2013
2,Kaku,20389,2012
2,Kaku,58145,2011
2,Kaku,27139,2010
2,Kawakawa,26297,2014
2,Kawakawa,9794,2013
2,Kawakawa,6912,2012
2,Kawakawa,6111,2011
2,Kawakawa,9070,2010
2,Keokeo,38,2013
2,Keokeo,95,2013
2,Keokeo,100,2012
2,Keokeo,39,2011
2,Keokeo,69,2010
2,Mahimahi,1824432,2014
2,Mahimahi,1642333,2013
2,Mahimahi,2080741,2012
2,Mahimahi,1667830,2011
2,Mahimahi,1669479,2010
2,Monchong,1213344,2014
2,Monchong,1184550,2013
2,Monchong,776833,2012
2,Monchong,458516,2011
2,Monchong,594830,2010
2,Ono,1159299,2014
2,Ono,901198,2013
2,Ono,826935,2012
2,Ono,694146,2011
2,Ono,740854,2010
2,Opah,1974222,2014
2,Opah,2124938,2013
2,Opah,1660230,2012
2,Opah,162110,2011
2,Opah,1808992,2010
2,Sailfish,34877,2014
2,Sailfish,30908,2013
2,Sailfish,22432,2012
2,Sailfish,37563,2011
2,Sailfish,33095,2010
2,Shortbill spearfish,502129,2014
2,Shortbill spearfish,505719,2013
2,Shortbill spearfish,404732,2012
2,Shortbill spearfish,558265,2011
2,Shortbill spearfish,283405,2010
2,Striped marln,1066826,2014
2,Striped marln,967596,2013
2,Striped marln,686835,2012
2,Striped marln,904976,2011
2,Striped marln,344370,2010
2,Swordfish,2463947,2014
2,Swordfish,1764350,2013
2,Swordfish,2379133,2012
2,Swordfish,2757027,2011
2,Swordfish,3147772,2010
2,Tombo,500924,2014
2,Tombo,823808,2013
2,Tombo,1985953,2012
2,Tombo,1669566,2011
2,Tombo,915137,2010
2,Unclassified,3025,2014
2,Unclassified,779,2013
2,Unclassified,2561,2012
2,Unclassified,1714,2011
2,Unclassified,16603,2010
2,Unclassified,1980,2013
2,Unclassified,1002,2012
2,Unclassified,1541,2011
2,Unclassified,421,2010
2,Walu,518367,2014
2,Walu,623987,2013
2,Walu,637179,2012
2,Walu,667637,2011
2,Walu,575260,2010
2,Yellowfin tuna,3533959,2014
2,Yellowfin tuna,3765030,2013
2,Yellowfin tuna,4190340,2012
2,Yellowfin tuna,3929867,2011
2,Yellowfin tuna,2774639,2010
2,Opelu,297458,2010
2,Akule,555652,2010
2,Opelu,284346,2011
2,Akule,280252,2011
2,Opelu,247123,2012
2,Akule,270004,2012
2,Opelu,244520,2013
2,Akule,245257,2013
2,Opelu,243557,2014
2,Akule,255489,2014
3,Aku,576250,2014
3,Aku,1190750,2013
3,Aku,901655,2012
3,Aku,1101922,2011
3,Aku,412473,2010
3,Bigeye tuna,15764381,2014
3,Bigeye tuna,15788071,2013
3,Bigeye tuna,14318575,2012
3,Bigeye tuna,13280975,2011
3,Bigeye tuna,13114533,2010
3,Black marlin,24783,2014
3,Black marlin,12317,2013
3,Black marlin,9098,2012
3,Black marlin,10030,2011
3,Black marlin,5010,2010
3,Blue marlin,1265348,2014
3,Blue marlin,1254163,2013
3,Blue marlin,994685,2012
3,Blue marlin,1332934,2011
3,Blue marlin,1000036,2010
3,Bluefin,1016,2014
3,Bluefin,1447,2013
3,Bluefin,1226,2012
3,Bluefin,430,2011
3,Kaku,18076,2014
3,Kaku,24469,2013
3,Kaku,20389,2012
3,Kaku,58145,2011
3,Kaku,27139,2010
3,Kawakawa,26297,2014
3,Kawakawa,9794,2013
3,Kawakawa,6912,2012
3,Kawakawa,6111,2011
3,Kawakawa,9070,2010
3,Keokeo,38,2013
3,Keokeo,95,2013
3,Keokeo,100,2012
3,Keokeo,39,2011
3,Keokeo,69,2010
3,Mahimahi,1824432,2014
3,Mahimahi,1642333,2013
3,Mahimahi,2080741,2012
3,Mahimahi,1667830,2011
3,Mahimahi,1669479,2010
3,Monchong,1213344,2014
3,Monchong,1184550,2013
3,Monchong,776833,2012
3,Monchong,458516,2011
3,Monchong,594830,2010
3,Ono,1159299,2014
3,Ono,901198,2013
3,Ono,826935,2012
3,Ono,694146,2011
3,Ono,740854,2010
3,Opah,1974222,2014
3,Opah,2124938,2013
3,Opah,1660230,2012
3,Opah,162110,2011
3,Opah,1808992,2010
3,Sailfish,34877,2014
3,Sailfish,30908,2013
3,Sailfish,22432,2012
3,Sailfish,37563,2011
3,Sailfish,33095,2010
3,Shortbill spearfish,502129,2014
3,Shortbill spearfish,505719,2013
3,Shortbill spearfish,404732,2012
3,Shortbill spearfish,558265,2011
3,Shortbill spearfish,283405,2010
3,Striped marln,1066826,2014
3,Striped marln,967596,2013
3,Striped marln,686835,2012
3,Striped marln,904976,2011
3,Striped marln,344370,2010
3,Swordfish,2463947,2014
3,Swordfish,1764350,2013
3,Swordfish,2379133,2012
3,Swordfish,2757027,2011
3,Swordfish,3147772,2010
3,Tombo,500924,2014
3,Tombo,823808,2013
3,Tombo,1985953,2012
3,Tombo,1669566,2011
3,Tombo,915137,2010
3,Unclassified,3025,2014
3,Unclassified,779,2013
3,Unclassified,2561,2012
3,Unclassified,1714,2011
3,Unclassified,16603,2010
3,Unclassified,1980,2013
3,Unclassified,1002,2012
3,Unclassified,1541,2011
3,Unclassified,421,2010
3,Walu,518367,2014
3,Walu,623987,2013
3,Walu,637179,2012
3,Walu,667637,2011
3,Walu,575260,2010
3,Yellowfin tuna,3533959,2014
3,Yellowfin tuna,3765030,2013
3,Yellowfin tuna,4190340,2012
3,Yellowfin tuna,3929867,2011
3,Yellowfin tuna,2774639,2010
3,Opelu,297458,2010
3,Akule,555652,2010
3,Opelu,284346,2011
3,Akule,280252,2011
3,Opelu,247123,2012
3,Akule,270004,2012
3,Opelu,244520,2013
3,Akule,245257,2013
3,Opelu,243557,2014
3,Akule,255489,2014
4,Aku,576250,2014
4,Aku,1190750,2013
4,Aku,901655,2012
4,Aku,1101922,2011
4,Aku,412473,2010
4,Bigeye tuna,15764381,2014
4,Bigeye tuna,15788071,2013
4,Bigeye tuna,14318575,2012
4,Bigeye tuna,13280975,2011
4,Bigeye tuna,13114533,2010
4,Black marlin,24783,2014
4,Black marlin,12317,2013
4,Black marlin,9098,2012
4,Black marlin,10030,2011
4,Black marlin,5010,2010
4,Blue marlin,1265348,2014
4,Blue marlin,1254163,2013
4,Blue marlin,994685,2012
4,Blue marlin,1332934,2011
4,Blue marlin,1000036,2010
4,Bluefin,1016,2014
4,Bluefin,1447,2013
4,Bluefin,1226,2012
4,Bluefin,430,2011
4,Kaku,18076,2014
4,Kaku,24469,2013
4,Kaku,20389,2012
4,Kaku,58145,2011
4,Kaku,27139,2010
4,Kawakawa,26297,2014
4,Kawakawa,9794,2013
4,Kawakawa,6912,2012
4,Kawakawa,6111,2011
4,Kawakawa,9070,2010
4,Keokeo,38,2013
4,Keokeo,95,2013
4,Keokeo,100,2012
4,Keokeo,39,2011
4,Keokeo,69,2010
4,Mahimahi,1824432,2014
4,Mahimahi,1642333,2013
4,Mahimahi,2080741,2012
4,Mahimahi,1667830,2011
4,Mahimahi,1669479,2010
4,Monchong,1213344,2014
4,Monchong,1184550,2013
4,Monchong,776833,2012
4,Monchong,458516,2011
4,Monchong,594830,2010
4,Ono,1159299,2014
4,Ono,901198,2013
4,Ono,826935,2012
4,Ono,694146,2011
4,Ono,740854,2010
4,Opah,1974222,2014
4,Opah,2124938,2013
4,Opah,1660230,2012
4,Opah,162110,2011
4,Opah,1808992,2010
4,Sailfish,34877,2014
4,Sailfish,30908,2013
4,Sailfish,22432,2012
4,Sailfish,37563,2011
4,Sailfish,33095,2010
4,Shortbill spearfish,502129,2014
4,Shortbill spearfish,505719,2013
4,Shortbill spearfish,404732,2012
4,Shortbill spearfish,558265,2011
4,Shortbill spearfish,283405,2010
4,Striped marln,1066826,2014
4,Striped marln,967596,2013
4,Striped marln,686835,2012
4,Striped marln,904976,2011
4,Striped marln,344370,2010
4,Swordfish,2463947,2014
4,Swordfish,1764350,2013
4,Swordfish,2379133,2012
4,Swordfish,2757027,2011
4,Swordfish,3147772,2010
4,Tombo,500924,2014
4,Tombo,823808,2013
4,Tombo,1985953,2012
4,Tombo,1669566,2011
4,Tombo,915137,2010
4,Unclassified,3025,2014
4,Unclassified,779,2013
4,Unclassified,2561,2012
4,Unclassified,1714,2011
4,Unclassified,16603,2010
4,Unclassified,1980,2013
4,Unclassified,1002,2012
4,Unclassified,1541,2011
4,Unclassified,421,2010
4,Walu,518367,2014
4,Walu,623987,2013
4,Walu,637179,2012
4,Walu,667637,2011
4,Walu,575260,2010
4,Yellowfin tuna,3533959,2014
4,Yellowfin tuna,3765030,2013
4,Yellowfin tuna,4190340,2012
4,Yellowfin tuna,3929867,2011
4,Yellowfin tuna,2774639,2010
4,Opelu,297458,2010
4,Akule,555652,2010
4,Opelu,284346,2011
4,Akule,280252,2011
4,Opelu,247123,2012
4,Akule,270004,2012
4,Opelu,244520,2013
4,Akule,245257,2013
4,Opelu,243557,2014
4,Akule,255489,2014
