year,rgn_id,stock_key,licenses,catch
2013,1,Aholehole_CHCR,17,721
2014,1,Aholehole_CHCR,14,807
2015,1,Aholehole_CHCR,16,613
2016,1,Aholehole_CHCR,13,690
2012,1,Akule_CHCR,58,18902
2013,1,Akule_CHCR,59,14982
2014,1,Akule_CHCR,61,13005
2015,1,Akule_CHCR,59,17708
2016,1,Akule_CHCR,57,20069
2012,1,Alaihe_CHCR,18,218
2013,1,Alaihe_CHCR,26,375
2014,1,Alaihe_CHCR,22,231
2015,1,Alaihe_CHCR,19,133
2016,1,Alaihe_CHCR,14,88
2012,1,Alaihe mama_CHCR,8,67
2013,1,Alaihe mama_CHCR,7,45
2014,1,Alaihe mama_CHCR,5,9
2015,1,Alaihe mama_CHCR,5,47
2016,1,Alaihe mama_CHCR,4,10
2014,1,Amaama_CHCR,4,29
2012,1,Api_CHCR,5,35
2013,1,Api_CHCR,3,21
2014,1,Api_CHCR,4,59
2015,1,Api_CHCR,4,41
2012,1,Aweoweo_CHCR,56,1651
2013,1,Aweoweo_CHCR,56,2654
2014,1,Aweoweo_CHCR,57,3086
2015,1,Aweoweo_CHCR,45,3939
2016,1,Aweoweo_CHCR,39,2568
2012,1,Hahalalu_CHCR,6,278
2014,1,Hahalalu_CHCR,3,55
2015,1,Hahalalu_CHCR,12,244
2016,1,Hahalalu_CHCR,10,534
2012,1,Humuhumu_CHCR,10,152
2013,1,Humuhumu_CHCR,6,25
2014,1,Humuhumu_CHCR,4,12
2016,1,Humuhumu_CHCR,4,30
2012,1,Kaku_CHCR,19,303
2013,1,Kaku_CHCR,25,399
2014,1,Kaku_CHCR,28,470
2015,1,Kaku_CHCR,36,325
2016,1,Kaku_CHCR,20,238
2012,1,Kala_CHCR,16,348
2013,1,Kala_CHCR,12,432
2014,1,Kala_CHCR,8,68
2015,1,Kala_CHCR,11,191
2016,1,Kala_CHCR,7,394
2012,1,Kawelea_CHCR,36,867
2013,1,Kawelea_CHCR,45,908
2014,1,Kawelea_CHCR,34,919
2015,1,Kawelea_CHCR,30,1735
2016,1,Kawelea_CHCR,32,830
2012,1,Kole_CHCR,23,1619
2013,1,Kole_CHCR,16,1393
2014,1,Kole_CHCR,16,1882
2015,1,Kole_CHCR,12,347
2016,1,Kole_CHCR,12,658
2012,1,Kumu_CHCR,33,1859
2013,1,Kumu_CHCR,25,1553
2014,1,Kumu_CHCR,24,369
2015,1,Kumu_CHCR,13,480
2016,1,Kumu_CHCR,14,708
2012,1,Laenihi_CHCR,36,873
2013,1,Laenihi_CHCR,37,791
2014,1,Laenihi_CHCR,22,1041
2015,1,Laenihi_CHCR,25,643
2016,1,Laenihi_CHCR,26,832
2012,1,Maiko_CHCR,12,234
2013,1,Maiko_CHCR,6,63
2014,1,Maiko_CHCR,7,194
2015,1,Maiko_CHCR,6,99
2016,1,Maiko_CHCR,4,43
2012,1,Malu_CHCR,7,28
2013,1,Malu_CHCR,6,8
2012,1,Manini_CHCR,23,1882
2013,1,Manini_CHCR,12,2655
2014,1,Manini_CHCR,15,1693
2015,1,Manini_CHCR,13,629
2016,1,Manini_CHCR,12,549
2012,1,Menpachi_CHCR,102,23716
2013,1,Menpachi_CHCR,90,23791
2014,1,Menpachi_CHCR,78,16328
2015,1,Menpachi_CHCR,72,14559
2016,1,Menpachi_CHCR,66,15584
2012,1,Moana_CHCR,58,2515
2013,1,Moana_CHCR,67,1850
2014,1,Moana_CHCR,36,1316
2015,1,Moana_CHCR,31,1244
2016,1,Moana_CHCR,39,2140
2012,1,Moana kale_CHCR,38,1201
2013,1,Moana kale_CHCR,37,786
2014,1,Moana kale_CHCR,31,951
2015,1,Moana kale_CHCR,23,522
2016,1,Moana kale_CHCR,30,948
2014,1,Moi_CHCR,4,34
2015,1,Moi_CHCR,5,173
2012,1,Munu_CHCR,21,301
2013,1,Munu_CHCR,25,144
2014,1,Munu_CHCR,25,147
2015,1,Munu_CHCR,10,42
2016,1,Munu_CHCR,17,91
2012,1,Naenae_CHCR,9,77
2013,1,Naenae_CHCR,5,110
2012,1,Nenue_CHCR,35,845
2013,1,Nenue_CHCR,24,968
2014,1,Nenue_CHCR,28,1097
2015,1,Nenue_CHCR,18,594
2016,1,Nenue_CHCR,18,655
2012,1,Opelu_CHCR,83,153202
2013,1,Opelu_CHCR,77,131477
2014,1,Opelu_CHCR,76,152367
2015,1,Opelu_CHCR,61,156360
2016,1,Opelu_CHCR,57,103566
2012,1,Opelu kala_CHCR,26,2148
2013,1,Opelu kala_CHCR,25,2873
2014,1,Opelu kala_CHCR,22,919
2015,1,Opelu kala_CHCR,18,654
2016,1,Opelu kala_CHCR,15,341
2012,1,Pakuikui (tang)_CHCR,7,308
2013,1,Pakuikui (tang)_CHCR,9,403
2014,1,Pakuikui (tang)_CHCR,6,190
2015,1,Pakuikui (tang)_CHCR,3,112
2016,1,Pakuikui (tang)_CHCR,6,67
2012,1,Palani_CHCR,20,1349
2013,1,Palani_CHCR,16,1545
2014,1,Palani_CHCR,13,684
2015,1,Palani_CHCR,14,650
2016,1,Palani_CHCR,11,152
2012,1,Panuhunuhu_CHCR,3,12
2013,1,Panuhunuhu_CHCR,3,11
2014,1,Panuhunuhu_CHCR,4,69
2015,1,Panunu_CHCR,4,11
2012,1,Poou_CHCR,3,20
2012,1,Pualu_CHCR,9,693
2013,1,Pualu_CHCR,7,563
2014,1,Pualu_CHCR,7,1573
2015,1,Pualu_CHCR,5,601
2016,1,Pualu_CHCR,3,452
2013,1,Puhi eel-misc._CHCR,3,338
2012,1,Shark-misc._CHCR,13,304
2013,1,Shark-misc._CHCR,12,210
2014,1,Shark-misc._CHCR,6,103
2015,1,Shark-misc._CHCR,6,0
2016,1,Shark-misc._CHCR,6,249
2012,1,Uhu parrot-misc._CHCR,38,14003
2013,1,Uhu parrot-misc._CHCR,24,7611
2014,1,Uhu parrot-misc._CHCR,25,2812
2015,1,Uhu parrot-misc._CHCR,16,4119
2016,1,Uhu parrot-misc._CHCR,17,3294
2012,1,Umaumalei_CHCR,11,435
2013,1,Umaumalei_CHCR,6,120
2012,1,Uouoa_CHCR,6,200
2013,1,Uouoa_CHCR,6,286
2014,1,Uouoa_CHCR,6,487
2015,1,Uouoa_CHCR,5,184
2012,1,Weke a'a_CHCR,13,157
2013,1,Weke a'a_CHCR,8,282
2014,1,Weke a'a_CHCR,12,91
2015,1,Weke a'a_CHCR,6,118
2016,1,Weke a'a_CHCR,7,131
2012,1,Weke nono_CHCR,28,822
2013,1,Weke nono_CHCR,35,644
2014,1,Weke nono_CHCR,29,1041
2015,1,Weke nono_CHCR,24,611
2016,1,Weke nono_CHCR,35,848
2013,1,Weke pueo_CHCR,4,31
2012,1,Weke ula_CHCR,36,439
2013,1,Weke ula_CHCR,28,420
2014,1,Weke ula_CHCR,27,784
2015,1,Weke ula_CHCR,21,477
2016,1,Weke ula_CHCR,24,1017
2012,1,Ahaaha_CHCR,8,123
2013,1,Ahaaha_CHCR,10,83
2015,1,Ahaaha_CHCR,10,85
2016,1,Ahaaha_CHCR,4,45
2012,1,Aweoweo (deepsea)_CHCR,9,50
2013,1,Aweoweo (deepsea)_CHCR,6,27
2014,1,Aweoweo (deepsea)_CHCR,14,130
2015,1,Aweoweo (deepsea)_CHCR,3,50
2012,1,Black kole_CHCR,5,194
2013,1,Black kole_CHCR,3,97
2016,1,Black kole_CHCR,4,24
2013,1,Dobe ulua_CHCR,4,157
2014,1,Dobe ulua_CHCR,3,471
2012,1,Ea (wrasse)_CHCR,5,41
2013,1,Ea (wrasse)_CHCR,6,30
2015,1,Ea (wrasse)_CHCR,3,76
2012,1,Golden kali_CHCR,13,92
2013,1,Golden kali_CHCR,19,159
2014,1,Golden kali_CHCR,10,101
2015,1,Golden kali_CHCR,8,40
2016,1,Golden kali_CHCR,7,23
2013,1,Hauliuli_CHCR,3,11
2012,1,Hogo_CHCR,28,282
2013,1,Hogo_CHCR,30,511
2014,1,Hogo_CHCR,27,338
2015,1,Hogo_CHCR,22,237
2016,1,Hogo_CHCR,19,106
2012,1,Kamanu_CHCR,56,2416
2013,1,Kamanu_CHCR,52,1473
2014,1,Kamanu_CHCR,70,2932
2015,1,Kamanu_CHCR,64,1484
2016,1,Kamanu_CHCR,64,2189
2012,1,Kupipi_CHCR,5,24
2014,1,Kupipi_CHCR,4,77
2012,1,Lae_CHCR,4,4
2013,1,Lae_CHCR,3,6
2014,1,Lae_CHCR,3,5
2015,1,Lae_CHCR,4,10
2012,1,Maomao_CHCR,5,11
2012,1,Mu_CHCR,13,1946
2013,1,Mu_CHCR,11,1753
2014,1,Mu_CHCR,14,171
2015,1,Mu_CHCR,11,275
2016,1,Mu_CHCR,14,275
2012,1,Nohu_CHCR,18,421
2013,1,Nohu_CHCR,12,245
2014,1,Nohu_CHCR,11,175
2015,1,Nohu_CHCR,11,523
2016,1,Nohu_CHCR,9,346
2012,1,Nunu_CHCR,3,69
2013,1,Nunu_CHCR,4,72
2016,1,Nunu_CHCR,4,67
2013,1,Oio_CHCR,6,22
2015,1,Oio_CHCR,6,124
2016,1,Oio_CHCR,5,90
2012,1,Olililepa_CHCR,4,91
2015,1,Olililepa_CHCR,3,32
2012,1,Omilu_CHCR,16,1268
2013,1,Omilu_CHCR,16,557
2014,1,Omilu_CHCR,19,420
2015,1,Omilu_CHCR,15,609
2016,1,Omilu_CHCR,16,490
2013,1,Opelu mama_CHCR,3,42
2014,1,Opelu mama_CHCR,5,37
2012,1,Papa ulua_CHCR,8,32
2013,1,Papa ulua_CHCR,10,152
2014,1,Papa ulua_CHCR,7,137
2015,1,Papa ulua_CHCR,8,60
2016,1,Papa ulua_CHCR,8,222
2012,1,Poopaa_CHCR,12,30
2013,1,Poopaa_CHCR,9,21
2014,1,Poopaa_CHCR,11,28
2015,1,Poopaa_CHCR,6,16
2016,1,Poopaa_CHCR,7,20
2013,1,Randall's snapper_CHCR,4,51
2015,1,Randall's snapper_CHCR,3,72
2012,1,Roi_CHCR,4,131
2012,1,Sasa ulua_CHCR,3,58
2013,1,Sasa ulua_CHCR,4,158
2015,1,Sasa ulua_CHCR,3,268
2012,1,Toau_CHCR,49,875
2013,1,Toau_CHCR,43,414
2014,1,Toau_CHCR,34,233
2015,1,Toau_CHCR,35,290
2016,1,Toau_CHCR,39,376
2014,1,Ulua-misc._CHCR,6,105
2015,1,Ulua-misc._CHCR,9,237
2012,1,Wahanui_CHCR,4,21
2013,1,Wahanui_CHCR,4,18
2014,1,Wahanui_CHCR,6,31
2015,1,Wahanui_CHCR,7,43
2012,1,Aku_PMUS,313,88083
2013,1,Aku_PMUS,267,71446
2014,1,Aku_PMUS,278,61938
2015,1,Aku_PMUS,262,42465
2016,1,Aku_PMUS,219,47913
2012,1,Bigeye tuna_PMUS,174,251332
2013,1,Bigeye tuna_PMUS,188,290378
2014,1,Bigeye tuna_PMUS,184,250672
2015,1,Bigeye tuna_PMUS,115,106997
2016,1,Bigeye tuna_PMUS,136,128835
2012,1,Black marlin_PMUS,10,2255
2013,1,Black marlin_PMUS,12,3380
2014,1,Black marlin_PMUS,11,2225
2015,1,Black marlin_PMUS,16,2301
2016,1,Black marlin_PMUS,16,2926
2012,1,Blue marlin_PMUS,220,147167
2013,1,Blue marlin_PMUS,222,129479
2014,1,Blue marlin_PMUS,227,155614
2015,1,Blue marlin_PMUS,252,153758
2016,1,Blue marlin_PMUS,207,105665
2013,1,Blue shark_PMUS,3,0
2012,1,Kawakawa_PMUS,35,697
2013,1,Kawakawa_PMUS,29,943
2014,1,Kawakawa_PMUS,61,2433
2015,1,Kawakawa_PMUS,75,3925
2016,1,Kawakawa_PMUS,69,2885
2012,1,Keokeo_PMUS,4,84
2013,1,Keokeo_PMUS,3,85
2015,1,Keokeo_PMUS,4,14
2012,1,Mahimahi_PMUS,533,344688
2013,1,Mahimahi_PMUS,522,254074
2014,1,Mahimahi_PMUS,524,349617
2015,1,Mahimahi_PMUS,483,274956
2016,1,Mahimahi_PMUS,384,190230
2012,1,Mako_PMUS,11,1613
2013,1,Mako_PMUS,6,815
2015,1,Mako_PMUS,3,831
2016,1,Mako_PMUS,8,1634
2012,1,Monchong_PMUS,21,9295
2013,1,Monchong_PMUS,36,39341
2014,1,Monchong_PMUS,24,37469
2015,1,Monchong_PMUS,31,27631
2016,1,Monchong_PMUS,27,29422
2013,1,Oceanic whitetip_PMUS,6,80
2014,1,Oceanic whitetip_PMUS,3,0
2015,1,Oceanic whitetip_PMUS,6,0
2012,1,Ono_PMUS,569,262911
2013,1,Ono_PMUS,573,260548
2014,1,Ono_PMUS,583,292721
2015,1,Ono_PMUS,537,275308
2016,1,Ono_PMUS,456,166182
2012,1,S.N. spearfish_PMUS,118,14151
2013,1,S.N. spearfish_PMUS,118,14093
2014,1,S.N. spearfish_PMUS,101,10562
2015,1,S.N. spearfish_PMUS,102,14442
2016,1,S.N. spearfish_PMUS,126,21601
2012,1,Sailfish_PMUS,10,701
2013,1,Sailfish_PMUS,13,899
2014,1,Sailfish_PMUS,17,1178
2015,1,Sailfish_PMUS,24,2775
2016,1,Sailfish_PMUS,18,1050
2012,1,Striped marlin_PMUS,70,7169
2013,1,Striped marlin_PMUS,58,6065
2014,1,Striped marlin_PMUS,68,7485
2015,1,Striped marlin_PMUS,60,8020
2016,1,Striped marlin_PMUS,66,7797
2012,1,Swordfish_PMUS,57,14196
2013,1,Swordfish_PMUS,44,14781
2014,1,Swordfish_PMUS,62,16814
2015,1,Swordfish_PMUS,63,11982
2016,1,Swordfish_PMUS,37,8757
2012,1,Thresher shark_PMUS,22,3164
2013,1,Thresher shark_PMUS,12,1345
2014,1,Thresher shark_PMUS,12,1916
2015,1,Thresher shark_PMUS,6,1863
2016,1,Thresher shark_PMUS,9,591
2012,1,Tombo_PMUS,250,562319
2013,1,Tombo_PMUS,156,104248
2014,1,Tombo_PMUS,174,111298
2015,1,Tombo_PMUS,165,143860
2016,1,Tombo_PMUS,113,52097
2012,1,Tuna-misc._PMUS,5,1293
2013,1,Tuna-misc._PMUS,4,168
2014,1,Tuna-misc._PMUS,6,103
2015,1,Tuna-misc._PMUS,5,253
2016,1,Tuna-misc._PMUS,3,115
2012,1,Walu_PMUS,8,268
2013,1,Walu_PMUS,9,448
2014,1,Walu_PMUS,14,344
2015,1,Walu_PMUS,9,236
2016,1,Walu_PMUS,4,112
2012,1,Yellowfin tuna_PMUS,572,1003857
2013,1,Yellowfin tuna_PMUS,548,1178558
2014,1,Yellowfin tuna_PMUS,573,1241338
2015,1,Yellowfin tuna_PMUS,535,1176385
2016,1,Yellowfin tuna_PMUS,467,740211
2012,2,Butaguchi ulua_BMUS,6,80
2013,2,Butaguchi ulua_BMUS,4,44
2014,2,Butaguchi ulua_BMUS,3,62
2016,2,Butaguchi ulua_BMUS,3,105
2012,2,Ehu_BMUS,83,8582
2012,2,Ehu_BMUS,59,4956
2013,2,Ehu_BMUS,78,10180
2013,2,Ehu_BMUS,56,5720
2014,2,Ehu_BMUS,78,11005
2014,2,Ehu_BMUS,48,4503
2015,2,Ehu_BMUS,66,11156
2015,2,Ehu_BMUS,45,3435
2016,2,Ehu_BMUS,67,14205
2016,2,Ehu_BMUS,40,4176
2012,2,Gindai_BMUS,29,218
2012,2,Gindai_BMUS,32,423
2013,2,Gindai_BMUS,23,212
2013,2,Gindai_BMUS,25,416
2014,2,Gindai_BMUS,21,224
2014,2,Gindai_BMUS,23,324
2015,2,Gindai_BMUS,27,214
2015,2,Gindai_BMUS,26,213
2016,2,Gindai_BMUS,15,119
2016,2,Gindai_BMUS,22,295
2012,2,Gunkan ulua_BMUS,3,88
2014,2,Gunkan ulua_BMUS,3,100
2012,2,Hapuupuu_BMUS,42,1759
2012,2,Hapuupuu_BMUS,29,735
2013,2,Hapuupuu_BMUS,42,2542
2013,2,Hapuupuu_BMUS,15,551
2014,2,Hapuupuu_BMUS,45,1988
2014,2,Hapuupuu_BMUS,14,419
2015,2,Hapuupuu_BMUS,38,2720
2015,2,Hapuupuu_BMUS,12,229
2016,2,Hapuupuu_BMUS,34,1904
2016,2,Hapuupuu_BMUS,19,546
2012,2,Kahala_BMUS,25,1955
2012,2,Kahala_BMUS,24,1729
2013,2,Kahala_BMUS,27,1229
2013,2,Kahala_BMUS,24,1071
2014,2,Kahala_BMUS,17,823
2014,2,Kahala_BMUS,21,1297
2015,2,Kahala_BMUS,24,893
2015,2,Kahala_BMUS,18,1804
2016,2,Kahala_BMUS,17,904
2016,2,Kahala_BMUS,21,2559
2012,2,Kalekale_BMUS,51,4279
2012,2,Kalekale_BMUS,48,2683
2013,2,Kalekale_BMUS,58,3846
2013,2,Kalekale_BMUS,47,2398
2014,2,Kalekale_BMUS,56,5382
2014,2,Kalekale_BMUS,37,3134
2015,2,Kalekale_BMUS,49,3243
2015,2,Kalekale_BMUS,30,2496
2016,2,Kalekale_BMUS,36,2227
2016,2,Kalekale_BMUS,32,2097
2012,2,Lehi_BMUS,24,3760
2012,2,Lehi_BMUS,9,200
2013,2,Lehi_BMUS,26,2962
2013,2,Lehi_BMUS,11,220
2014,2,Lehi_BMUS,38,3067
2014,2,Lehi_BMUS,12,295
2015,2,Lehi_BMUS,30,5157
2015,2,Lehi_BMUS,8,129
2016,2,Lehi_BMUS,22,1861
2016,2,Lehi_BMUS,12,429
2012,2,Onaga_BMUS,83,31209
2012,2,Onaga_BMUS,52,14795
2013,2,Onaga_BMUS,76,38339
2013,2,Onaga_BMUS,54,16319
2014,2,Onaga_BMUS,79,42864
2014,2,Onaga_BMUS,39,15058
2015,2,Onaga_BMUS,57,25363
2015,2,Onaga_BMUS,32,10861
2016,2,Onaga_BMUS,61,18043
2016,2,Onaga_BMUS,36,8854
2012,2,Opakapaka_BMUS,106,62535
2012,2,Opakapaka_BMUS,65,16362
2013,2,Opakapaka_BMUS,100,71081
2013,2,Opakapaka_BMUS,56,14249
2014,2,Opakapaka_BMUS,103,86585
2014,2,Opakapaka_BMUS,55,22041
2015,2,Opakapaka_BMUS,92,69638
2015,2,Opakapaka_BMUS,43,12472
2016,2,Opakapaka_BMUS,83,61500
2016,2,Opakapaka_BMUS,58,16274
2012,2,Taape_BMUS,62,10386
2012,2,Taape_BMUS,15,199
2013,2,Taape_BMUS,46,8063
2013,2,Taape_BMUS,17,193
2014,2,Taape_BMUS,51,6534
2014,2,Taape_BMUS,17,172
2015,2,Taape_BMUS,42,1608
2015,2,Taape_BMUS,11,199
2016,2,Taape_BMUS,40,1188
2016,2,Taape_BMUS,11,296
2012,2,Uku_BMUS,107,17523
2012,2,Uku_BMUS,56,48216
2013,2,Uku_BMUS,92,19904
2013,2,Uku_BMUS,50,51553
2014,2,Uku_BMUS,90,18340
2014,2,Uku_BMUS,52,27552
2015,2,Uku_BMUS,95,20737
2015,2,Uku_BMUS,52,34008
2016,2,Uku_BMUS,91,31351
2016,2,Uku_BMUS,47,42752
2012,2,White ulua_BMUS,40,4603
2012,2,White ulua_BMUS,13,1619
2013,2,White ulua_BMUS,46,3475
2013,2,White ulua_BMUS,14,1347
2014,2,White ulua_BMUS,39,3341
2014,2,White ulua_BMUS,14,931
2015,2,White ulua_BMUS,37,2315
2015,2,White ulua_BMUS,11,415
2016,2,White ulua_BMUS,40,2764
2016,2,White ulua_BMUS,10,452
2012,2,Aawa_CHCR,23,141
2012,2,Aawa_CHCR,6,40
2013,2,Aawa_CHCR,12,94
2013,2,Aawa_CHCR,3,15
2014,2,Aawa_CHCR,10,172
2014,2,Aawa_CHCR,4,11
2015,2,Aawa_CHCR,10,99
2015,2,Aawa_CHCR,4,24
2016,2,Aawa_CHCR,10,98
2016,2,Aawa_CHCR,5,47
2012,2,Aholehole_CHCR,7,287
2013,2,Aholehole_CHCR,6,47
2014,2,Aholehole_CHCR,5,105
2015,2,Aholehole_CHCR,4,55
2016,2,Aholehole_CHCR,6,220
2012,2,Akule_CHCR,29,30101
2013,2,Akule_CHCR,27,38329
2013,2,Akule_CHCR,4,281
2014,2,Akule_CHCR,36,31804
2014,2,Akule_CHCR,3,209
2015,2,Akule_CHCR,30,30937
2016,2,Akule_CHCR,26,142269
2012,2,Alaihe_CHCR,6,43
2015,2,Alaihe_CHCR,4,10
2012,2,Alaihe mama_CHCR,3,10
2012,2,Aweoweo_CHCR,14,168
2012,2,Aweoweo_CHCR,5,106
2013,2,Aweoweo_CHCR,14,248
2013,2,Aweoweo_CHCR,12,83
2014,2,Aweoweo_CHCR,15,201
2014,2,Aweoweo_CHCR,9,79
2015,2,Aweoweo_CHCR,16,493
2015,2,Aweoweo_CHCR,6,56
2016,2,Aweoweo_CHCR,12,447
2016,2,Aweoweo_CHCR,6,103
2012,2,Humuhumu_CHCR,8,79
2013,2,Humuhumu_CHCR,5,84
2014,2,Humuhumu_CHCR,5,31
2015,2,Humuhumu_CHCR,3,49
2016,2,Humuhumu_CHCR,6,62
2012,2,Kagami ulua_CHCR,7,252
2013,2,Kagami ulua_CHCR,5,57
2014,2,Kagami ulua_CHCR,5,61
2015,2,Kagami ulua_CHCR,3,41
2012,2,Kaku_CHCR,3,272
2012,2,Kaku_CHCR,16,223
2012,2,Kaku_CHCR,13,156
2013,2,Kaku_CHCR,5,737
2013,2,Kaku_CHCR,14,262
2013,2,Kaku_CHCR,7,72
2014,2,Kaku_CHCR,14,248
2014,2,Kaku_CHCR,6,103
2015,2,Kaku_CHCR,4,465
2015,2,Kaku_CHCR,25,262
2015,2,Kaku_CHCR,10,157
2016,2,Kaku_CHCR,17,196
2016,2,Kaku_CHCR,15,148
2012,2,Kala_CHCR,11,6601
2013,2,Kala_CHCR,12,6595
2014,2,Kala_CHCR,13,5284
2015,2,Kala_CHCR,11,4878
2016,2,Kala_CHCR,9,4279
2012,2,Kawelea_CHCR,18,722
2012,2,Kawelea_CHCR,4,61
2013,2,Kawelea_CHCR,11,344
2013,2,Kawelea_CHCR,7,227
2014,2,Kawelea_CHCR,18,199
2014,2,Kawelea_CHCR,5,44
2015,2,Kawelea_CHCR,16,356
2015,2,Kawelea_CHCR,5,168
2016,2,Kawelea_CHCR,12,174
2016,2,Kawelea_CHCR,7,109
2012,2,Kole_CHCR,12,2485
2013,2,Kole_CHCR,9,993
2014,2,Kole_CHCR,12,590
2015,2,Kole_CHCR,6,776
2016,2,Kole_CHCR,3,407
2012,2,Kumu_CHCR,17,450
2013,2,Kumu_CHCR,10,153
2014,2,Kumu_CHCR,12,240
2015,2,Kumu_CHCR,7,121
2016,2,Kumu_CHCR,11,191
2012,2,Laenihi_CHCR,29,1197
2013,2,Laenihi_CHCR,30,1616
2014,2,Laenihi_CHCR,23,1794
2014,2,Laenihi_CHCR,4,41
2015,2,Laenihi_CHCR,25,2399
2015,2,Laenihi_CHCR,4,267
2016,2,Laenihi_CHCR,23,1814
2016,2,Laenihi_CHCR,6,307
2012,2,Manini_CHCR,17,4022
2013,2,Manini_CHCR,8,3226
2014,2,Manini_CHCR,11,2156
2015,2,Manini_CHCR,12,2284
2016,2,Manini_CHCR,8,2814
2012,2,Menpachi_CHCR,39,5804
2012,2,Menpachi_CHCR,7,44
2013,2,Menpachi_CHCR,24,3587
2013,2,Menpachi_CHCR,8,20
2014,2,Menpachi_CHCR,30,4383
2014,2,Menpachi_CHCR,10,45
2015,2,Menpachi_CHCR,29,4542
2015,2,Menpachi_CHCR,4,5
2016,2,Menpachi_CHCR,25,5280
2016,2,Menpachi_CHCR,7,30
2012,2,Moana_CHCR,25,1757
2013,2,Moana_CHCR,21,1573
2014,2,Moana_CHCR,15,772
2015,2,Moana_CHCR,9,102
2016,2,Moana_CHCR,12,83
2012,2,Moana kale_CHCR,22,652
2013,2,Moana kale_CHCR,21,324
2014,2,Moana kale_CHCR,17,108
2015,2,Moana kale_CHCR,7,79
2016,2,Moana kale_CHCR,14,142
2012,2,Moi_CHCR,3,124
2014,2,Moi_CHCR,3,32
2016,2,Moi_CHCR,3,27
2012,2,Munu_CHCR,4,38
2013,2,Munu_CHCR,3,29
2014,2,Munu_CHCR,3,12
2015,2,Munu_CHCR,3,11
2012,2,Naenae_CHCR,3,525
2012,2,Nenue_CHCR,18,7960
2013,2,Nenue_CHCR,13,5138
2014,2,Nenue_CHCR,20,6224
2015,2,Nenue_CHCR,19,5806
2016,2,Nenue_CHCR,13,3511
2012,2,Opelu_CHCR,39,16140
2013,2,Opelu_CHCR,54,21701
2014,2,Opelu_CHCR,43,18623
2014,2,Opelu_CHCR,5,268
2015,2,Opelu_CHCR,30,8340
2015,2,Opelu_CHCR,4,110
2016,2,Opelu_CHCR,21,6845
2016,2,Opelu_CHCR,3,20
2012,2,Opelu kala_CHCR,4,128
2013,2,Opelu kala_CHCR,5,644
2014,2,Opelu kala_CHCR,4,110
2015,2,Opelu kala_CHCR,3,116
2016,2,Opelu kala_CHCR,5,373
2012,2,Palani_CHCR,18,4542
2013,2,Palani_CHCR,11,3488
2014,2,Palani_CHCR,8,3634
2015,2,Palani_CHCR,13,3454
2016,2,Palani_CHCR,6,3336
2016,2,Poou_CHCR,3,23
