year,rgn_id,stock_key,licenses,catch
2015,3,Sasa ulua_CHCR,6,40
2016,3,Sasa ulua_CHCR,4,34
2012,3,Tilapia_CHCR,3,1793
2012,3,Toau_CHCR,49,3315
2013,3,Toau_CHCR,67,3392
2014,3,Toau_CHCR,60,4588
2015,3,Toau_CHCR,51,1601
2016,3,Toau_CHCR,44,1670
2014,3,Ulua-misc._CHCR,24,682
2015,3,Ulua-misc._CHCR,24,699
2016,3,Ulua-misc._CHCR,4,21
2014,3,Wahanui_CHCR,4,10
2016,3,Wahanui_CHCR,3,4
2012,3,Aku_PMUS,349,182213
2013,3,Aku_PMUS,351,406388
2014,3,Aku_PMUS,293,117906
2015,3,Aku_PMUS,322,146397
2016,3,Aku_PMUS,274,155173
2012,3,Bigeye tuna_PMUS,109,38200
2013,3,Bigeye tuna_PMUS,51,34939
2014,3,Bigeye tuna_PMUS,54,51573
2015,3,Bigeye tuna_PMUS,36,18667
2016,3,Bigeye tuna_PMUS,25,3823
2012,3,Black marlin_PMUS,6,1999
2013,3,Black marlin_PMUS,8,2218
2014,3,Black marlin_PMUS,7,2026
2015,3,Black marlin_PMUS,10,2772
2016,3,Black marlin_PMUS,6,2888
2012,3,Blue marlin_PMUS,142,78412
2013,3,Blue marlin_PMUS,180,103683
2014,3,Blue marlin_PMUS,181,110833
2015,3,Blue marlin_PMUS,222,161250
2016,3,Blue marlin_PMUS,174,135713
2012,3,Kawakawa_PMUS,88,2678
2013,3,Kawakawa_PMUS,91,3935
2014,3,Kawakawa_PMUS,119,13133
2015,3,Kawakawa_PMUS,127,14764
2016,3,Kawakawa_PMUS,70,2620
2014,3,Keokeo_PMUS,5,28
2015,3,Keokeo_PMUS,3,9
2016,3,Keokeo_PMUS,4,40
2012,3,Mahimahi_PMUS,479,331620
2013,3,Mahimahi_PMUS,402,187942
2014,3,Mahimahi_PMUS,365,238172
2015,3,Mahimahi_PMUS,351,152765
2016,3,Mahimahi_PMUS,308,134586
2013,3,Mako_PMUS,3,48
2012,3,Monchong_PMUS,3,207
2013,3,Monchong_PMUS,10,777
2014,3,Monchong_PMUS,6,1828
2015,3,Monchong_PMUS,5,406
2016,3,Monchong_PMUS,4,210
2012,3,Ono_PMUS,344,40215
2013,3,Ono_PMUS,313,35448
2014,3,Ono_PMUS,325,48105
2015,3,Ono_PMUS,303,45066
2016,3,Ono_PMUS,238,22764
2012,3,S.N. spearfish_PMUS,104,7043
2013,3,S.N. spearfish_PMUS,83,4995
2014,3,S.N. spearfish_PMUS,78,5418
2015,3,S.N. spearfish_PMUS,78,7140
2016,3,S.N. spearfish_PMUS,100,7054
2012,3,Sailfish_PMUS,13,839
2013,3,Sailfish_PMUS,14,1054
2014,3,Sailfish_PMUS,7,398
2015,3,Sailfish_PMUS,16,1488
2016,3,Sailfish_PMUS,11,2180
2012,3,Striped marlin_PMUS,70,10972
2013,3,Striped marlin_PMUS,55,8492
2014,3,Striped marlin_PMUS,85,13882
2015,3,Striped marlin_PMUS,72,10256
2016,3,Striped marlin_PMUS,68,13452
2012,3,Tombo_PMUS,3,255
2013,3,Tombo_PMUS,4,27
2014,3,Tombo_PMUS,3,587
2012,3,Tuna-misc._PMUS,11,338
2013,3,Tuna-misc._PMUS,7,98
2014,3,Tuna-misc._PMUS,14,786
2015,3,Tuna-misc._PMUS,18,625
2016,3,Tuna-misc._PMUS,13,359
2012,3,Yellowfin tuna_PMUS,405,402342
2013,3,Yellowfin tuna_PMUS,371,275461
2014,3,Yellowfin tuna_PMUS,345,246370
2015,3,Yellowfin tuna_PMUS,329,256765
2016,3,Yellowfin tuna_PMUS,289,245569
2012,4,Butaguchi ulua_BMUS,8,485
2013,4,Butaguchi ulua_BMUS,3,388
2015,4,Butaguchi ulua_BMUS,4,144
2012,4,Ehu_BMUS,51,4873
2013,4,Ehu_BMUS,40,3195
2014,4,Ehu_BMUS,39,3567
2015,4,Ehu_BMUS,34,3476
2016,4,Ehu_BMUS,33,4182
2012,4,Gindai_BMUS,47,1330
2013,4,Gindai_BMUS,30,882
2014,4,Gindai_BMUS,30,926
2015,4,Gindai_BMUS,24,502
2016,4,Gindai_BMUS,22,761
2012,4,Gunkan ulua_BMUS,5,140
2013,4,Gunkan ulua_BMUS,6,486
2014,4,Gunkan ulua_BMUS,5,216
2015,4,Gunkan ulua_BMUS,5,143
2016,4,Gunkan ulua_BMUS,3,130
2012,4,Hapuupuu_BMUS,30,1822
2013,4,Hapuupuu_BMUS,23,2265
2014,4,Hapuupuu_BMUS,21,3178
2015,4,Hapuupuu_BMUS,24,1654
2016,4,Hapuupuu_BMUS,17,2602
2012,4,Kahala_BMUS,41,8687
2013,4,Kahala_BMUS,29,6019
2014,4,Kahala_BMUS,34,4844
2015,4,Kahala_BMUS,35,7125
2016,4,Kahala_BMUS,23,4623
2012,4,Kalekale_BMUS,35,2311
2013,4,Kalekale_BMUS,27,1122
2014,4,Kalekale_BMUS,30,1881
2015,4,Kalekale_BMUS,22,1336
2016,4,Kalekale_BMUS,22,1527
2012,4,Lehi_BMUS,6,469
2013,4,Lehi_BMUS,4,133
2014,4,Lehi_BMUS,6,198
2015,4,Lehi_BMUS,4,119
2016,4,Lehi_BMUS,4,201
2012,4,Onaga_BMUS,31,4473
2013,4,Onaga_BMUS,27,4336
2014,4,Onaga_BMUS,28,6738
2015,4,Onaga_BMUS,23,3762
2016,4,Onaga_BMUS,16,3571
2012,4,Opakapaka_BMUS,34,2535
2013,4,Opakapaka_BMUS,27,1729
2014,4,Opakapaka_BMUS,28,3756
2015,4,Opakapaka_BMUS,22,6862
2016,4,Opakapaka_BMUS,19,5576
2012,4,Taape_BMUS,44,2627
2013,4,Taape_BMUS,38,3272
2014,4,Taape_BMUS,30,3166
2015,4,Taape_BMUS,30,1560
2016,4,Taape_BMUS,32,2919
2012,4,Uku_BMUS,68,30512
2013,4,Uku_BMUS,68,28709
2014,4,Uku_BMUS,57,28979
2015,4,Uku_BMUS,57,21202
2016,4,Uku_BMUS,52,16516
2012,4,White ulua_BMUS,26,4230
2013,4,White ulua_BMUS,26,2778
2014,4,White ulua_BMUS,26,3053
2015,4,White ulua_BMUS,18,2739
2016,4,White ulua_BMUS,16,1685
2012,4,Aawa_CHCR,13,435
2013,4,Aawa_CHCR,12,140
2014,4,Aawa_CHCR,9,409
2015,4,Aawa_CHCR,5,247
2016,4,Aawa_CHCR,10,44
2012,4,Aholehole_CHCR,5,217
2013,4,Aholehole_CHCR,3,271
2014,4,Aholehole_CHCR,3,229
2015,4,Aholehole_CHCR,4,273
2012,4,Akule_CHCR,33,40054
2013,4,Akule_CHCR,34,37280
2014,4,Akule_CHCR,39,38603
2015,4,Akule_CHCR,43,52506
2016,4,Akule_CHCR,46,36583
2012,4,Amaama_CHCR,3,1380
2012,4,Aweoweo_CHCR,15,244
2013,4,Aweoweo_CHCR,13,438
2014,4,Aweoweo_CHCR,18,999
2015,4,Aweoweo_CHCR,19,540
2016,4,Aweoweo_CHCR,17,546
2012,4,Hahalalu_CHCR,5,278
2013,4,Hahalalu_CHCR,4,104
2014,4,Hahalalu_CHCR,5,192
2015,4,Hahalalu_CHCR,5,144
2015,4,Humuhumu_CHCR,3,19
2012,4,Kagami ulua_CHCR,6,174
2016,4,Kagami ulua_CHCR,6,205
2012,4,Kaku_CHCR,16,747
2013,4,Kaku_CHCR,16,496
2014,4,Kaku_CHCR,19,433
2015,4,Kaku_CHCR,14,465
2016,4,Kaku_CHCR,7,111
2015,4,Kala_CHCR,3,217
2012,4,Kawelea_CHCR,11,143
2013,4,Kawelea_CHCR,3,12
2014,4,Kawelea_CHCR,7,93
2015,4,Kawelea_CHCR,6,77
2016,4,Kawelea_CHCR,3,20
2012,4,Kumu_CHCR,9,618
2013,4,Kumu_CHCR,6,311
2014,4,Kumu_CHCR,3,451
2015,4,Kumu_CHCR,5,151
2016,4,Kumu_CHCR,6,218
2012,4,Laenihi_CHCR,5,35
2013,4,Laenihi_CHCR,4,10
2012,4,Malu_CHCR,3,22
2015,4,Manini_CHCR,4,29
2012,4,Menpachi_CHCR,38,9984
2013,4,Menpachi_CHCR,38,13895
2014,4,Menpachi_CHCR,27,19804
2015,4,Menpachi_CHCR,32,11872
2016,4,Menpachi_CHCR,30,14140
2012,4,Moana_CHCR,16,288
2013,4,Moana_CHCR,11,155
2014,4,Moana_CHCR,14,160
2015,4,Moana_CHCR,8,109
2016,4,Moana_CHCR,10,112
2012,4,Moana kale_CHCR,14,212
2013,4,Moana kale_CHCR,10,153
2014,4,Moana kale_CHCR,7,286
2015,4,Moana kale_CHCR,7,117
2016,4,Moana kale_CHCR,8,68
2016,4,Moi_CHCR,3,137
2012,4,Nenue_CHCR,5,99
2014,4,Nenue_CHCR,7,54
2015,4,Nenue_CHCR,3,72
2016,4,Nenue_CHCR,3,27
2012,4,Opelu_CHCR,32,12550
2013,4,Opelu_CHCR,33,14508
2014,4,Opelu_CHCR,36,11851
2015,4,Opelu_CHCR,26,5768
2016,4,Opelu_CHCR,20,8801
2014,4,Palani_CHCR,3,52
2015,4,Palani_CHCR,3,28
2012,4,Shark-misc._CHCR,4,4
2014,4,Shark-misc._CHCR,4,95
2015,4,Shark-misc._CHCR,4,40
2016,4,Shark-misc._CHCR,3,5
2012,4,Uhu parrot-misc._CHCR,4,1506
2014,4,Uhu parrot-misc._CHCR,4,1820
2015,4,Uhu parrot-misc._CHCR,7,766
2016,4,Uhu parrot-misc._CHCR,4,1346
2012,4,Weke nono_CHCR,12,1502
2013,4,Weke nono_CHCR,7,1198
2014,4,Weke nono_CHCR,13,1477
2015,4,Weke nono_CHCR,10,1540
2016,4,Weke nono_CHCR,11,2026
2012,4,Weke ula_CHCR,15,420
2013,4,Weke ula_CHCR,11,429
2014,4,Weke ula_CHCR,8,204
2015,4,Weke ula_CHCR,6,63
2016,4,Weke ula_CHCR,8,1038
2013,4,Aweoweo (deepsea)_CHCR,3,13
2015,4,Aweoweo (deepsea)_CHCR,3,16
2016,4,Aweoweo (deepsea)_CHCR,3,31
2012,4,Golden kali_CHCR,7,26
2013,4,Golden kali_CHCR,7,38
2014,4,Golden kali_CHCR,4,22
2015,4,Golden kali_CHCR,3,21
2016,4,Golden kali_CHCR,4,36
2012,4,Hogo_CHCR,19,245
2013,4,Hogo_CHCR,10,191
2014,4,Hogo_CHCR,14,240
2015,4,Hogo_CHCR,14,373
2016,4,Hogo_CHCR,17,362
2012,4,Kamanu_CHCR,10,570
2013,4,Kamanu_CHCR,12,917
2014,4,Kamanu_CHCR,18,909
2015,4,Kamanu_CHCR,14,963
2016,4,Kamanu_CHCR,16,982
2012,4,Mu_CHCR,4,164
2015,4,Mu_CHCR,3,230
2016,4,Mu_CHCR,3,381
2014,4,Oio_CHCR,5,1848
2016,4,Oio_CHCR,4,434
2012,4,Omilu_CHCR,25,2423
2013,4,Omilu_CHCR,20,2546
2014,4,Omilu_CHCR,26,2093
2015,4,Omilu_CHCR,20,2138
2016,4,Omilu_CHCR,20,2175
2012,4,Papa ulua_CHCR,11,302
2013,4,Papa ulua_CHCR,4,207
2014,4,Papa ulua_CHCR,11,567
2015,4,Papa ulua_CHCR,7,150
2016,4,Papa ulua_CHCR,7,160
2014,4,Sasa ulua_CHCR,3,89
2012,4,Toau_CHCR,14,99
2013,4,Toau_CHCR,12,122
2014,4,Toau_CHCR,9,418
2015,4,Toau_CHCR,7,113
2016,4,Toau_CHCR,9,126
2014,4,Ulua-misc._CHCR,12,348
2015,4,Ulua-misc._CHCR,5,189
2015,4,Wahanui_CHCR,3,56
2012,4,Aku_PMUS,138,39484
2013,4,Aku_PMUS,131,48602
2014,4,Aku_PMUS,105,19654
2015,4,Aku_PMUS,110,31712
2016,4,Aku_PMUS,91,29065
2012,4,Bigeye tuna_PMUS,29,79056
2013,4,Bigeye tuna_PMUS,28,55497
2014,4,Bigeye tuna_PMUS,24,27384
2015,4,Bigeye tuna_PMUS,23,7105
2016,4,Bigeye tuna_PMUS,10,2361
2012,4,Black marlin_PMUS,4,1071
2013,4,Black marlin_PMUS,4,1338
2014,4,Black marlin_PMUS,3,1230
2015,4,Black marlin_PMUS,12,3649
2012,4,Blue marlin_PMUS,60,26281
2013,4,Blue marlin_PMUS,58,26797
2014,4,Blue marlin_PMUS,69,32867
2015,4,Blue marlin_PMUS,94,48378
2016,4,Blue marlin_PMUS,61,34613
2012,4,Kawakawa_PMUS,30,913
2013,4,Kawakawa_PMUS,34,1850
2014,4,Kawakawa_PMUS,46,2152
2015,4,Kawakawa_PMUS,43,2844
2016,4,Kawakawa_PMUS,30,1304
2012,4,Mahimahi_PMUS,170,79011
2013,4,Mahimahi_PMUS,152,44972
2014,4,Mahimahi_PMUS,162,47099
2015,4,Mahimahi_PMUS,145,52909
2016,4,Mahimahi_PMUS,122,35253
2012,4,Monchong_PMUS,4,222
2013,4,Monchong_PMUS,5,195
2014,4,Monchong_PMUS,6,262
2015,4,Monchong_PMUS,8,2013
2016,4,Monchong_PMUS,7,1898
2012,4,Ono_PMUS,167,72748
2013,4,Ono_PMUS,163,65391
2014,4,Ono_PMUS,177,74367
2015,4,Ono_PMUS,178,58438
2016,4,Ono_PMUS,154,39628
2012,4,S.N. spearfish_PMUS,20,1261
2013,4,S.N. spearfish_PMUS,27,3314
2014,4,S.N. spearfish_PMUS,15,636
2015,4,S.N. spearfish_PMUS,23,1540
2016,4,S.N. spearfish_PMUS,35,2210
2012,4,Sailfish_PMUS,3,197
2013,4,Sailfish_PMUS,3,295
2014,4,Sailfish_PMUS,6,457
2015,4,Sailfish_PMUS,6,551
2016,4,Sailfish_PMUS,8,726
2012,4,Striped marlin_PMUS,17,2771
2013,4,Striped marlin_PMUS,14,2118
2014,4,Striped marlin_PMUS,14,2531
2015,4,Striped marlin_PMUS,27,3454
2016,4,Striped marlin_PMUS,22,2361
2012,4,Swordfish_PMUS,5,749
2014,4,Swordfish_PMUS,7,882
2015,4,Swordfish_PMUS,5,591
2012,4,Tombo_PMUS,5,1048
2013,4,Tombo_PMUS,3,418
2014,4,Tombo_PMUS,11,2946
2016,4,Tombo_PMUS,3,177
2012,4,Yellowfin tuna_PMUS,201,480378
2013,4,Yellowfin tuna_PMUS,188,408168
2014,4,Yellowfin tuna_PMUS,197,391518
2015,4,Yellowfin tuna_PMUS,185,406625
2016,4,Yellowfin tuna_PMUS,171,392557
