year,rgn_id,island,mus,family,X6,species,licenses,catch
2014,0,Cross Seamount,PMUS,Scombridae,NA,Aku,8,2507
2014,0,Cross Seamount,PMUS,Istiophoridae,NA,Blue marlin,7,7160
2014,0,Cross Seamount,PMUS,Scombridae,NA,Tombo,5,1706
2014,0,Cross Seamount,PMUS,Bramidae,NA,Monchong,4,18047
2014,0,Cross Seamount,PMUS,Istiophoridae,NA,S.N. spearfish,5,1039
2014,0,Cross Seamount,PMUS,Xiphiidae,NA,Swordfish,4,995
2014,0,Cross Seamount,PMUS,Exocoetidae,NA,Walu,4,1336
2015,0,Cross Seamount,PMUS,Scombridae,NA,Yellowfin tuna,8,50274
2015,0,Cross Seamount,PMUS,Scombridae,NA,Bigeye tuna,9,430102
2015,0,Cross Seamount,PMUS,Coryphaenidae,NA,Mahimahi,7,4628
2015,0,Cross Seamount,PMUS,Scombridae,NA,Ono,5,1613
2015,0,Cross Seamount,PMUS,Scombridae,NA,Aku,7,2864
2015,0,Cross Seamount,PMUS,Istiophoridae,NA,Blue marlin,5,5644
2015,0,Cross Seamount,PMUS,Bramidae,NA,Monchong,4,3725
2015,0,Cross Seamount,PMUS,Istiophoridae,NA,S.N. spearfish,7,749
2015,0,Cross Seamount,PMUS,Istiophoridae,NA,Striped marlin,3,1024
2015,0,Cross Seamount,PMUS,Xiphiidae,NA,Swordfish,3,1068
2015,0,Cross Seamount,PMUS,Lamnidae,NA,Mako,3,1126
2015,0,Cross Seamount,PMUS,Exocoetidae,NA,Walu,5,386
2016,0,Cross Seamount,PMUS,Scombridae,NA,Yellowfin tuna,6,55207
2016,0,Cross Seamount,PMUS,Scombridae,NA,Bigeye tuna,6,349087
2016,0,Cross Seamount,PMUS,Coryphaenidae,NA,Mahimahi,6,615
2016,0,Cross Seamount,PMUS,Scombridae,NA,Ono,5,247
2016,0,Cross Seamount,PMUS,Scombridae,NA,Aku,5,868
2016,0,Cross Seamount,PMUS,Scombridae,NA,Tombo,3,464
2016,0,Cross Seamount,PMUS,Bramidae,NA,Monchong,4,10565
2012,0,NOAA WB,PMUS,Scombridae,NA,Yellowfin tuna,4,3389
2012,0,NOAA WB,PMUS,Scombridae,NA,Bigeye tuna,6,22039
2012,0,NOAA WB,PMUS,Coryphaenidae,NA,Mahimahi,7,6303
2012,0,NOAA WB,PMUS,Scombridae,NA,Ono,3,196
2012,0,NOAA WB,PMUS,Scombridae,NA,Aku,4,589
2013,0,NOAA WB,PMUS,Scombridae,NA,Yellowfin tuna,5,3304
2013,0,NOAA WB,PMUS,Scombridae,NA,Bigeye tuna,6,44820
2013,0,NOAA WB,PMUS,Coryphaenidae,NA,Mahimahi,7,6991
2013,0,NOAA WB,PMUS,Scombridae,NA,Ono,3,233
2013,0,NOAA WB,PMUS,Scombridae,NA,Aku,4,665
2012,0,Other offshore,PMUS,Scombridae,NA,Yellowfin tuna,7,873
2012,0,Other offshore,PMUS,Scombridae,NA,Ono,6,4948
2013,0,Other offshore,PMUS,Scombridae,NA,Yellowfin tuna,4,16077
2013,0,Other offshore,PMUS,Coryphaenidae,NA,Mahimahi,5,995
2013,0,Other offshore,PMUS,Scombridae,NA,Ono,5,1244
2014,0,Other offshore,PMUS,Scombridae,NA,Yellowfin tuna,8,2122
2014,0,Other offshore,PMUS,Coryphaenidae,NA,Mahimahi,4,155
2014,0,Other offshore,PMUS,Scombridae,NA,Ono,5,4068
2015,0,Other offshore,PMUS,Scombridae,NA,Yellowfin tuna,7,3259
2015,0,Other offshore,PMUS,Scombridae,NA,Bigeye tuna,6,27223
2015,0,Other offshore,PMUS,Coryphaenidae,NA,Mahimahi,6,1887
2015,0,Other offshore,PMUS,Scombridae,NA,Ono,6,3401
2015,0,Other offshore,PMUS,Scombridae,NA,Aku,4,310
2015,0,Other offshore,PMUS,Bramidae,NA,Monchong,3,353
2016,0,Other offshore,PMUS,Coryphaenidae,NA,Mahimahi,5,765
2016,0,Other offshore,PMUS,Scombridae,NA,Ono,4,1603
2012,1,Hawaii,PMUS,Scombridae,NA,Yellowfin tuna,572,1003857
2012,1,Hawaii,PMUS,Scombridae,NA,Bigeye tuna,174,251332
2012,1,Hawaii,PMUS,Coryphaenidae,NA,Mahimahi,533,344688
2012,1,Hawaii,PMUS,Scombridae,NA,Ono,569,262911
2012,1,Hawaii,PMUS,Scombridae,NA,Aku,313,88083
2012,1,Hawaii,PMUS,Istiophoridae,NA,Blue marlin,220,147167
2012,1,Hawaii,PMUS,Scombridae,NA,Tombo,250,562319
2012,1,Hawaii,PMUS,Bramidae,NA,Monchong,21,9295
2012,1,Hawaii,PMUS,Istiophoridae,NA,S.N. spearfish,118,14151
2012,1,Hawaii,PMUS,Istiophoridae,NA,Striped marlin,70,7169
2012,1,Hawaii,PMUS,Scombridae,NA,Kawakawa,35,697
2012,1,Hawaii,PMUS,Xiphiidae,NA,Swordfish,57,14196
2012,1,Hawaii,PMUS,Istiophoridae,NA,Black marlin,10,2255
2012,1,Hawaii,PMUS,Istiophoridae,NA,Sailfish,10,701
2012,1,Hawaii,PMUS,Alopiidae,NA,Thresher shark,22,3164
2012,1,Hawaii,PMUS,Lamnidae,NA,Mako,11,1613
2012,1,Hawaii,PMUS,Exocoetidae,NA,Walu,8,268
2012,1,Hawaii,PMUS,Scombridae,NA,Tuna-misc.,5,1293
2012,1,Hawaii,PMUS,Scombridae,NA,Keokeo,4,84
2013,1,Hawaii,PMUS,Scombridae,NA,Yellowfin tuna,548,1178558
2013,1,Hawaii,PMUS,Scombridae,NA,Bigeye tuna,188,290378
2013,1,Hawaii,PMUS,Coryphaenidae,NA,Mahimahi,522,254074
2013,1,Hawaii,PMUS,Scombridae,NA,Ono,573,260548
2013,1,Hawaii,PMUS,Scombridae,NA,Aku,267,71446
2013,1,Hawaii,PMUS,Istiophoridae,NA,Blue marlin,222,129479
2013,1,Hawaii,PMUS,Scombridae,NA,Tombo,156,104248
2013,1,Hawaii,PMUS,Bramidae,NA,Monchong,36,39341
2013,1,Hawaii,PMUS,Istiophoridae,NA,S.N. spearfish,118,14093
2013,1,Hawaii,PMUS,Istiophoridae,NA,Striped marlin,58,6065
2013,1,Hawaii,PMUS,Scombridae,NA,Kawakawa,29,943
2013,1,Hawaii,PMUS,Xiphiidae,NA,Swordfish,44,14781
2013,1,Hawaii,PMUS,Istiophoridae,NA,Black marlin,12,3380
2013,1,Hawaii,PMUS,Istiophoridae,NA,Sailfish,13,899
2013,1,Hawaii,PMUS,Alopiidae,NA,Thresher shark,12,1345
2013,1,Hawaii,PMUS,Lamnidae,NA,Mako,6,815
2013,1,Hawaii,PMUS,Exocoetidae,NA,Walu,9,448
2013,1,Hawaii,PMUS,Scombridae,NA,Tuna-misc.,4,168
2013,1,Hawaii,PMUS,Carcharhinidae,NA,Blue shark,3,0
2013,1,Hawaii,PMUS,Carcharhinidae,NA,Oceanic whitetip,6,80
2013,1,Hawaii,PMUS,Scombridae,NA,Keokeo,3,85
2014,1,Hawaii,PMUS,Scombridae,NA,Yellowfin tuna,573,1241338
2014,1,Hawaii,PMUS,Scombridae,NA,Bigeye tuna,184,250672
2014,1,Hawaii,PMUS,Coryphaenidae,NA,Mahimahi,524,349617
2014,1,Hawaii,PMUS,Scombridae,NA,Ono,583,292721
2014,1,Hawaii,PMUS,Scombridae,NA,Aku,278,61938
2014,1,Hawaii,PMUS,Istiophoridae,NA,Blue marlin,227,155614
2014,1,Hawaii,PMUS,Scombridae,NA,Tombo,174,111298
2014,1,Hawaii,PMUS,Bramidae,NA,Monchong,24,37469
2014,1,Hawaii,PMUS,Istiophoridae,NA,S.N. spearfish,101,10562
2014,1,Hawaii,PMUS,Istiophoridae,NA,Striped marlin,68,7485
2014,1,Hawaii,PMUS,Scombridae,NA,Kawakawa,61,2433
2014,1,Hawaii,PMUS,Xiphiidae,NA,Swordfish,62,16814
2014,1,Hawaii,PMUS,Istiophoridae,NA,Black marlin,11,2225
2014,1,Hawaii,PMUS,Istiophoridae,NA,Sailfish,17,1178
2014,1,Hawaii,PMUS,Alopiidae,NA,Thresher shark,12,1916
2014,1,Hawaii,PMUS,Exocoetidae,NA,Walu,14,344
2014,1,Hawaii,PMUS,Scombridae,NA,Tuna-misc.,6,103
2014,1,Hawaii,PMUS,Carcharhinidae,NA,Oceanic whitetip,3,0
2015,1,Hawaii,PMUS,Scombridae,NA,Yellowfin tuna,535,1176385
2015,1,Hawaii,PMUS,Scombridae,NA,Bigeye tuna,115,106997
2015,1,Hawaii,PMUS,Coryphaenidae,NA,Mahimahi,483,274956
2015,1,Hawaii,PMUS,Scombridae,NA,Ono,537,275308
2015,1,Hawaii,PMUS,Scombridae,NA,Aku,262,42465
2015,1,Hawaii,PMUS,Istiophoridae,NA,Blue marlin,252,153758
2015,1,Hawaii,PMUS,Scombridae,NA,Tombo,165,143860
2015,1,Hawaii,PMUS,Bramidae,NA,Monchong,31,27631
2015,1,Hawaii,PMUS,Istiophoridae,NA,S.N. spearfish,102,14442
2015,1,Hawaii,PMUS,Istiophoridae,NA,Striped marlin,60,8020
2015,1,Hawaii,PMUS,Scombridae,NA,Kawakawa,75,3925
2015,1,Hawaii,PMUS,Xiphiidae,NA,Swordfish,63,11982
2015,1,Hawaii,PMUS,Istiophoridae,NA,Black marlin,16,2301
2015,1,Hawaii,PMUS,Istiophoridae,NA,Sailfish,24,2775
2015,1,Hawaii,PMUS,Alopiidae,NA,Thresher shark,6,1863
2015,1,Hawaii,PMUS,Lamnidae,NA,Mako,3,831
2015,1,Hawaii,PMUS,Exocoetidae,NA,Walu,9,236
2015,1,Hawaii,PMUS,Scombridae,NA,Tuna-misc.,5,253
2015,1,Hawaii,PMUS,Carcharhinidae,NA,Oceanic whitetip,6,0
2015,1,Hawaii,PMUS,Scombridae,NA,Keokeo,4,14
2016,1,Hawaii,PMUS,Scombridae,NA,Yellowfin tuna,467,740211
2016,1,Hawaii,PMUS,Scombridae,NA,Bigeye tuna,136,128835
2016,1,Hawaii,PMUS,Coryphaenidae,NA,Mahimahi,384,190230
2016,1,Hawaii,PMUS,Scombridae,NA,Ono,456,166182
2016,1,Hawaii,PMUS,Scombridae,NA,Aku,219,47913
2016,1,Hawaii,PMUS,Istiophoridae,NA,Blue marlin,207,105665
2016,1,Hawaii,PMUS,Scombridae,NA,Tombo,113,52097
2016,1,Hawaii,PMUS,Bramidae,NA,Monchong,27,29422
2016,1,Hawaii,PMUS,Istiophoridae,NA,S.N. spearfish,126,21601
2016,1,Hawaii,PMUS,Istiophoridae,NA,Striped marlin,66,7797
2016,1,Hawaii,PMUS,Scombridae,NA,Kawakawa,69,2885
2016,1,Hawaii,PMUS,Xiphiidae,NA,Swordfish,37,8757
2016,1,Hawaii,PMUS,Istiophoridae,NA,Black marlin,16,2926
2016,1,Hawaii,PMUS,Istiophoridae,NA,Sailfish,18,1050
2016,1,Hawaii,PMUS,Alopiidae,NA,Thresher shark,9,591
2016,1,Hawaii,PMUS,Lamnidae,NA,Mako,8,1634
2016,1,Hawaii,PMUS,Exocoetidae,NA,Walu,4,112
2016,1,Hawaii,PMUS,Scombridae,NA,Tuna-misc.,3,115
2012,2,Maui County,PMUS,Scombridae,NA,Yellowfin tuna,167,209498
2012,2,Maui County,PMUS,Scombridae,NA,Bigeye tuna,95,115316
2012,2,Maui County,PMUS,Coryphaenidae,NA,Mahimahi,243,269318
2012,2,Maui County,PMUS,Scombridae,NA,Ono,185,51366
2012,2,Maui County,PMUS,Scombridae,NA,Aku,141,41637
2012,2,Maui County,PMUS,Istiophoridae,NA,Blue marlin,35,24581
2012,2,Maui County,PMUS,Scombridae,NA,Tombo,3,213
2012,2,Maui County,PMUS,Bramidae,NA,Monchong,7,348
2012,2,Maui County,PMUS,Istiophoridae,NA,S.N. spearfish,29,2687
2012,2,Maui County,PMUS,Istiophoridae,NA,Striped marlin,21,2862
2012,2,Maui County,PMUS,Scombridae,NA,Kawakawa,32,843
2012,2,Maui County,PMUS,Istiophoridae,NA,Sailfish,3,100
2012,2,Maui County,PMUS,Exocoetidae,NA,Walu,3,99
2012,2,Maui County,PMUS,Scombridae,NA,Tuna-misc.,12,274
2012,2,Maui County,PMUS,Scombridae,NA,Keokeo,3,7
2013,2,Maui County,PMUS,Scombridae,NA,Yellowfin tuna,126,106959
2013,2,Maui County,PMUS,Scombridae,NA,Bigeye tuna,84,98342
2013,2,Maui County,PMUS,Coryphaenidae,NA,Mahimahi,224,167682
2013,2,Maui County,PMUS,Scombridae,NA,Ono,173,43145
2013,2,Maui County,PMUS,Scombridae,NA,Aku,135,50649
2013,2,Maui County,PMUS,Istiophoridae,NA,Blue marlin,37,23198
2013,2,Maui County,PMUS,Bramidae,NA,Monchong,9,847
2013,2,Maui County,PMUS,Istiophoridae,NA,S.N. spearfish,21,1854
2013,2,Maui County,PMUS,Istiophoridae,NA,Striped marlin,14,1116
2013,2,Maui County,PMUS,Scombridae,NA,Kawakawa,21,589
2013,2,Maui County,PMUS,Istiophoridae,NA,Sailfish,4,225
2013,2,Maui County,PMUS,Exocoetidae,NA,Walu,3,443
2013,2,Maui County,PMUS,Scombridae,NA,Tuna-misc.,10,215
2014,2,Maui County,PMUS,Scombridae,NA,Yellowfin tuna,141,139654
2014,2,Maui County,PMUS,Scombridae,NA,Bigeye tuna,78,89580
2014,2,Maui County,PMUS,Coryphaenidae,NA,Mahimahi,238,296034
2014,2,Maui County,PMUS,Scombridae,NA,Ono,175,56185
2014,2,Maui County,PMUS,Scombridae,NA,Aku,141,30675
2014,2,Maui County,PMUS,Istiophoridae,NA,Blue marlin,37,20979
2014,2,Maui County,PMUS,Scombridae,NA,Tombo,3,408
2014,2,Maui County,PMUS,Bramidae,NA,Monchong,6,789
2014,2,Maui County,PMUS,Istiophoridae,NA,S.N. spearfish,18,1680
2014,2,Maui County,PMUS,Istiophoridae,NA,Striped marlin,26,3567
2014,2,Maui County,PMUS,Scombridae,NA,Kawakawa,56,3195
2014,2,Maui County,PMUS,Scombridae,NA,Tuna-misc.,8,100
2015,2,Maui County,PMUS,Scombridae,NA,Yellowfin tuna,117,133641
2015,2,Maui County,PMUS,Scombridae,NA,Bigeye tuna,56,67217
2015,2,Maui County,PMUS,Coryphaenidae,NA,Mahimahi,209,261324
2015,2,Maui County,PMUS,Scombridae,NA,Ono,164,48066
2015,2,Maui County,PMUS,Scombridae,NA,Aku,117,26257
2015,2,Maui County,PMUS,Istiophoridae,NA,Blue marlin,57,36568
2015,2,Maui County,PMUS,Bramidae,NA,Monchong,7,1014
2015,2,Maui County,PMUS,Istiophoridae,NA,S.N. spearfish,26,1482
2015,2,Maui County,PMUS,Istiophoridae,NA,Striped marlin,11,1283
2015,2,Maui County,PMUS,Scombridae,NA,Kawakawa,69,4540
2015,2,Maui County,PMUS,Exocoetidae,NA,Walu,4,141
2015,2,Maui County,PMUS,Scombridae,NA,Tuna-misc.,5,106
2016,2,Maui County,PMUS,Scombridae,NA,Yellowfin tuna,112,134253
2016,2,Maui County,PMUS,Scombridae,NA,Bigeye tuna,48,23164
2016,2,Maui County,PMUS,Coryphaenidae,NA,Mahimahi,159,180910
2016,2,Maui County,PMUS,Scombridae,NA,Ono,133,34824
2016,2,Maui County,PMUS,Scombridae,NA,Aku,92,24394
2016,2,Maui County,PMUS,Istiophoridae,NA,Blue marlin,48,23483
2016,2,Maui County,PMUS,Bramidae,NA,Monchong,10,1214
2016,2,Maui County,PMUS,Istiophoridae,NA,S.N. spearfish,26,3601
2016,2,Maui County,PMUS,Istiophoridae,NA,Striped marlin,18,2593
2016,2,Maui County,PMUS,Scombridae,NA,Kawakawa,45,2485
2016,2,Maui County,PMUS,Istiophoridae,NA,Sailfish,4,148
2016,2,Maui County,PMUS,Scombridae,NA,Tuna-misc.,7,200
2012,2,Penguin Bank,PMUS,Scombridae,NA,Yellowfin tuna,47,5717
2012,2,Penguin Bank,PMUS,Scombridae,NA,Bigeye tuna,8,711
2012,2,Penguin Bank,PMUS,Coryphaenidae,NA,Mahimahi,126,28115
2012,2,Penguin Bank,PMUS,Scombridae,NA,Ono,77,8894
2012,2,Penguin Bank,PMUS,Scombridae,NA,Aku,54,4782
2012,2,Penguin Bank,PMUS,Istiophoridae,NA,Blue marlin,10,4545
2012,2,Penguin Bank,PMUS,Bramidae,NA,Monchong,14,684
2012,2,Penguin Bank,PMUS,Istiophoridae,NA,S.N. spearfish,3,84
2012,2,Penguin Bank,PMUS,Istiophoridae,NA,Striped marlin,10,686
2012,2,Penguin Bank,PMUS,Scombridae,NA,Kawakawa,45,1726
2012,2,Penguin Bank,PMUS,Scombridae,NA,Tuna-misc.,10,303
2013,2,Penguin Bank,PMUS,Scombridae,NA,Yellowfin tuna,49,5198
2013,2,Penguin Bank,PMUS,Scombridae,NA,Bigeye tuna,5,1865
2013,2,Penguin Bank,PMUS,Coryphaenidae,NA,Mahimahi,127,23014
2013,2,Penguin Bank,PMUS,Scombridae,NA,Ono,73,8677
2013,2,Penguin Bank,PMUS,Scombridae,NA,Aku,50,2859
2013,2,Penguin Bank,PMUS,Istiophoridae,NA,Blue marlin,14,2782
2013,2,Penguin Bank,PMUS,Bramidae,NA,Monchong,9,289
2013,2,Penguin Bank,PMUS,Istiophoridae,NA,S.N. spearfish,8,333
2013,2,Penguin Bank,PMUS,Scombridae,NA,Kawakawa,49,2066
2013,2,Penguin Bank,PMUS,Scombridae,NA,Tuna-misc.,10,157
2014,2,Penguin Bank,PMUS,Scombridae,NA,Yellowfin tuna,39,4130
2014,2,Penguin Bank,PMUS,Scombridae,NA,Bigeye tuna,3,347
2014,2,Penguin Bank,PMUS,Coryphaenidae,NA,Mahimahi,126,22952
2014,2,Penguin Bank,PMUS,Scombridae,NA,Ono,87,12972
2014,2,Penguin Bank,PMUS,Scombridae,NA,Aku,43,3029
2014,2,Penguin Bank,PMUS,Istiophoridae,NA,Blue marlin,7,2466
2014,2,Penguin Bank,PMUS,Bramidae,NA,Monchong,10,590
2014,2,Penguin Bank,PMUS,Istiophoridae,NA,S.N. spearfish,8,216
2014,2,Penguin Bank,PMUS,Istiophoridae,NA,Striped marlin,7,371
2014,2,Penguin Bank,PMUS,Scombridae,NA,Kawakawa,60,4696
2014,2,Penguin Bank,PMUS,Scombridae,NA,Tuna-misc.,15,438
2015,2,Penguin Bank,PMUS,Scombridae,NA,Yellowfin tuna,30,3850
2015,2,Penguin Bank,PMUS,Scombridae,NA,Bigeye tuna,4,616
2015,2,Penguin Bank,PMUS,Coryphaenidae,NA,Mahimahi,91,18414
2015,2,Penguin Bank,PMUS,Scombridae,NA,Ono,80,8197
2015,2,Penguin Bank,PMUS,Scombridae,NA,Aku,23,3458
2015,2,Penguin Bank,PMUS,Istiophoridae,NA,Blue marlin,14,3284
2015,2,Penguin Bank,PMUS,Bramidae,NA,Monchong,5,263
2015,2,Penguin Bank,PMUS,Istiophoridae,NA,S.N. spearfish,7,257
2015,2,Penguin Bank,PMUS,Istiophoridae,NA,Striped marlin,4,356
2015,2,Penguin Bank,PMUS,Scombridae,NA,Kawakawa,58,8698
2015,2,Penguin Bank,PMUS,Scombridae,NA,Tuna-misc.,7,177
2016,2,Penguin Bank,PMUS,Scombridae,NA,Yellowfin tuna,23,2670
2016,2,Penguin Bank,PMUS,Scombridae,NA,Bigeye tuna,6,418
2016,2,Penguin Bank,PMUS,Coryphaenidae,NA,Mahimahi,85,13052
2016,2,Penguin Bank,PMUS,Scombridae,NA,Ono,62,7374
2016,2,Penguin Bank,PMUS,Scombridae,NA,Aku,26,2002
2016,2,Penguin Bank,PMUS,Istiophoridae,NA,Blue marlin,6,1108
2016,2,Penguin Bank,PMUS,Bramidae,NA,Monchong,10,1175
2016,2,Penguin Bank,PMUS,Istiophoridae,NA,S.N. spearfish,6,212
2016,2,Penguin Bank,PMUS,Istiophoridae,NA,Striped marlin,4,354
2016,2,Penguin Bank,PMUS,Scombridae,NA,Kawakawa,53,3399
2016,2,Penguin Bank,PMUS,Scombridae,NA,Tuna-misc.,13,327
2012,3,Oahu,PMUS,Scombridae,NA,Yellowfin tuna,405,402342
2012,3,Oahu,PMUS,Scombridae,NA,Bigeye tuna,109,38200
2012,3,Oahu,PMUS,Coryphaenidae,NA,Mahimahi,479,331620
2012,3,Oahu,PMUS,Scombridae,NA,Ono,344,40215
2012,3,Oahu,PMUS,Scombridae,NA,Aku,349,182213
2012,3,Oahu,PMUS,Istiophoridae,NA,Blue marlin,142,78412
2012,3,Oahu,PMUS,Scombridae,NA,Tombo,3,255
2012,3,Oahu,PMUS,Bramidae,NA,Monchong,3,207
2012,3,Oahu,PMUS,Istiophoridae,NA,S.N. spearfish,104,7043
2012,3,Oahu,PMUS,Istiophoridae,NA,Striped marlin,70,10972
2012,3,Oahu,PMUS,Scombridae,NA,Kawakawa,88,2678
2012,3,Oahu,PMUS,Istiophoridae,NA,Black marlin,6,1999
2012,3,Oahu,PMUS,Istiophoridae,NA,Sailfish,13,839
2012,3,Oahu,PMUS,Scombridae,NA,Tuna-misc.,11,338
2013,3,Oahu,PMUS,Scombridae,NA,Yellowfin tuna,371,275461
2013,3,Oahu,PMUS,Scombridae,NA,Bigeye tuna,51,34939
2013,3,Oahu,PMUS,Coryphaenidae,NA,Mahimahi,402,187942
2013,3,Oahu,PMUS,Scombridae,NA,Ono,313,35448
2013,3,Oahu,PMUS,Scombridae,NA,Aku,351,406388
2013,3,Oahu,PMUS,Istiophoridae,NA,Blue marlin,180,103683
2013,3,Oahu,PMUS,Scombridae,NA,Tombo,4,27
2013,3,Oahu,PMUS,Bramidae,NA,Monchong,10,777
2013,3,Oahu,PMUS,Istiophoridae,NA,S.N. spearfish,83,4995
2013,3,Oahu,PMUS,Istiophoridae,NA,Striped marlin,55,8492
2013,3,Oahu,PMUS,Scombridae,NA,Kawakawa,91,3935
2013,3,Oahu,PMUS,Istiophoridae,NA,Black marlin,8,2218
2013,3,Oahu,PMUS,Istiophoridae,NA,Sailfish,14,1054
2013,3,Oahu,PMUS,Lamnidae,NA,Mako,3,48
2013,3,Oahu,PMUS,Scombridae,NA,Tuna-misc.,7,98
2014,3,Oahu,PMUS,Scombridae,NA,Yellowfin tuna,345,246370
2014,3,Oahu,PMUS,Scombridae,NA,Bigeye tuna,54,51573
2014,3,Oahu,PMUS,Coryphaenidae,NA,Mahimahi,365,238172
2014,3,Oahu,PMUS,Scombridae,NA,Ono,325,48105
2014,3,Oahu,PMUS,Scombridae,NA,Aku,293,117906
2014,3,Oahu,PMUS,Istiophoridae,NA,Blue marlin,181,110833
2014,3,Oahu,PMUS,Scombridae,NA,Tombo,3,587
2014,3,Oahu,PMUS,Bramidae,NA,Monchong,6,1828
2014,3,Oahu,PMUS,Istiophoridae,NA,S.N. spearfish,78,5418
2014,3,Oahu,PMUS,Istiophoridae,NA,Striped marlin,85,13882
2014,3,Oahu,PMUS,Scombridae,NA,Kawakawa,119,13133
2014,3,Oahu,PMUS,Istiophoridae,NA,Black marlin,7,2026
2014,3,Oahu,PMUS,Istiophoridae,NA,Sailfish,7,398
2014,3,Oahu,PMUS,Scombridae,NA,Tuna-misc.,14,786
2014,3,Oahu,PMUS,Scombridae,NA,Keokeo,5,28
2015,3,Oahu,PMUS,Scombridae,NA,Yellowfin tuna,329,256765
2015,3,Oahu,PMUS,Scombridae,NA,Bigeye tuna,36,18667
2015,3,Oahu,PMUS,Coryphaenidae,NA,Mahimahi,351,152765
2015,3,Oahu,PMUS,Scombridae,NA,Ono,303,45066
2015,3,Oahu,PMUS,Scombridae,NA,Aku,322,146397
2015,3,Oahu,PMUS,Istiophoridae,NA,Blue marlin,222,161250
2015,3,Oahu,PMUS,Bramidae,NA,Monchong,5,406
2015,3,Oahu,PMUS,Istiophoridae,NA,S.N. spearfish,78,7140
2015,3,Oahu,PMUS,Istiophoridae,NA,Striped marlin,72,10256
2015,3,Oahu,PMUS,Scombridae,NA,Kawakawa,127,14764
2015,3,Oahu,PMUS,Istiophoridae,NA,Black marlin,10,2772
2015,3,Oahu,PMUS,Istiophoridae,NA,Sailfish,16,1488
2015,3,Oahu,PMUS,Scombridae,NA,Tuna-misc.,18,625
2015,3,Oahu,PMUS,Scombridae,NA,Keokeo,3,9
2016,3,Oahu,PMUS,Scombridae,NA,Yellowfin tuna,289,245569
2016,3,Oahu,PMUS,Scombridae,NA,Bigeye tuna,25,3823
2016,3,Oahu,PMUS,Coryphaenidae,NA,Mahimahi,308,134586
2016,3,Oahu,PMUS,Scombridae,NA,Ono,238,22764
2016,3,Oahu,PMUS,Scombridae,NA,Aku,274,155173
2016,3,Oahu,PMUS,Istiophoridae,NA,Blue marlin,174,135713
2016,3,Oahu,PMUS,Bramidae,NA,Monchong,4,210
2016,3,Oahu,PMUS,Istiophoridae,NA,S.N. spearfish,100,7054
2016,3,Oahu,PMUS,Istiophoridae,NA,Striped marlin,68,13452
2016,3,Oahu,PMUS,Scombridae,NA,Kawakawa,70,2620
2016,3,Oahu,PMUS,Istiophoridae,NA,Black marlin,6,2888
2016,3,Oahu,PMUS,Istiophoridae,NA,Sailfish,11,2180
2016,3,Oahu,PMUS,Scombridae,NA,Tuna-misc.,13,359
2016,3,Oahu,PMUS,Scombridae,NA,Keokeo,4,40
2012,4,Kauai County,PMUS,Scombridae,NA,Yellowfin tuna,201,480378
2012,4,Kauai County,PMUS,Scombridae,NA,Bigeye tuna,29,79056
2012,4,Kauai County,PMUS,Coryphaenidae,NA,Mahimahi,170,79011
2012,4,Kauai County,PMUS,Scombridae,NA,Ono,167,72748
