year,rgn_id,island,mus,family,species,licenses,catch,stock_key
2014,2,Maui County,CHCR,Acanthuridae,Manini,11,"2,156",Manini_CHCR
2014,3,Oahu,CHCR,Acanthuridae,Manini,34,"7,632",Manini_CHCR
2015,1,Hawaii,CHCR,Acanthuridae,Manini,13,629,Manini_CHCR
2015,2,Maui County,CHCR,Acanthuridae,Manini,12,"2,284",Manini_CHCR
2015,3,Oahu,CHCR,Acanthuridae,Manini,35,"6,173",Manini_CHCR
2015,4,Kauai County,CHCR,Acanthuridae,Manini,4,29,Manini_CHCR
2016,1,Hawaii,CHCR,Acanthuridae,Manini,12,549,Manini_CHCR
2016,2,Maui County,CHCR,Acanthuridae,Manini,8,"2,814",Manini_CHCR
2016,3,Oahu,CHCR,Acanthuridae,Manini,25,"5,061",Manini_CHCR
2012,1,Hawaii,CHCR,Holocentridae,Menpachi,102,"23,716",Menpachi_CHCR
2012,2,Maui County,CHCR,Holocentridae,Menpachi,39,"5,804",Menpachi_CHCR
2012,2,Penguin Bank,CHCR,Holocentridae,Menpachi,7,44,Menpachi_CHCR
2012,3,Oahu,CHCR,Holocentridae,Menpachi,85,"13,763",Menpachi_CHCR
2012,4,Kauai County,CHCR,Holocentridae,Menpachi,38,"9,984",Menpachi_CHCR
2013,1,Hawaii,CHCR,Holocentridae,Menpachi,90,"23,791",Menpachi_CHCR
2013,2,Maui County,CHCR,Holocentridae,Menpachi,24,"3,587",Menpachi_CHCR
2013,2,Penguin Bank,CHCR,Holocentridae,Menpachi,8,20,Menpachi_CHCR
2013,3,Oahu,CHCR,Holocentridae,Menpachi,84,"16,521",Menpachi_CHCR
2013,4,Kauai County,CHCR,Holocentridae,Menpachi,38,"13,895",Menpachi_CHCR
2014,1,Hawaii,CHCR,Holocentridae,Menpachi,78,"16,328",Menpachi_CHCR
2014,2,Maui County,CHCR,Holocentridae,Menpachi,30,"4,383",Menpachi_CHCR
2014,2,Penguin Bank,CHCR,Holocentridae,Menpachi,10,45,Menpachi_CHCR
2014,3,Oahu,CHCR,Holocentridae,Menpachi,88,"12,475",Menpachi_CHCR
2014,4,Kauai County,CHCR,Holocentridae,Menpachi,27,"19,804",Menpachi_CHCR
2015,1,Hawaii,CHCR,Holocentridae,Menpachi,72,"14,559",Menpachi_CHCR
2015,2,Maui County,CHCR,Holocentridae,Menpachi,29,"4,542",Menpachi_CHCR
2015,2,Penguin Bank,CHCR,Holocentridae,Menpachi,4,5,Menpachi_CHCR
2015,3,Oahu,CHCR,Holocentridae,Menpachi,72,"12,904",Menpachi_CHCR
2015,4,Kauai County,CHCR,Holocentridae,Menpachi,32,"11,872",Menpachi_CHCR
2016,1,Hawaii,CHCR,Holocentridae,Menpachi,66,"15,584",Menpachi_CHCR
2016,2,Maui County,CHCR,Holocentridae,Menpachi,25,"5,280",Menpachi_CHCR
2016,2,Penguin Bank,CHCR,Holocentridae,Menpachi,7,30,Menpachi_CHCR
2016,3,Oahu,CHCR,Holocentridae,Menpachi,59,"13,679",Menpachi_CHCR
2016,4,Kauai County,CHCR,Holocentridae,Menpachi,30,"14,140",Menpachi_CHCR
2012,1,Hawaii,CHCR,Mullidae,Moana,58,"2,515",Moana_CHCR
2012,2,Maui County,CHCR,Mullidae,Moana,25,"1,757",Moana_CHCR
2012,3,Oahu,CHCR,Mullidae,Moana,62,"1,198",Moana_CHCR
2012,4,Kauai County,CHCR,Mullidae,Moana,16,288,Moana_CHCR
2013,1,Hawaii,CHCR,Mullidae,Moana,67,"1,850",Moana_CHCR
2013,2,Maui County,CHCR,Mullidae,Moana,21,"1,573",Moana_CHCR
2013,3,Oahu,CHCR,Mullidae,Moana,67,"1,644",Moana_CHCR
2013,4,Kauai County,CHCR,Mullidae,Moana,11,155,Moana_CHCR
2014,1,Hawaii,CHCR,Mullidae,Moana,36,"1,316",Moana_CHCR
2014,2,Maui County,CHCR,Mullidae,Moana,15,772,Moana_CHCR
2014,3,Oahu,CHCR,Mullidae,Moana,58,"1,243",Moana_CHCR
2014,4,Kauai County,CHCR,Mullidae,Moana,14,160,Moana_CHCR
2015,1,Hawaii,CHCR,Mullidae,Moana,31,"1,244",Moana_CHCR
2015,2,Maui County,CHCR,Mullidae,Moana,9,102,Moana_CHCR
2015,3,Oahu,CHCR,Mullidae,Moana,54,609,Moana_CHCR
2015,4,Kauai County,CHCR,Mullidae,Moana,8,109,Moana_CHCR
2016,1,Hawaii,CHCR,Mullidae,Moana,39,"2,140",Moana_CHCR
2016,2,Maui County,CHCR,Mullidae,Moana,12,83,Moana_CHCR
2016,3,Oahu,CHCR,Mullidae,Moana,38,447,Moana_CHCR
2016,4,Kauai County,CHCR,Mullidae,Moana,10,112,Moana_CHCR
2012,1,Hawaii,CHCR,Mullidae,Moana kale,38,"1,201",Moana kale_CHCR
2012,2,Maui County,CHCR,Mullidae,Moana kale,22,652,Moana kale_CHCR
2012,3,Oahu,CHCR,Mullidae,Moana kale,43,507,Moana kale_CHCR
2012,4,Kauai County,CHCR,Mullidae,Moana kale,14,212,Moana kale_CHCR
2013,1,Hawaii,CHCR,Mullidae,Moana kale,37,786,Moana kale_CHCR
2013,2,Maui County,CHCR,Mullidae,Moana kale,21,324,Moana kale_CHCR
2013,3,Oahu,CHCR,Mullidae,Moana kale,49,599,Moana kale_CHCR
2013,4,Kauai County,CHCR,Mullidae,Moana kale,10,153,Moana kale_CHCR
2014,1,Hawaii,CHCR,Mullidae,Moana kale,31,951,Moana kale_CHCR
2014,2,Maui County,CHCR,Mullidae,Moana kale,17,108,Moana kale_CHCR
2014,3,Oahu,CHCR,Mullidae,Moana kale,52,"1,433",Moana kale_CHCR
2014,4,Kauai County,CHCR,Mullidae,Moana kale,7,286,Moana kale_CHCR
2015,1,Hawaii,CHCR,Mullidae,Moana kale,23,522,Moana kale_CHCR
2015,2,Maui County,CHCR,Mullidae,Moana kale,7,79,Moana kale_CHCR
2015,3,Oahu,CHCR,Mullidae,Moana kale,46,529,Moana kale_CHCR
2015,4,Kauai County,CHCR,Mullidae,Moana kale,7,117,Moana kale_CHCR
2016,1,Hawaii,CHCR,Mullidae,Moana kale,30,948,Moana kale_CHCR
2016,2,Maui County,CHCR,Mullidae,Moana kale,14,142,Moana kale_CHCR
2016,3,Oahu,CHCR,Mullidae,Moana kale,38,569,Moana kale_CHCR
2016,4,Kauai County,CHCR,Mullidae,Moana kale,8,68,Moana kale_CHCR
2012,2,Maui County,CHCR,Polynemidae,Moi,3,124,Moi_CHCR
2012,3,Oahu,CHCR,Polynemidae,Moi,10,156,Moi_CHCR
2013,3,Oahu,CHCR,Polynemidae,Moi,8,44,Moi_CHCR
2014,1,Hawaii,CHCR,Polynemidae,Moi,4,34,Moi_CHCR
2014,2,Maui County,CHCR,Polynemidae,Moi,3,32,Moi_CHCR
2014,3,Oahu,CHCR,Polynemidae,Moi,7,75,Moi_CHCR
2015,1,Hawaii,CHCR,Polynemidae,Moi,5,173,Moi_CHCR
2015,3,Oahu,CHCR,Polynemidae,Moi,6,89,Moi_CHCR
2016,2,Maui County,CHCR,Polynemidae,Moi,3,27,Moi_CHCR
2016,3,Oahu,CHCR,Polynemidae,Moi,5,137,Moi_CHCR
2016,4,Kauai County,CHCR,Polynemidae,Moi,3,137,Moi_CHCR
2012,1,Hawaii,CHCR,Mullidae,Munu,21,301,Munu_CHCR
2012,2,Maui County,CHCR,Mullidae,Munu,4,38,Munu_CHCR
2012,3,Oahu,CHCR,Mullidae,Munu,23,488,Munu_CHCR
2013,1,Hawaii,CHCR,Mullidae,Munu,25,144,Munu_CHCR
2013,2,Maui County,CHCR,Mullidae,Munu,3,29,Munu_CHCR
2013,3,Oahu,CHCR,Mullidae,Munu,26,485,Munu_CHCR
2014,1,Hawaii,CHCR,Mullidae,Munu,25,147,Munu_CHCR
2014,2,Maui County,CHCR,Mullidae,Munu,3,12,Munu_CHCR
2014,3,Oahu,CHCR,Mullidae,Munu,26,459,Munu_CHCR
2015,1,Hawaii,CHCR,Mullidae,Munu,10,42,Munu_CHCR
2015,2,Maui County,CHCR,Mullidae,Munu,3,11,Munu_CHCR
2015,3,Oahu,CHCR,Mullidae,Munu,25,208,Munu_CHCR
2016,1,Hawaii,CHCR,Mullidae,Munu,17,91,Munu_CHCR
2016,3,Oahu,CHCR,Mullidae,Munu,14,200,Munu_CHCR
2012,1,Hawaii,CHCR,Acanthuridae,Naenae,9,77,Naenae_CHCR
2012,2,Maui County,CHCR,Acanthuridae,Naenae,3,525,Naenae_CHCR
2012,3,Oahu,CHCR,Acanthuridae,Naenae,32,"8,302",Naenae_CHCR
2013,1,Hawaii,CHCR,Acanthuridae,Naenae,5,110,Naenae_CHCR
2013,3,Oahu,CHCR,Acanthuridae,Naenae,36,"7,887",Naenae_CHCR
2014,3,Oahu,CHCR,Acanthuridae,Naenae,25,"7,965",Naenae_CHCR
2015,3,Oahu,CHCR,Acanthuridae,Naenae,22,"4,213",Naenae_CHCR
2016,3,Oahu,CHCR,Acanthuridae,Naenae,17,"3,094",Naenae_CHCR
2012,1,Hawaii,CHCR,Kyphosidae,Nenue,35,845,Nenue_CHCR
2012,2,Maui County,CHCR,Kyphosidae,Nenue,18,"7,960",Nenue_CHCR
2012,3,Oahu,CHCR,Kyphosidae,Nenue,36,"22,331",Nenue_CHCR
2012,4,Kauai County,CHCR,Kyphosidae,Nenue,5,99,Nenue_CHCR
2013,1,Hawaii,CHCR,Kyphosidae,Nenue,24,968,Nenue_CHCR
2013,2,Maui County,CHCR,Kyphosidae,Nenue,13,"5,138",Nenue_CHCR
2013,3,Oahu,CHCR,Kyphosidae,Nenue,39,"21,214",Nenue_CHCR
2014,1,Hawaii,CHCR,Kyphosidae,Nenue,28,"1,097",Nenue_CHCR
2014,2,Maui County,CHCR,Kyphosidae,Nenue,20,"6,224",Nenue_CHCR
2014,3,Oahu,CHCR,Kyphosidae,Nenue,30,"9,262",Nenue_CHCR
2014,4,Kauai County,CHCR,Kyphosidae,Nenue,7,54,Nenue_CHCR
2015,1,Hawaii,CHCR,Kyphosidae,Nenue,18,594,Nenue_CHCR
2015,2,Maui County,CHCR,Kyphosidae,Nenue,19,"5,806",Nenue_CHCR
2015,3,Oahu,CHCR,Kyphosidae,Nenue,17,"10,977",Nenue_CHCR
2015,4,Kauai County,CHCR,Kyphosidae,Nenue,3,72,Nenue_CHCR
2016,1,Hawaii,CHCR,Kyphosidae,Nenue,18,655,Nenue_CHCR
2016,2,Maui County,CHCR,Kyphosidae,Nenue,13,"3,511",Nenue_CHCR
2016,3,Oahu,CHCR,Kyphosidae,Nenue,21,"5,584",Nenue_CHCR
2016,4,Kauai County,CHCR,Kyphosidae,Nenue,3,27,Nenue_CHCR
2012,1,Hawaii,CHCR,Carangidae,Opelu,83,"153,202",Opelu_CHCR
2012,2,Maui County,CHCR,Carangidae,Opelu,39,"16,140",Opelu_CHCR
2012,3,Oahu,CHCR,Carangidae,Opelu,82,"65,136",Opelu_CHCR
2012,4,Kauai County,CHCR,Carangidae,Opelu,32,"12,550",Opelu_CHCR
2013,1,Hawaii,CHCR,Carangidae,Opelu,77,"131,477",Opelu_CHCR
2013,2,Maui County,CHCR,Carangidae,Opelu,54,"21,701",Opelu_CHCR
2013,3,Oahu,CHCR,Carangidae,Opelu,84,"76,620",Opelu_CHCR
2013,4,Kauai County,CHCR,Carangidae,Opelu,33,"14,508",Opelu_CHCR
2014,1,Hawaii,CHCR,Carangidae,Opelu,76,"152,367",Opelu_CHCR
2014,2,Maui County,CHCR,Carangidae,Opelu,43,"18,623",Opelu_CHCR
2014,2,Penguin Bank,CHCR,Carangidae,Opelu,5,268,Opelu_CHCR
2014,3,Oahu,CHCR,Carangidae,Opelu,73,"60,422",Opelu_CHCR
2014,4,Kauai County,CHCR,Carangidae,Opelu,36,"11,851",Opelu_CHCR
2015,1,Hawaii,CHCR,Carangidae,Opelu,61,"156,360",Opelu_CHCR
2015,2,Maui County,CHCR,Carangidae,Opelu,30,"8,340",Opelu_CHCR
2015,2,Penguin Bank,CHCR,Carangidae,Opelu,4,110,Opelu_CHCR
2015,3,Oahu,CHCR,Carangidae,Opelu,50,"61,774",Opelu_CHCR
2015,4,Kauai County,CHCR,Carangidae,Opelu,26,"5,768",Opelu_CHCR
2016,1,Hawaii,CHCR,Carangidae,Opelu,57,"103,566",Opelu_CHCR
2016,2,Maui County,CHCR,Carangidae,Opelu,21,"6,845",Opelu_CHCR
2016,2,Penguin Bank,CHCR,Carangidae,Opelu,3,20,Opelu_CHCR
2016,3,Oahu,CHCR,Carangidae,Opelu,29,"32,071",Opelu_CHCR
2016,4,Kauai County,CHCR,Carangidae,Opelu,20,"8,801",Opelu_CHCR
2012,1,Hawaii,CHCR,Acanthuridae,Opelu kala,26,"2,148",Opelu kala_CHCR
2012,2,Maui County,CHCR,Acanthuridae,Opelu kala,4,128,Opelu kala_CHCR
2012,3,Oahu,CHCR,Acanthuridae,Opelu kala,22,"2,974",Opelu kala_CHCR
2013,1,Hawaii,CHCR,Acanthuridae,Opelu kala,25,"2,873",Opelu kala_CHCR
2013,2,Maui County,CHCR,Acanthuridae,Opelu kala,5,644,Opelu kala_CHCR
2013,3,Oahu,CHCR,Acanthuridae,Opelu kala,17,"4,668",Opelu kala_CHCR
2014,1,Hawaii,CHCR,Acanthuridae,Opelu kala,22,919,Opelu kala_CHCR
2014,2,Maui County,CHCR,Acanthuridae,Opelu kala,4,110,Opelu kala_CHCR
2014,3,Oahu,CHCR,Acanthuridae,Opelu kala,16,"1,723",Opelu kala_CHCR
2015,1,Hawaii,CHCR,Acanthuridae,Opelu kala,18,654,Opelu kala_CHCR
2015,2,Maui County,CHCR,Acanthuridae,Opelu kala,3,116,Opelu kala_CHCR
2015,3,Oahu,CHCR,Acanthuridae,Opelu kala,9,"2,676",Opelu kala_CHCR
2016,1,Hawaii,CHCR,Acanthuridae,Opelu kala,15,341,Opelu kala_CHCR
2016,2,Maui County,CHCR,Acanthuridae,Opelu kala,5,373,Opelu kala_CHCR
2016,3,Oahu,CHCR,Acanthuridae,Opelu kala,3,"2,291",Opelu kala_CHCR
2012,1,Hawaii,CHCR,Acanthuridae,Pakuikui (tang),7,308,Pakuikui (tang)_CHCR
2013,1,Hawaii,CHCR,Acanthuridae,Pakuikui (tang),9,403,Pakuikui (tang)_CHCR
2013,3,Oahu,CHCR,Acanthuridae,Pakuikui (tang),3,21,Pakuikui (tang)_CHCR
2014,1,Hawaii,CHCR,Acanthuridae,Pakuikui (tang),6,190,Pakuikui (tang)_CHCR
2015,1,Hawaii,CHCR,Acanthuridae,Pakuikui (tang),3,112,Pakuikui (tang)_CHCR
2016,1,Hawaii,CHCR,Acanthuridae,Pakuikui (tang),6,67,Pakuikui (tang)_CHCR
2012,1,Hawaii,CHCR,Acanthuridae,Palani,20,"1,349",Palani_CHCR
2012,2,Maui County,CHCR,Acanthuridae,Palani,18,"4,542",Palani_CHCR
2012,3,Oahu,CHCR,Acanthuridae,Palani,46,"30,206",Palani_CHCR
2013,1,Hawaii,CHCR,Acanthuridae,Palani,16,"1,545",Palani_CHCR
2013,2,Maui County,CHCR,Acanthuridae,Palani,11,"3,488",Palani_CHCR
2013,3,Oahu,CHCR,Acanthuridae,Palani,46,"28,256",Palani_CHCR
2014,1,Hawaii,CHCR,Acanthuridae,Palani,13,684,Palani_CHCR
2014,2,Maui County,CHCR,Acanthuridae,Palani,8,"3,634",Palani_CHCR
2014,3,Oahu,CHCR,Acanthuridae,Palani,46,"27,298",Palani_CHCR
2014,4,Kauai County,CHCR,Acanthuridae,Palani,3,52,Palani_CHCR
2015,1,Hawaii,CHCR,Acanthuridae,Palani,14,650,Palani_CHCR
2015,2,Maui County,CHCR,Acanthuridae,Palani,13,"3,454",Palani_CHCR
2015,3,Oahu,CHCR,Acanthuridae,Palani,44,"17,107",Palani_CHCR
2015,4,Kauai County,CHCR,Acanthuridae,Palani,3,28,Palani_CHCR
2016,1,Hawaii,CHCR,Acanthuridae,Palani,11,152,Palani_CHCR
2016,2,Maui County,CHCR,Acanthuridae,Palani,6,"3,336",Palani_CHCR
2016,3,Oahu,CHCR,Acanthuridae,Palani,31,"19,665",Palani_CHCR
2012,1,Hawaii,CHCR,Scaridae,Panuhunuhu,3,12,Panuhunuhu_CHCR
2012,3,Oahu,CHCR,Scaridae,Panuhunuhu,10,101,Panuhunuhu_CHCR
2013,1,Hawaii,CHCR,Scaridae,Panuhunuhu,3,11,Panuhunuhu_CHCR
2013,3,Oahu,CHCR,Scaridae,Panuhunuhu,14,153,Panuhunuhu_CHCR
2014,1,Hawaii,CHCR,Scaridae,Panuhunuhu,4,69,Panuhunuhu_CHCR
2014,3,Oahu,CHCR,Scaridae,Panuhunuhu,12,171,Panuhunuhu_CHCR
2015,3,Oahu,CHCR,Scaridae,Panuhunuhu,13,146,Panuhunuhu_CHCR
2016,3,Oahu,CHCR,Scaridae,Panuhunuhu,4,103,Panuhunuhu_CHCR
2012,3,Oahu,CHCR,Scaridae,Panunu,8,302,Panunu_CHCR
2013,3,Oahu,CHCR,Scaridae,Panunu,10,181,Panunu_CHCR
2014,3,Oahu,CHCR,Scaridae,Panunu,9,460,Panunu_CHCR
2015,1,Hawaii,CHCR,Scaridae,Panunu,4,11,Panunu_CHCR
2015,3,Oahu,CHCR,Scaridae,Panunu,8,494,Panunu_CHCR
2016,3,Oahu,CHCR,Scaridae,Panunu,6,150,Panunu_CHCR
2012,1,Hawaii,CHCR,Labridae,Poou,3,20,Poou_CHCR
2016,2,Maui County,CHCR,Labridae,Poou,3,23,Poou_CHCR
2012,1,Hawaii,CHCR,Acanthuridae,Pualu,9,693,Pualu_CHCR
2012,2,Maui County,CHCR,Acanthuridae,Pualu,4,740,Pualu_CHCR
2012,3,Oahu,CHCR,Acanthuridae,Pualu,22,"11,329",Pualu_CHCR
2013,1,Hawaii,CHCR,Acanthuridae,Pualu,7,563,Pualu_CHCR
2013,2,Maui County,CHCR,Acanthuridae,Pualu,6,408,Pualu_CHCR
2013,3,Oahu,CHCR,Acanthuridae,Pualu,19,"6,907",Pualu_CHCR
2014,1,Hawaii,CHCR,Acanthuridae,Pualu,7,"1,573",Pualu_CHCR
2014,2,Maui County,CHCR,Acanthuridae,Pualu,5,880,Pualu_CHCR
2014,3,Oahu,CHCR,Acanthuridae,Pualu,22,"4,718",Pualu_CHCR
2015,1,Hawaii,CHCR,Acanthuridae,Pualu,5,601,Pualu_CHCR
2015,2,Maui County,CHCR,Acanthuridae,Pualu,3,890,Pualu_CHCR
2015,3,Oahu,CHCR,Acanthuridae,Pualu,17,"3,787",Pualu_CHCR
2016,1,Hawaii,CHCR,Acanthuridae,Pualu,3,452,Pualu_CHCR
2016,2,Maui County,CHCR,Acanthuridae,Pualu,3,680,Pualu_CHCR
2016,3,Oahu,CHCR,Acanthuridae,Pualu,11,"3,221",Pualu_CHCR
2012,3,Oahu,CHCR,Muraenidae,Puhi black,7,"1,134",Puhi black_CHCR
2013,3,Oahu,CHCR,Muraenidae,Puhi black,4,"1,023",Puhi black_CHCR
2014,3,Oahu,CHCR,Muraenidae,Puhi black,3,520,Puhi black_CHCR
2015,3,Oahu,CHCR,Muraenidae,Puhi black,5,267,Puhi black_CHCR
2016,3,Oahu,CHCR,Muraenidae,Puhi black,4,434,Puhi black_CHCR
2012,3,Oahu,CHCR,Muraenidae,Puhi eel-misc.,6,160,Puhi eel-misc._CHCR
2013,1,Hawaii,CHCR,Muraenidae,Puhi eel-misc.,3,338,Puhi eel-misc._CHCR
2013,3,Oahu,CHCR,Muraenidae,Puhi eel-misc.,4,291,Puhi eel-misc._CHCR
2014,3,Oahu,CHCR,Muraenidae,Puhi eel-misc.,5,565,Puhi eel-misc._CHCR
2015,3,Oahu,CHCR,Muraenidae,Puhi eel-misc.,4,235,Puhi eel-misc._CHCR
2016,3,Oahu,CHCR,Muraenidae,Puhi eel-misc.,5,166,Puhi eel-misc._CHCR
2012,1,Hawaii,CHCR,Carcharhinidae,Shark-misc.,13,304,Shark-misc._CHCR
2012,2,Maui County,CHCR,Carcharhinidae,Shark-misc.,7,10,Shark-misc._CHCR
2012,2,Penguin Bank,CHCR,Carcharhinidae,Shark-misc.,4,24,Shark-misc._CHCR
2012,3,Oahu,CHCR,Carcharhinidae,Shark-misc.,12,"2,552",Shark-misc._CHCR
2012,4,Kauai County,CHCR,Carcharhinidae,Shark-misc.,4,4,Shark-misc._CHCR
2013,1,Hawaii,CHCR,Carcharhinidae,Shark-misc.,12,210,Shark-misc._CHCR
2013,2,Maui County,CHCR,Carcharhinidae,Shark-misc.,10,0,Shark-misc._CHCR
2013,2,Penguin Bank,CHCR,Carcharhinidae,Shark-misc.,11,53,Shark-misc._CHCR
2013,3,Oahu,CHCR,Carcharhinidae,Shark-misc.,8,"1,369",Shark-misc._CHCR
2014,1,Hawaii,CHCR,Carcharhinidae,Shark-misc.,6,103,Shark-misc._CHCR
2014,2,Maui County,CHCR,Carcharhinidae,Shark-misc.,9,0,Shark-misc._CHCR
2014,2,Penguin Bank,CHCR,Carcharhinidae,Shark-misc.,6,0,Shark-misc._CHCR
2014,3,Oahu,CHCR,Carcharhinidae,Shark-misc.,7,"1,348",Shark-misc._CHCR
2014,4,Kauai County,CHCR,Carcharhinidae,Shark-misc.,4,95,Shark-misc._CHCR
2015,1,Hawaii,CHCR,Carcharhinidae,Shark-misc.,6,0,Shark-misc._CHCR
2015,2,Maui County,CHCR,Carcharhinidae,Shark-misc.,10,300,Shark-misc._CHCR
2015,2,Penguin Bank,CHCR,Carcharhinidae,Shark-misc.,3,0,Shark-misc._CHCR
2015,3,Oahu,CHCR,Carcharhinidae,Shark-misc.,3,"2,069",Shark-misc._CHCR
2015,4,Kauai County,CHCR,Carcharhinidae,Shark-misc.,4,40,Shark-misc._CHCR
2016,1,Hawaii,CHCR,Carcharhinidae,Shark-misc.,6,249,Shark-misc._CHCR
2016,2,Maui County,CHCR,Carcharhinidae,Shark-misc.,6,580,Shark-misc._CHCR
2016,2,Penguin Bank,CHCR,Carcharhinidae,Shark-misc.,5,300,Shark-misc._CHCR
2016,3,Oahu,CHCR,Carcharhinidae,Shark-misc.,6,"2,115",Shark-misc._CHCR
2016,4,Kauai County,CHCR,Carcharhinidae,Shark-misc.,3,5,Shark-misc._CHCR
2016,3,Oahu,CHCR,Mugilidae,Summer mullet,3,477,Summer mullet_CHCR
2012,1,Hawaii,CHCR,Scaridae,Uhu parrot-misc.,38,"14,003",Uhu parrot-misc._CHCR
2012,2,Maui County,CHCR,Scaridae,Uhu parrot-misc.,25,"14,556",Uhu parrot-misc._CHCR
2012,3,Oahu,CHCR,Scaridae,Uhu parrot-misc.,56,"53,864",Uhu parrot-misc._CHCR
2012,4,Kauai County,CHCR,Scaridae,Uhu parrot-misc.,4,"1,506",Uhu parrot-misc._CHCR
2013,1,Hawaii,CHCR,Scaridae,Uhu parrot-misc.,24,"7,611",Uhu parrot-misc._CHCR
2013,2,Maui County,CHCR,Scaridae,Uhu parrot-misc.,10,"11,126",Uhu parrot-misc._CHCR
2013,3,Oahu,CHCR,Scaridae,Uhu parrot-misc.,58,"55,115",Uhu parrot-misc._CHCR
2014,1,Hawaii,CHCR,Scaridae,Uhu parrot-misc.,25,"2,812",Uhu parrot-misc._CHCR
2014,2,Maui County,CHCR,Scaridae,Uhu parrot-misc.,13,"8,341",Uhu parrot-misc._CHCR
2014,3,Oahu,CHCR,Scaridae,Uhu parrot-misc.,49,"56,044",Uhu parrot-misc._CHCR
2014,4,Kauai County,CHCR,Scaridae,Uhu parrot-misc.,4,"1,820",Uhu parrot-misc._CHCR
2015,1,Hawaii,CHCR,Scaridae,Uhu parrot-misc.,16,"4,119",Uhu parrot-misc._CHCR
2015,2,Maui County,CHCR,Scaridae,Uhu parrot-misc.,7,"1,762",Uhu parrot-misc._CHCR
2015,3,Oahu,CHCR,Scaridae,Uhu parrot-misc.,42,"26,341",Uhu parrot-misc._CHCR
2015,4,Kauai County,CHCR,Scaridae,Uhu parrot-misc.,7,766,Uhu parrot-misc._CHCR
2016,1,Hawaii,CHCR,Scaridae,Uhu parrot-misc.,17,"3,294",Uhu parrot-misc._CHCR
2016,2,Maui County,CHCR,Scaridae,Uhu parrot-misc.,10,"2,319",Uhu parrot-misc._CHCR
2016,3,Oahu,CHCR,Scaridae,Uhu parrot-misc.,32,"17,966",Uhu parrot-misc._CHCR
2016,4,Kauai County,CHCR,Scaridae,Uhu parrot-misc.,4,"1,346",Uhu parrot-misc._CHCR
2012,1,Hawaii,CHCR,Acanthuridae,Umaumalei,11,435,Umaumalei_CHCR
2012,2,Maui County,CHCR,Acanthuridae,Umaumalei,3,"2,802",Umaumalei_CHCR
2012,3,Oahu,CHCR,Acanthuridae,Umaumalei,18,675,Umaumalei_CHCR
2013,1,Hawaii,CHCR,Acanthuridae,Umaumalei,6,120,Umaumalei_CHCR
2013,2,Maui County,CHCR,Acanthuridae,Umaumalei,3,"2,076",Umaumalei_CHCR
2013,3,Oahu,CHCR,Acanthuridae,Umaumalei,19,"1,968",Umaumalei_CHCR
2014,2,Maui County,CHCR,Acanthuridae,Umaumalei,3,"1,748",Umaumalei_CHCR
2014,3,Oahu,CHCR,Acanthuridae,Umaumalei,13,919,Umaumalei_CHCR
2015,2,Maui County,CHCR,Acanthuridae,Umaumalei,3,"2,401",Umaumalei_CHCR
2015,3,Oahu,CHCR,Acanthuridae,Umaumalei,6,366,Umaumalei_CHCR
2016,2,Maui County,CHCR,Acanthuridae,Umaumalei,3,"2,250",Umaumalei_CHCR
2016,3,Oahu,CHCR,Acanthuridae,Umaumalei,6,"1,098",Umaumalei_CHCR
2012,1,Hawaii,CHCR,Mugilidae,Uouoa,6,200,Uouoa_CHCR
2013,1,Hawaii,CHCR,Mugilidae,Uouoa,6,286,Uouoa_CHCR
2013,3,Oahu,CHCR,Mugilidae,Uouoa,3,111,Uouoa_CHCR
2014,1,Hawaii,CHCR,Mugilidae,Uouoa,6,487,Uouoa_CHCR
2015,1,Hawaii,CHCR,Mugilidae,Uouoa,5,184,Uouoa_CHCR
2015,2,Maui County,CHCR,Mugilidae,Uouoa,3,54,Uouoa_CHCR
2012,3,Oahu,CHCR,Mullidae,Weke,4,662,Weke_CHCR
2012,1,Hawaii,CHCR,Mullidae,Weke a'a,13,157,Weke a'a_CHCR
2012,2,Maui County,CHCR,Mullidae,Weke a'a,8,"1,140",Weke a'a_CHCR
2012,3,Oahu,CHCR,Mullidae,Weke a'a,29,"4,924",Weke a'a_CHCR
2013,1,Hawaii,CHCR,Mullidae,Weke a'a,8,282,Weke a'a_CHCR
2013,2,Maui County,CHCR,Mullidae,Weke a'a,7,"1,198",Weke a'a_CHCR
2013,3,Oahu,CHCR,Mullidae,Weke a'a,37,"3,337",Weke a'a_CHCR
2014,1,Hawaii,CHCR,Mullidae,Weke a'a,12,91,Weke a'a_CHCR
2014,2,Maui County,CHCR,Mullidae,Weke a'a,4,366,Weke a'a_CHCR
2014,3,Oahu,CHCR,Mullidae,Weke a'a,29,"3,948",Weke a'a_CHCR
2015,1,Hawaii,CHCR,Mullidae,Weke a'a,6,118,Weke a'a_CHCR
2015,2,Maui County,CHCR,Mullidae,Weke a'a,3,453,Weke a'a_CHCR
2015,3,Oahu,CHCR,Mullidae,Weke a'a,20,"3,264",Weke a'a_CHCR
2016,1,Hawaii,CHCR,Mullidae,Weke a'a,7,131,Weke a'a_CHCR
2016,2,Maui County,CHCR,Mullidae,Weke a'a,4,559,Weke a'a_CHCR
2016,3,Oahu,CHCR,Mullidae,Weke a'a,20,"4,789",Weke a'a_CHCR
2012,1,Hawaii,CHCR,Mullidae,Weke nono,28,822,Weke nono_CHCR
2012,2,Maui County,CHCR,Mullidae,Weke nono,27,"1,742",Weke nono_CHCR
