year,rgn_id,island,mus,family,species,licenses,catch,stock_key
2014,2,Penguin Bank,BMUS,Carangidae,Kahala,21,"1,297",Kahala_BMUS
2014,3,Oahu,BMUS,Carangidae,Kahala,36,"4,912",Kahala_BMUS
2014,4,Kauai County,BMUS,Carangidae,Kahala,34,"4,844",Kahala_BMUS
2015,1,Hawaii,BMUS,Carangidae,Kahala,21,"2,554",Kahala_BMUS
2015,2,Maui County,BMUS,Carangidae,Kahala,24,893,Kahala_BMUS
2015,2,Penguin Bank,BMUS,Carangidae,Kahala,18,"1,804",Kahala_BMUS
2015,3,Oahu,BMUS,Carangidae,Kahala,42,"4,182",Kahala_BMUS
2015,4,Kauai County,BMUS,Carangidae,Kahala,35,"7,125",Kahala_BMUS
2016,1,Hawaii,BMUS,Carangidae,Kahala,27,"7,207",Kahala_BMUS
2016,2,Maui County,BMUS,Carangidae,Kahala,17,904,Kahala_BMUS
2016,2,Penguin Bank,BMUS,Carangidae,Kahala,21,"2,559",Kahala_BMUS
2016,3,Oahu,BMUS,Carangidae,Kahala,38,"2,440",Kahala_BMUS
2016,4,Kauai County,BMUS,Carangidae,Kahala,23,"4,623",Kahala_BMUS
2012,1,Hawaii,BMUS,Lutjanidae,Kalekale,80,"3,479",Kalekale_BMUS
2012,2,Maui County,BMUS,Lutjanidae,Kalekale,51,"4,279",Kalekale_BMUS
2012,2,Penguin Bank,BMUS,Lutjanidae,Kalekale,48,"2,683",Kalekale_BMUS
2012,3,Oahu,BMUS,Lutjanidae,Kalekale,24,305,Kalekale_BMUS
2012,4,Kauai County,BMUS,Lutjanidae,Kalekale,35,"2,311",Kalekale_BMUS
2012,,Other offshore,BMUS,Lutjanidae,Kalekale,4,281,Kalekale_BMUS
2013,1,Hawaii,BMUS,Lutjanidae,Kalekale,85,"6,933",Kalekale_BMUS
2013,2,Maui County,BMUS,Lutjanidae,Kalekale,58,"3,846",Kalekale_BMUS
2013,2,Penguin Bank,BMUS,Lutjanidae,Kalekale,47,"2,398",Kalekale_BMUS
2013,3,Oahu,BMUS,Lutjanidae,Kalekale,28,406,Kalekale_BMUS
2013,4,Kauai County,BMUS,Lutjanidae,Kalekale,27,"1,122",Kalekale_BMUS
2014,1,Hawaii,BMUS,Lutjanidae,Kalekale,89,"7,165",Kalekale_BMUS
2014,2,Maui County,BMUS,Lutjanidae,Kalekale,56,"5,382",Kalekale_BMUS
2014,2,Penguin Bank,BMUS,Lutjanidae,Kalekale,37,"3,134",Kalekale_BMUS
2014,3,Oahu,BMUS,Lutjanidae,Kalekale,26,848,Kalekale_BMUS
2014,4,Kauai County,BMUS,Lutjanidae,Kalekale,30,"1,881",Kalekale_BMUS
2014,,Other offshore,BMUS,Lutjanidae,Kalekale,3,149,Kalekale_BMUS
2015,1,Hawaii,BMUS,Lutjanidae,Kalekale,80,"5,749",Kalekale_BMUS
2015,2,Maui County,BMUS,Lutjanidae,Kalekale,49,"3,243",Kalekale_BMUS
2015,2,Penguin Bank,BMUS,Lutjanidae,Kalekale,30,"2,496",Kalekale_BMUS
2015,3,Oahu,BMUS,Lutjanidae,Kalekale,29,890,Kalekale_BMUS
2015,4,Kauai County,BMUS,Lutjanidae,Kalekale,22,"1,336",Kalekale_BMUS
2016,1,Hawaii,BMUS,Lutjanidae,Kalekale,71,"4,502",Kalekale_BMUS
2016,2,Maui County,BMUS,Lutjanidae,Kalekale,36,"2,227",Kalekale_BMUS
2016,2,Penguin Bank,BMUS,Lutjanidae,Kalekale,32,"2,097",Kalekale_BMUS
2016,3,Oahu,BMUS,Lutjanidae,Kalekale,25,614,Kalekale_BMUS
2016,4,Kauai County,BMUS,Lutjanidae,Kalekale,22,"1,527",Kalekale_BMUS
2012,1,Hawaii,BMUS,Lutjanidae,Lehi,83,"5,494",Lehi_BMUS
2012,2,Maui County,BMUS,Lutjanidae,Lehi,24,"3,760",Lehi_BMUS
2012,2,Penguin Bank,BMUS,Lutjanidae,Lehi,9,200,Lehi_BMUS
2012,3,Oahu,BMUS,Lutjanidae,Lehi,4,78,Lehi_BMUS
2012,4,Kauai County,BMUS,Lutjanidae,Lehi,6,469,Lehi_BMUS
2013,1,Hawaii,BMUS,Lutjanidae,Lehi,71,"9,888",Lehi_BMUS
2013,2,Maui County,BMUS,Lutjanidae,Lehi,26,"2,962",Lehi_BMUS
2013,2,Penguin Bank,BMUS,Lutjanidae,Lehi,11,220,Lehi_BMUS
2013,3,Oahu,BMUS,Lutjanidae,Lehi,8,116,Lehi_BMUS
2013,4,Kauai County,BMUS,Lutjanidae,Lehi,4,133,Lehi_BMUS
2014,1,Hawaii,BMUS,Lutjanidae,Lehi,72,"4,718",Lehi_BMUS
2014,2,Maui County,BMUS,Lutjanidae,Lehi,38,"3,067",Lehi_BMUS
2014,2,Penguin Bank,BMUS,Lutjanidae,Lehi,12,295,Lehi_BMUS
2014,3,Oahu,BMUS,Lutjanidae,Lehi,7,265,Lehi_BMUS
2014,4,Kauai County,BMUS,Lutjanidae,Lehi,6,198,Lehi_BMUS
2015,1,Hawaii,BMUS,Lutjanidae,Lehi,79,"5,716",Lehi_BMUS
2015,2,Maui County,BMUS,Lutjanidae,Lehi,30,"5,157",Lehi_BMUS
2015,2,Penguin Bank,BMUS,Lutjanidae,Lehi,8,129,Lehi_BMUS
2015,3,Oahu,BMUS,Lutjanidae,Lehi,3,40,Lehi_BMUS
2015,4,Kauai County,BMUS,Lutjanidae,Lehi,4,119,Lehi_BMUS
2016,1,Hawaii,BMUS,Lutjanidae,Lehi,76,"6,073",Lehi_BMUS
2016,2,Maui County,BMUS,Lutjanidae,Lehi,22,"1,861",Lehi_BMUS
2016,2,Penguin Bank,BMUS,Lutjanidae,Lehi,12,429,Lehi_BMUS
2016,3,Oahu,BMUS,Lutjanidae,Lehi,8,70,Lehi_BMUS
2016,4,Kauai County,BMUS,Lutjanidae,Lehi,4,201,Lehi_BMUS
2012,1,Hawaii,BMUS,Lutjanidae,Onaga,63,"6,799",Onaga_BMUS
2012,2,Maui County,BMUS,Lutjanidae,Onaga,83,"31,209",Onaga_BMUS
2012,2,Penguin Bank,BMUS,Lutjanidae,Onaga,52,"14,795",Onaga_BMUS
2012,3,Oahu,BMUS,Lutjanidae,Onaga,46,"3,148",Onaga_BMUS
2012,4,Kauai County,BMUS,Lutjanidae,Onaga,31,"4,473",Onaga_BMUS
2013,1,Hawaii,BMUS,Lutjanidae,Onaga,71,"10,435",Onaga_BMUS
2013,2,Maui County,BMUS,Lutjanidae,Onaga,76,"38,339",Onaga_BMUS
2013,2,Penguin Bank,BMUS,Lutjanidae,Onaga,54,"16,319",Onaga_BMUS
2013,3,Oahu,BMUS,Lutjanidae,Onaga,40,"3,429",Onaga_BMUS
2013,4,Kauai County,BMUS,Lutjanidae,Onaga,27,"4,336",Onaga_BMUS
2014,1,Hawaii,BMUS,Lutjanidae,Onaga,70,"9,860",Onaga_BMUS
2014,2,Maui County,BMUS,Lutjanidae,Onaga,79,"42,864",Onaga_BMUS
2014,2,Penguin Bank,BMUS,Lutjanidae,Onaga,39,"15,058",Onaga_BMUS
2014,3,Oahu,BMUS,Lutjanidae,Onaga,42,"4,758",Onaga_BMUS
2014,4,Kauai County,BMUS,Lutjanidae,Onaga,28,"6,738",Onaga_BMUS
2015,1,Hawaii,BMUS,Lutjanidae,Onaga,66,"6,748",Onaga_BMUS
2015,2,Maui County,BMUS,Lutjanidae,Onaga,57,"25,363",Onaga_BMUS
2015,2,Penguin Bank,BMUS,Lutjanidae,Onaga,32,"10,861",Onaga_BMUS
2015,3,Oahu,BMUS,Lutjanidae,Onaga,36,"3,424",Onaga_BMUS
2015,4,Kauai County,BMUS,Lutjanidae,Onaga,23,"3,762",Onaga_BMUS
2016,1,Hawaii,BMUS,Lutjanidae,Onaga,61,"12,121",Onaga_BMUS
2016,2,Maui County,BMUS,Lutjanidae,Onaga,61,"18,043",Onaga_BMUS
2016,2,Penguin Bank,BMUS,Lutjanidae,Onaga,36,"8,854",Onaga_BMUS
2016,3,Oahu,BMUS,Lutjanidae,Onaga,36,"3,843",Onaga_BMUS
2016,4,Kauai County,BMUS,Lutjanidae,Onaga,16,"3,571",Onaga_BMUS
2012,1,Hawaii,BMUS,Lutjanidae,Opakapaka,123,"20,533",Opakapaka_BMUS
2012,2,Maui County,BMUS,Lutjanidae,Opakapaka,106,"62,535",Opakapaka_BMUS
2012,2,Penguin Bank,BMUS,Lutjanidae,Opakapaka,65,"16,362",Opakapaka_BMUS
2012,3,Oahu,BMUS,Lutjanidae,Opakapaka,50,"5,630",Opakapaka_BMUS
2012,4,Kauai County,BMUS,Lutjanidae,Opakapaka,34,"2,535",Opakapaka_BMUS
2012,,Other offshore,BMUS,Lutjanidae,Opakapaka,3,"1,694",Opakapaka_BMUS
2013,1,Hawaii,BMUS,Lutjanidae,Opakapaka,123,"26,819",Opakapaka_BMUS
2013,2,Maui County,BMUS,Lutjanidae,Opakapaka,100,"71,081",Opakapaka_BMUS
2013,2,Penguin Bank,BMUS,Lutjanidae,Opakapaka,56,"14,249",Opakapaka_BMUS
2013,3,Oahu,BMUS,Lutjanidae,Opakapaka,50,"9,003",Opakapaka_BMUS
2013,4,Kauai County,BMUS,Lutjanidae,Opakapaka,27,"1,729",Opakapaka_BMUS
2014,1,Hawaii,BMUS,Lutjanidae,Opakapaka,126,"32,921",Opakapaka_BMUS
2014,2,Maui County,BMUS,Lutjanidae,Opakapaka,103,"86,585",Opakapaka_BMUS
2014,2,Penguin Bank,BMUS,Lutjanidae,Opakapaka,55,"22,041",Opakapaka_BMUS
2014,3,Oahu,BMUS,Lutjanidae,Opakapaka,47,"17,850",Opakapaka_BMUS
2014,4,Kauai County,BMUS,Lutjanidae,Opakapaka,28,"3,756",Opakapaka_BMUS
2014,,Other offshore,BMUS,Lutjanidae,Opakapaka,3,"2,167",Opakapaka_BMUS
2015,1,Hawaii,BMUS,Lutjanidae,Opakapaka,115,"28,686",Opakapaka_BMUS
2015,2,Maui County,BMUS,Lutjanidae,Opakapaka,92,"69,638",Opakapaka_BMUS
2015,2,Penguin Bank,BMUS,Lutjanidae,Opakapaka,43,"12,472",Opakapaka_BMUS
2015,3,Oahu,BMUS,Lutjanidae,Opakapaka,44,"11,109",Opakapaka_BMUS
2015,4,Kauai County,BMUS,Lutjanidae,Opakapaka,22,"6,862",Opakapaka_BMUS
2016,1,Hawaii,BMUS,Lutjanidae,Opakapaka,113,"36,125",Opakapaka_BMUS
2016,2,Maui County,BMUS,Lutjanidae,Opakapaka,83,"61,500",Opakapaka_BMUS
2016,2,Penguin Bank,BMUS,Lutjanidae,Opakapaka,58,"16,274",Opakapaka_BMUS
2016,3,Oahu,BMUS,Lutjanidae,Opakapaka,46,"9,178",Opakapaka_BMUS
2016,4,Kauai County,BMUS,Lutjanidae,Opakapaka,19,"5,576",Opakapaka_BMUS
2012,1,Hawaii,BMUS,Lutjanidae,Taape,99,"8,060",Taape_BMUS
2012,2,Maui County,BMUS,Lutjanidae,Taape,62,"10,386",Taape_BMUS
2012,2,Penguin Bank,BMUS,Lutjanidae,Taape,15,199,Taape_BMUS
2012,3,Oahu,BMUS,Lutjanidae,Taape,85,"11,731",Taape_BMUS
2012,4,Kauai County,BMUS,Lutjanidae,Taape,44,"2,627",Taape_BMUS
2013,1,Hawaii,BMUS,Lutjanidae,Taape,96,"4,882",Taape_BMUS
2013,2,Maui County,BMUS,Lutjanidae,Taape,46,"8,063",Taape_BMUS
2013,2,Penguin Bank,BMUS,Lutjanidae,Taape,17,193,Taape_BMUS
2013,3,Oahu,BMUS,Lutjanidae,Taape,75,"16,488",Taape_BMUS
2013,4,Kauai County,BMUS,Lutjanidae,Taape,38,"3,272",Taape_BMUS
2014,1,Hawaii,BMUS,Lutjanidae,Taape,80,"3,490",Taape_BMUS
2014,2,Maui County,BMUS,Lutjanidae,Taape,51,"6,534",Taape_BMUS
2014,2,Penguin Bank,BMUS,Lutjanidae,Taape,17,172,Taape_BMUS
2014,3,Oahu,BMUS,Lutjanidae,Taape,90,"16,895",Taape_BMUS
2014,4,Kauai County,BMUS,Lutjanidae,Taape,30,"3,166",Taape_BMUS
2015,1,Hawaii,BMUS,Lutjanidae,Taape,73,"3,107",Taape_BMUS
2015,2,Maui County,BMUS,Lutjanidae,Taape,42,"1,608",Taape_BMUS
2015,2,Penguin Bank,BMUS,Lutjanidae,Taape,11,199,Taape_BMUS
2015,3,Oahu,BMUS,Lutjanidae,Taape,77,"19,387",Taape_BMUS
2015,4,Kauai County,BMUS,Lutjanidae,Taape,30,"1,560",Taape_BMUS
2016,1,Hawaii,BMUS,Lutjanidae,Taape,68,"3,610",Taape_BMUS
2016,2,Maui County,BMUS,Lutjanidae,Taape,40,"1,188",Taape_BMUS
2016,2,Penguin Bank,BMUS,Lutjanidae,Taape,11,296,Taape_BMUS
2016,3,Oahu,BMUS,Lutjanidae,Taape,65,"26,832",Taape_BMUS
2016,4,Kauai County,BMUS,Lutjanidae,Taape,32,"2,919",Taape_BMUS
2012,1,Hawaii,BMUS,Lutjanidae,Uku,119,"9,518",Uku_BMUS
2012,2,Maui County,BMUS,Lutjanidae,Uku,107,"17,523",Uku_BMUS
2012,2,Penguin Bank,BMUS,Lutjanidae,Uku,56,"48,216",Uku_BMUS
2012,3,Oahu,BMUS,Lutjanidae,Uku,75,"7,908",Uku_BMUS
2012,4,Kauai County,BMUS,Lutjanidae,Uku,68,"30,512",Uku_BMUS
2012,,Other offshore,BMUS,Lutjanidae,Uku,4,"3,116",Uku_BMUS
2013,1,Hawaii,BMUS,Lutjanidae,Uku,125,"11,998",Uku_BMUS
2013,2,Maui County,BMUS,Lutjanidae,Uku,92,"19,904",Uku_BMUS
2013,2,Penguin Bank,BMUS,Lutjanidae,Uku,50,"51,553",Uku_BMUS
2013,3,Oahu,BMUS,Lutjanidae,Uku,76,"6,848",Uku_BMUS
2013,4,Kauai County,BMUS,Lutjanidae,Uku,68,"28,709",Uku_BMUS
2013,,Other offshore,BMUS,Lutjanidae,Uku,3,"1,699",Uku_BMUS
2014,1,Hawaii,BMUS,Lutjanidae,Uku,115,"13,894",Uku_BMUS
2014,2,Maui County,BMUS,Lutjanidae,Uku,90,"18,340",Uku_BMUS
2014,2,Penguin Bank,BMUS,Lutjanidae,Uku,52,"27,552",Uku_BMUS
2014,3,Oahu,BMUS,Lutjanidae,Uku,88,"7,204",Uku_BMUS
2014,4,Kauai County,BMUS,Lutjanidae,Uku,57,"28,979",Uku_BMUS
2014,,Other offshore,BMUS,Lutjanidae,Uku,4,859,Uku_BMUS
2015,1,Hawaii,BMUS,Lutjanidae,Uku,133,"16,984",Uku_BMUS
2015,2,Maui County,BMUS,Lutjanidae,Uku,95,"20,737",Uku_BMUS
2015,2,Penguin Bank,BMUS,Lutjanidae,Uku,52,"34,008",Uku_BMUS
2015,3,Oahu,BMUS,Lutjanidae,Uku,98,"8,370",Uku_BMUS
2015,4,Kauai County,BMUS,Lutjanidae,Uku,57,"21,202",Uku_BMUS
2015,,Other offshore,BMUS,Lutjanidae,Uku,3,637,Uku_BMUS
2016,1,Hawaii,BMUS,Lutjanidae,Uku,137,"19,236",Uku_BMUS
2016,2,Maui County,BMUS,Lutjanidae,Uku,91,"31,351",Uku_BMUS
2016,2,Penguin Bank,BMUS,Lutjanidae,Uku,47,"42,752",Uku_BMUS
2016,3,Oahu,BMUS,Lutjanidae,Uku,59,"7,355",Uku_BMUS
2016,4,Kauai County,BMUS,Lutjanidae,Uku,52,"16,516",Uku_BMUS
2016,,Other offshore,BMUS,Lutjanidae,Uku,4,530,Uku_BMUS
2012,1,Hawaii,BMUS,Carangidae,White ulua,26,"2,138",White ulua_BMUS
2012,2,Maui County,BMUS,Carangidae,White ulua,40,"4,603",White ulua_BMUS
2012,2,Penguin Bank,BMUS,Carangidae,White ulua,13,"1,619",White ulua_BMUS
2012,3,Oahu,BMUS,Carangidae,White ulua,76,"7,980",White ulua_BMUS
2012,4,Kauai County,BMUS,Carangidae,White ulua,26,"4,230",White ulua_BMUS
2013,1,Hawaii,BMUS,Carangidae,White ulua,23,"1,130",White ulua_BMUS
2013,2,Maui County,BMUS,Carangidae,White ulua,46,"3,475",White ulua_BMUS
2013,2,Penguin Bank,BMUS,Carangidae,White ulua,14,"1,347",White ulua_BMUS
2013,3,Oahu,BMUS,Carangidae,White ulua,66,"5,749",White ulua_BMUS
2013,4,Kauai County,BMUS,Carangidae,White ulua,26,"2,778",White ulua_BMUS
2014,1,Hawaii,BMUS,Carangidae,White ulua,13,929,White ulua_BMUS
2014,2,Maui County,BMUS,Carangidae,White ulua,39,"3,341",White ulua_BMUS
2014,2,Penguin Bank,BMUS,Carangidae,White ulua,14,931,White ulua_BMUS
2014,3,Oahu,BMUS,Carangidae,White ulua,53,"3,725",White ulua_BMUS
2014,4,Kauai County,BMUS,Carangidae,White ulua,26,"3,053",White ulua_BMUS
2015,1,Hawaii,BMUS,Carangidae,White ulua,22,941,White ulua_BMUS
2015,2,Maui County,BMUS,Carangidae,White ulua,37,"2,315",White ulua_BMUS
2015,2,Penguin Bank,BMUS,Carangidae,White ulua,11,415,White ulua_BMUS
2015,3,Oahu,BMUS,Carangidae,White ulua,57,"4,304",White ulua_BMUS
